wiI7pd,dealership_name,manual_label,review_id
It's very cooperating staff,HONDA Township,,122
There customer service is good for newbi. Also Honda City new model is best for city travellers.,HONDA Township,,123
Wonderful workshop,HONDA Township,,124
Luxury please,HONDA Township,,125
Good service and trained staff,HONDA Township,,126
To get there you have to take turn on first cut to service road otherwise you have to take a long route for U-turn to get back,HONDA Township,,128
Yar achi jaga hai. Acha kam krty hain pesy b manasib he lyty hain. Dnt knw why people say k bht costly hain etc. Pesy kam k account say hoty hain i think quality achi hoti hai,HONDA Township,,130
Gud staff..they know how to deal with a specific problem..im satisfied Alhamdulillah,HONDA Township,,132
Best grat relation  ship,HONDA Township,,136
Better arrangements then some other Honda Dealers,HONDA Township,,139
Nice experience every time.staff work cleaning attitude every thing is good.,HONDA Township,,140
Very cooperative staff.,HONDA Township,,141
A good point for maintenance and sale purchase of Honda cars,HONDA Township,,142
Honda is my favourite vehicle. Not all models available,HONDA Township,,143
It was good experience and staff there was very cooperative and expert. Job was done quickly and efficiently .,HONDA Township,,144
services good,HONDA Township,,145
Very good in customer services. Specially owner is excellent in customer relationship management.,HONDA Township,,147
it's good but quite expensive.,HONDA Township,,148
Best experience.,HONDA Township,,149
Very good and polite staff. There is a sales guy Mr. shahzad- if you want to book any car just go to him. He will guide you in the very best way. No cheating- that what i like in him.,HONDA Township,,150
best in town,HONDA Township,,151
One of the best Honda in town,HONDA Township,,152
Honda showroom township dealership. The best one in lahore.,HONDA Township,,153
Honda township,HONDA Township,,154
Good service,HONDA Township,,155
Bought brv from here.....staff is highly professional and very cooperative....allowed me to sit in accord,HONDA Township,,156
Well trained staff. Swift and helpfull,HONDA Township,,158
Very good customer service experience,HONDA Township,,159
"very good service
friendly to customer
less prices then other honda workshops in lahore",HONDA Township,,160
Very professional staff and services,HONDA Township,,161
"Great coffee
Service was OK.....",HONDA Township,,162
Good services,HONDA Township,,164
Too long que for new city,HONDA Township,0,166
Very busy. No one to talk to,HONDA Township,0,167
Good services,HONDA Township,,169
Done regular Car service. Good customer service. Satisfied,HONDA Township,,170
Very bad experience i visited Honda township because i am facing RPM fluctuation in my Honda civic 8th generation and even my car is maintained by Honda township..the staff didn't check the issue of rpm fluctuation i am facing..they just check other things like suspension and give me estimate of their labor for suspension.. At least try to check and resolve the issues faced by customer in their vehicle rather than checking other things..,HONDA Township,0,171
Good people are there,HONDA Township,,172
"I have the worst experience. After opening car, they said that they have no spare part. It will be delivered after two weeks howeve they need service charges.",HONDA Township,0,174
First time there. Courteous Staff.,HONDA Township,,175
Supporting staff,HONDA Township,,176
Extremely expensive job rate at there. No doubt work is satisfactory but very expansive.,HONDA Township,0,177
Good service,HONDA Township,,178
Good showroom,HONDA Township,,179
Main way area of pico road connects internal lahore with lakhpat. It has not so much local facilities.Properly short route towards Qasoor road and DHA residentials.,HONDA Township,,180
"The staff here is amazing, better than most however the reason i am giving it one star is because of how their management treats the staff.

Their staff is the reason their customer gets satisfied but in this scorching heat and pandemic around us. They were being served water in a desi cooler with ice bricks bought from the outside with one disposable glass placed to be shared by the whole staff.

The other water dispenser can be clearly seen inside the waiting room for the customers. How hard it is for them to install one for their own employees? It put me off that they are saving the cost on the wrong side.",HONDA Township,,181
COO Mr.Adnan and team is just mervellous .coordinater Sajjad is very active keep it up,HONDA Township,,182
Very good service,HONDA Township,,183
Well maintained showroom,HONDA Township,,184
Very cooperative machanics with hight level of experience. Smooth working and pationate skills.,HONDA Township,,185
They follow SOPs issued by Honda. Up to the mark. They also offer mini offers for maintenance. Recommended,HONDA Township,,186
Variety of Honda  cars available,HONDA Township,,187
Hate this location that is carapt mafia,HONDA Township,0,188
Very positive experience. Highly Recommended for Honda users rather wastimg time and money diagnoses. Just pop in and this will be really a Quick Fit.,HONDA Township,,190
"Overall experience was great.....Better than visit to Honda Gateway......for periodic maintenance of car...
Slightly improvement is required in customer care.....and cashier towards the customers....",HONDA Township,,191
Nice workshop,HONDA Township,,192
Good facility. Avoid Lunch time from 1:30 to 2:30 for slow service.,HONDA Township,,193
"Poor diagnostic service.
Unprofessional approach
Normal repair takes several visits .
Change other parts instead of faulty ..might to make money ....if C is faulty....they change A then B and then C ...
Although tea and coffee is self service and unlimited",HONDA Township,0,194
"Good 3 S.
Have good repair & maintenance setup",HONDA Township,,195
Staff is very cooperative and expert.,HONDA Township,,196
You can booked your favourite Honda Cars at this place.,HONDA Township,,197
Great workers and staff,HONDA Township,,198
Nice showroom with decent and professional staff,HONDA Township,,199
"Helpful staff. The place is quiet spacious for the type of work done here. Waiting area available. 4 stars because they charge too much, however it has nothing to do with the place, infact its the company's policy.",HONDA Township,,200
Very professional and courteous staff who ensure customer satisfaction and get the work done in committed time. One feels very comfortable interacting with them.,HONDA Township,,203
They are not following SOPs they don't wear quality masks and using quality sanitisers ....they are not following it at all,HONDA Township,,204
"Well I had a short trip to Pakistan Lahore and decided to purchase car. Eventhough buying car is a lengthy complicated and time consuming process but with the support of Honda Township especially  Mr Shahzad, it was very fast hassle  free and we got the car within three days. He helped us for insurance  registration and tracker also. I am  fully impressed with the level  of service and strongly  recommend to car buyers for this particular car dealer.",HONDA Township,,205
Professional and coprative staff really I enjoy the visit,HONDA Township,,206
One of the best Honda's 3S dealership,HONDA Township,,207
"Staff is good, standard service as prevailing on other Honda Centers.",HONDA Township,,208
"Very cooperative staff ,in and out in a quicky",HONDA Township,,209
"Competent and friendly staff. Honda Township is offering gold membership with lot of free and discounted services  only in Rs. 2,000.00 for an year.",HONDA Township,,210
Best Services,HONDA Township,,211
Cooperative staff,HONDA Township,,212
Neat n Clean,HONDA Township,,213
Good service but in old way.,HONDA Township,,214
"The  company dont provide mask  to visitors .. even with so much big setup.. thy are chwal .. dont let enter people
Poor facilites.. Aik airbag tu 26lac ki car mei de nai sakay.. ye mask dein gey",HONDA Township,0,215
The service is good but now they are charging 2.1 percent on credit card payment which in my opinion is not fair. A company like Honda discouraging cashless transactions.,HONDA Township,,216
Very nice and experienced staff,HONDA Township,,217
Awesome Environment,HONDA Township,,218
Best honda town ship in lahore good staf good work team..,HONDA Township,,220
Well trained Staff and neat and clean area,HONDA Township,,221
Good after sales services. Neat and clean place,HONDA Township,,222
Service is their moto.,HONDA Township,,223
"Best workshop for Honda cars, best services, rates and technical staff",HONDA Township,,224
"Good services as compared to other Honda Centres in lahore
But Denting is not their speciality",HONDA Township,,225
Quality service,HONDA Township,,227
"Good well maintained service area ,management and SOPs",HONDA Township,,228
"Good & cooperative Staff,",HONDA Township,,229
Good customer services but delivery time is 3-4 months,HONDA Township,,231
Excellent customer service,HONDA Township,,232
Very helpful people! Always a delight,HONDA Township,0,233
Very expensive and average,HONDA Township,,235
Diamond Paints Pakistan no 1 paints,HONDA Township,,236
Cooperative people,HONDA Township,,237
"Very professional staff, good services!",HONDA Township,,238
Very cooperative staff,HONDA Township,,239
Honda is one of the best brand in pakistan,HONDA Township,,240
"Very professional staff
Cooperate behavior
Neat and clean
Overall its excellent ???? ??",HONDA Township,,241
Very co operative staff.,HONDA Township,,242
Too expensive but best in work,HONDA Township,,243
Neat n clean environment but staff is not helpful and friendly,HONDA Township,,244
Good service,HONDA Township,,245
"Good experience overall except handing over of vehicle.
Not professional approach of that department.",HONDA Township,,246
Good place for Honda services,HONDA Township,,247
Good service,HONDA Township,,248
Satisified with the work,HONDA Township,,250
They are providing best services,HONDA Township,,251
Take many days for repairing. Very slow car becomes unavailable for many days for small tasks.,HONDA Township,,252
Best auto workshop in Lahore staff is very professional,HONDA Township,,253
Best service provider in the area,HONDA Township,,254
very expensive.  i have changed my Honda BRV rare fender light 3 days ago. in the market brand new light price was 23500  but they charged  35500,HONDA Township,,256
Good dealers,HONDA Township,,257
Good service,HONDA Township,,258
Good mechanics diagnostic was quick but charges extra 2% on card for no reason,HONDA Township,,259
"Impressive service, they didn't wasted time like many other workshops. The service area was clean and well kept. Overall a nice experience",HONDA Township,,260
Staff is very good dealing.,HONDA Township,,261
"In our case they made blunder in documents which caused delay in release of vehicle by 7 hours and caused us to make unnecessary 3 trips wasting lot of time .
The accessories shop gave timeline of 1 or 1.5 hour work and took 2.5 hours .",HONDA Township,,263
"They charge high price.
Provided old tag low price air filter and charge high price by saying price increase ho gaya hy.",HONDA Township,,265
Best exp ...best team. Mr. Fareed is most competent and corporative team leader,HONDA Township,,266
Went to get denting of my brv under insurance. Seems professional people.,HONDA Township,,267
It's a Honda cars showroom.  New cars. Car workshop.  Honda cars spare part.,HONDA Township,,269
Nice atmosphere & good service,HONDA Township,,270
Very clean.  Professional and timely service.,HONDA Township,,272
Honda township was previously suzuki township motors.Organized sale point and service and repair area is also good. Service Staff is good and expert. Overall its a good place to buy and service your honda cars.,HONDA Township,,273
Honda cars 3s dealership,HONDA Township,,274
"We (myself and mother) purchased Honda BRV-S from honda township in Sep-2020. Staff is very professional and polite. Hassle-free and smooth experience.

I would recommend Ms. Farah in sales to Honda Township management for bonus for her excellent services and treating customer is best possible way (including after sales). Giving 5/5 star rating because her positive and welcoming attitude towards my mother and myself (whenever we visited the showroom)

We were returned around 6700/- which over paid during vehicle purchase even we were not aware of it (not very common practice in Pakistan, honest Staff)

Thanks!",HONDA Township,,275
Very over priced! Honda being honda! Zero customer value!,HONDA Township,,276
Still airbags are missing in city,HONDA Township,,277
Only the Staff is very Good guider nd cooperative,HONDA Township,,278
It is so far the best Honda dealership. The staff is very cooperative along with the workers. They calmly listen to what you are saying and also ex0lain everything in detail. They do not do 'JUGARS' and work each and everything step by step. They have the proper tools for everything. Really satisfied.,HONDA Township,,279
Awesome,HONDA Township,,280
Good work and staff is very good and cooperative,HONDA Township,,281
Really very nice experience .. in love with their good management ever since they were suzuki township i have been their loyal and satisfied customer.  Deserve 5 star,HONDA Township,,282
Sales Department Not Good,HONDA Township,,283
We have visited last week and none of the saleman came to us to explain or guide us about the feature and specs of the vehicles....,HONDA Township,,284
Quick service. Very careful about customer services,HONDA Township,,285
The charge extra fee on credit cards,HONDA Township,,287
Been to the place twice now. Very well experienced staff with good standard maintenance practises. Keep it up.,HONDA Township,,288
"Courteous staff, prompt service and conveniently located.",HONDA Township,,289
I was went to replace my Honda City side mirrors. After all process they have checked that only one mirror is available in their store. They told me it will take more than a week to order other mirror.  This is very unreasonable thing for a main stream Honda workshop.,HONDA Township,,290
OK staff. Not too welcoming unlike other honda centres,HONDA Township,,291
"Timely response,  excellent service.",HONDA Township,,292
Its Was By Mistake . Best Services Of Honda Townahip,HONDA Township,,293
Better experience than city sales and honda point.,HONDA Township,,295
"Typical 3s shop of cars. Nothing special to mention

Its been 6 months since i purchased RS Turbo and till date extended warranty of 75000km or 3 years not arranged. This is bringing bad name for Honda and the 3S outlet. I insisted at the time of delivery but was told that we will inform you soon but unfortunately no update till date. I request once again to the dealer and the manufacturer to do the needful without further delay. Thank you",HONDA Township,,296
Hello honda service is so ??Good and fast and neat work love,HONDA Township,,298
"They have done miscommittment with their loya customers who had bought the vouchers in loyality program.
Do not invest in any kind of loyality program or promotion offered by Honda Township.
Most of thr loyal customers are facing this issue and no one is there to hear the voice of customers. The staff was also rude.
Lastly, pls beware
1 - while alignment , the mechanic will try level best to  sell you thay ur chambers need repairing @ approx rs. 3500, however when u resist he will deal with you in just Rs. 500/- which u will give him while test drive.
2- same scenario is with engine service, the person will tell you that u needs throttle service that cost around rs.2500/- but when u resist he will do the same as mentioned in point #1.",HONDA Township,,300
Quite big showroom but I went there to pick up parcel not for dealing that's why can't say anything about their commercial level of dealing and vehicles quality...,HONDA Township,,301
They are not delivered vehicles in time.poor management.even honda gave no rights to there client for complaints. No one own responsibility of clients satisfaction,HONDA Township,,302
Good working environment.Proper arrangements for precautions relating to Corona.,HONDA Township,,303
Very cooperative staff. Best service,HONDA Township,,304
It was good experience. They have trained staff.,HONDA Township,,305
Ridiculously expensive,HONDA Township,,306
"Actually the staff here, attitude and the service level is far much better than Honda City Sales. Honda City Sales dealership has also been cancelled by Honda anyway. I had a warranty claim today and it absolutely hassle free at Honda Township, I would definitely and absolutely recommend them!",HONDA Township,,307
Professional and very cooperative,HONDA Township,,308
Customer service was cheater and laier,HONDA Township,,309
"Nice and huge  place,car show room,workshop ,office  all thing at a place.",HONDA Township,,311
"Good customer service. Great staff. Ask for Mushtaq from accesories department, he's a very helpful and nice guy.",HONDA Township,,312
Some mechanics are really good but non professional management,HONDA Township,,313
Need to improve,HONDA Township,,314
Excellent service,HONDA Township,,316
Professional staff. Committed. Timely delivery of vehicle after denting & painting.,HONDA Township,,317
Technicians are not very professional,HONDA Township,,318
"Made a deal for new Honda City but Miss commitments, unprofessional work ethics, worst experience to do business with them, very disappointed",HONDA Township,,319
Test drive of brv,HONDA Township,,320
good service,HONDA Township,,321
One of the Honda dealers of the city.,HONDA Township,,322
Good Showroom. Good services,HONDA Township,,324
Good service in maintenance of vehicles,HONDA Township,,326
very costly n inexperienced,HONDA Township,,329
Great place and great people,HONDA Township,,330
Nice experience.,HONDA Township,,331
Car service and Moballil change,HONDA Township,,332
all services are available,HONDA Township,,333
"Experience was good, better than other dealerships.",HONDA Township,,335
Excellent customer service...free coffee/tea counter...wifi and tv in waiting area...good time management..professional team,HONDA Township,,336
Honda cavalary is better option,HONDA Township,,338
Work shop have a good and professional mechanic,HONDA Township,,339
I had bad experience. they didn't had bolts to install speakers and I had to wait 1 hour. Except that staff there was co-operative and trained.,HONDA Township,,340
Good service and nice hospitality. Comparative Staff,HONDA Township,,342
Very good experience and economical rates compare to other honda dealerships. They are also offering discount coupons for different services,HONDA Township,,343
Good service.,HONDA Township,,344
Perfect Services.... Mr Adeel is Very cooperative,HONDA Township,,345
Efficient service with cordial environment,HONDA Township,,346
The great honda town ship....,HONDA Township,,348
very expensive and lazy staff,HONDA Township,,349
Authorized dealer RECOMMENDED,HONDA Township,,351
Good environment. Cooperative staff.,HONDA Township,,352
Nice services.,HONDA Township,,353
Good people,HONDA Township,,354
Excellent services with excellent atmosphere,HONDA Township,,355
"Service area and staff is nice, however they only provide services for local cars and do not deal in imported cars.",HONDA Township,,357
Nothing special here,HONDA Township,,359
Always we buy from here,HONDA Township,,362
Good service,HONDA Township,,363
Pathetic & unprofessional team zero customer services. Today I visited them for oil change @ 5:20 and all their team winded up and said  that we are closing by 5:30pm so can't entertain. Simply alarming. Ideally a professionals allow you to enter till the closing timing and they entertain all who get entry till that time. Honda Cars Pakistan VT should teach them some ethics before getting any dealer staff on board.,HONDA Township,,364
"Services are good, customer waiting area and facilities are also good. But really time consuming and long awaiting for turn.",HONDA Township,,365
Good Services,HONDA Township,,366
Good service,HONDA Township,,367
Good workshop experiences staff,HONDA Township,,368
"Best services from all other honda showrooms, staff is tough well for etiquettes, expert in mechanical works.",HONDA Township,,369
Best dealership in this area.. customer service is best.,HONDA Township,,370
Good staff and service.,HONDA Township,,371
Cooperative staff good Cutomer services,HONDA Township,,372
"Excellent service. Got wheel balancing and alignment done on a non-regular vehicle, and they did a splendid job.

Hats off to staff, and top management.",HONDA Township,,374
Very helpful staff,HONDA Township,,375
Good service,HONDA Township,,376
Newly opened honda workshop. Huge space and multiple slots as compared to honda city sales,HONDA Township,,377
"Outstanding management , workman and great service.",HONDA Township,,378
Polite n supportive comparing than other showrooms of Honda,HONDA Township,,379
Very professional place,HONDA Township,,380
Sales executive's name Samar he is doing a very good job over there.,HONDA Township,,381
"Good team, less crowded so you get individual attention. Services charges a bit high but have a peace of mind.",HONDA Township,,382
"Had a few good experiences with them regarding car repair, however, they are forever crowded, which causes delays.",HONDA Township,,383
Exceptional staff,HONDA Township,,384
Sale of new cars and repair and maintenance of Honda cars done here.,HONDA Township,,385
Impressed by their after sale service ?? ??,HONDA Township,,387
Staff is courteous. It's a big service shop but since it was previously selling and maintaining Suzuki so I am not sure if the staff is highly experienced in Honda. Paint shop is too good.,HONDA Township,,388
Very neat and hospitable service. Strongly recommended for your Honda.,HONDA Township,,389
Honda is best choice for car lovers,HONDA Township,,390
Very professional team,HONDA Township,,391
Good dealership. Staff is courteous. This was Suzuki dealership in past but changed to Honda in 2018.,HONDA Township,,393
Good navigation,HONDA Township,,394
Avoid going after 4.30 PM. Because they will leave their work at 5.00PM to be exact.,HONDA Township,,395
Emerging dealer with an ambition to serve customers as a King.,HONDA Township,,396
Nice official workshop for honda cars,HONDA Township,,397
"Honda workshop that does not have Honda civic reborn parts.
Pointless tax expenses.",HONDA Township,,398
A place of Ultimate care for you and yours car,HONDA Township,,399
Honda township motors for Honda cars service and spare parts,HONDA Township,,400
Best honda showroom for after sale services.,HONDA Township,,401
My favorite buddy's showroom,HONDA Township,,402
Very good staff,HONDA Township,,403
I am not satisfied with Sigmna motors they charge a lot to the client third party if a car is placed on their showroom for sale they are not active response to the clients on phone .,HONDA Township,,404
"Awesome Dealership, Professional Staff and really Co-Operative",HONDA Township,,405
Professional staff,HONDA Township,,406
Very cooperative staff and friendly environment.,HONDA Township,,407
"Good place to visit, As it was Sunday so there was not much rush. Must get an appointment before going in order to avoid delays.",HONDA Township,,408
"Good dealership, friendly and courteous staff. BRV available for test drive. City and BRV ready stock available without own.",HONDA Township,,409
"Big service center, proper team and tools. Really professional environment.",HONDA Township,,410
Poor service,HONDA Township,,411
Best place for Honda Cars,HONDA Township,,412
"Pleasantly surprised from high sevice level by the staff. Safety gear was lacking which should be assured by floor management.

Highly recommended for nearby Honda owners.",HONDA Township,,413
Poor service,HONDA Township,,414
Very good service providers,HONDA Township,,415
Excellent service & cooperative staff,HONDA Township,,416
One of best dealerships in town...good service and dealing,HONDA Township,,417
Car maintenance facilities.,HONDA Township,,418
Good people and service,HONDA Township,,419
Good service...,HONDA Township,,420
unfriendly people,HONDA Township,,421
"Company showroom with trained staff, mechanical and bodywork, parts. A complete 3S outlet",HONDA Township,,422
awsome place and service area,HONDA Township,,423
"Very friendly and professional staff, new delaership with clean service bay area. I did get the oil changed haven't done any mechanical work will do some at 40K kilometers.",HONDA Township,,424
I stay under shed of Honda building due to heavy rain,HONDA Township,,426
"Peaceful ambience, very cooperative staff and perform upto professional extent!",HONDA Township,,427
"I highly recommend this dealership. I am really impressed with their honesty and their approach towards customer facilitation that is lacking generally among all busy Honda dealerships in Lahore. They are prompt, considerate and you don't have to wait weeks to get your jobs done.",HONDA Township,,428
Nice brand with cooprative staff,HONDA Township,,429
