wiI7pd,dealership_name,manual_label,review_id
Don't give a proper response. The way it should be. Doing to much black marketing in Cars. Every showroom of 3S do this .,HONDA Point,0,88
poor service,HONDA Point,0,89
Good service,HONDA Point,1,90
cheap management. cheap service.,HONDA Point,0,91
"Worst honda dealer in Lahore. I made a huge mistake of booking from there just because it's close to my home. To any prospective bookers, book from any honda dealer besides honda point, I've faced nothing but issues there. All employees are also junior employees with no authority to properly resolve issues. Their owner is never there to solve any issues. Their salesmen are complete idiots. Due to their lack of intelligence, I still haven't received my honda city even though I booked on the first day of bookings opening.",HONDA Point,0,92
Looks good but staff and customer care needs improvement,HONDA Point,1,93
Bad service,HONDA Point,0,95
Surprised to see the corporate section is very cooperative and friendly,HONDA Point,1,96
Excellent and wonderful,HONDA Point,1,98
Well designed set up,HONDA Point,1,99
"Honda Cars Customer Service center, provides all types of maintenance facilities.",HONDA Point,1,100
Good quality of work but Commitment of time is weak. Agreed on 5days but taken 16days on that work. Staff is cooperative and friendly.,HONDA Point,0,101
"HONDA POINT PVT. LIMITED, SINCE 2006

An authorized 3S Dealer of Honda Atlas Cars (Pakistan) Ltd. in Lahore, Pakistan

We have been aggressively engaged in the auto business and have been awarded various awards over the years. Our partnership with Honda Atlas Cars (Pakistan) Limited is driven by a genuine belief and desire to optimize customer care and cater for the automotive needs of its customers.
The Sales & Marketing department is run by some very experienced sales staff and supported by the latest software. Furthermore, separate staff has been dedicated to cater for corporate needs.
We are equipped with the most technologically advanced, state of the art machinery in the automotive industry and our Parts Department carries only genuine Honda parts. With the assistance of the latest computer analyzing system our trained technicians are focused on maintaining / repairing the customers vehicles at the earliest convenience. Being a service oriented company our main focus is on customer satisfaction and we go to any extent to satisfy them.
Moreover, we give much emphasis on staff training and Honda Atlas Cars (Pakistan) Limited offers comprehensive training facilities to all technicians. Hence the phrase, ""no one knows your Honda better than your Honda Dealer!""",HONDA Point,,102
"Worst service - Do not ever go here and NEVER EVER Leave your car overnight here. You can only utilise them for basic services like Oil change or oil filter change..

They messed up my car (honda civic reborn) steering and fixed it only temporarily while charging 20k+ for it. While car was with them overnight, they must have hit it from bottom somehow (may be dropped from ramp or they took it outside) because the next day the silencer was tilted towards left. They didn?? admit their fault. When I took my car to Walton to see if this can be fixed, they told me your car has been hit from the bottom with large force otherwise this never tilts.",HONDA Point,0,103
"Good place to service your Honda cars. They have all the services... repairs, service, spare parts, painting etc.",HONDA Point,1,106
Great staff,HONDA Point,1,107
I've always been satisfied with their service. My brother and I both own a Honda and have always gone here. Their bodywork guy/denter is amazing.,HONDA Point,1,109
Its a honda service center,HONDA Point,1,110
Lazy staff and very technical service issues like air compressor is out of order and printer is out of order in body and paint shop.,HONDA Point,1,111
"Good place
Mr Mirza in Sales adept is really helpful n cooperative",HONDA Point,1,112
Honda point airport road per Honda civic ki service kerwai engenir bilal se bilal is very co operative boy and have huge knowledge for all Honda cars variant... Allah Pak bless him,HONDA Point,1,113
Poor customer services! Highly expensive spare parts.,HONDA Point,0,114
Services was not good staff was not cooperative lack of technical skill. They are treating like local mechanic,HONDA Point,0,115
No body is interested to deal the customer. The behavior of staff is poor.,HONDA Point,0,117
Prices of services were too High,HONDA Point,0,118
Good service,HONDA Point,1,119
Booked my car let's see there services next,HONDA Point,,120
New honda city launched,HONDA Point,,122
Very expensive and they always asks customers to get parts replaced instead of solving the issues.,HONDA Point,0,123
Co operative staff. Good services,HONDA Point,1,124
Honda services centre,HONDA Point,,125
Fantastic but little bit traffic,HONDA Point,1,127
Nice show room,HONDA Point,1,128
Poor after sales service!,HONDA Point,0,129
After sale service is poor. Staff treat us as we are in typical government office. Lack of ownership and rude behaviour. Sales staff is ok but after sales service is pathetic.,HONDA Point,0,130
Pathetic booking staff. Simply liars. They don't value commitment and customer support. Bunch of third rated class. Government is helping them to loot people.,HONDA Point,0,132
"All payments made , delivery is late in months.
Dirty and irritating behaviour of Honda booking and marketing staff.
No follow up, simply liars .",HONDA Point,0,133
Assallamualaikum.wr bhai is showroom ka contact no kisi k pass tu de dain jo no inhon ne dia hai net per wo band hai .,HONDA Point,0,134
"Ofcourse its company operated, so the services are  good. But still a big room for improvement. E.g. One feel helpless even he/she went for simple oil change. Allotment of pits should be at the initial point. Changes in price must be informed through text. They do send alot of messages regarding their marketing, but change in price of products is never part of it. They charge money on cashless transactions, which is a bad thing. Honda is generating huge profits, it should promote cashless transactions and waive off charges on card payments.",HONDA Point,0,135
Good People & Good Place,HONDA Point,1,136
Too crowded,HONDA Point,0,138
Need to improve customer service,HONDA Point,,139
A bit slow service but still satisfies customers.,HONDA Point,,140
service is pathetic especially when you deal with paint and body department....staff is always handy....lack of commitment....overall experience not upto the mark,HONDA Point,,141
Worst service. I strongly recommend not to book any car from honda. Pathetic experience.,HONDA Point,,142
Generally the staff is good however the process of job cards needs a major overhaul. they still fill the job cards manually even when they have all the information in their software. The tasks that takes 5 minutes could be literally be done under 1 minute.,HONDA Point,,143
Third class service. Staff is so rude. Sales and customer service both struggle. They sell cars anyway that's y no need to bother wiyh quality.,HONDA Point,,144
Expert mechanics on one place for all solutions,HONDA Point,,145
Good place !,HONDA Point,,147
"I m regular customer of Honda point.
Purchase 2nd time new vehicle.
The workshop is very good.. Customer area is cool.
Good place.
Thank you",HONDA Point,,148
Pathetic service and staff thiefs,HONDA Point,,149
Good service. Peace of mind for the people who care less and wish to leave their cars to the professionals,HONDA Point,,150
All is well,HONDA Point,,151
The number given here is going off.,HONDA Point,,152
Just like an ordinary workshop. Selling fake parts in the name of genuine. Too much expensive. Stay away,HONDA Point,,153
Good customer service,HONDA Point,,154
Quick and efficient service for oil change.,HONDA Point,,155
Selling point of Honda Vehicles produced in Pakistan,HONDA Point,,156
Standard 3S showroom,HONDA Point,,157
Tried to contact Honda Point Lahore to seek some information. Dialled every number on their Google list. No response. Not expected.,HONDA Point,,158
Staff is not good and they do not commit any delivery time of car to customers.... customer services is not good!!,HONDA Point,,159
Normal dealing,HONDA Point,,161
Not a very cooperative staff,HONDA Point,,163
The always miscommit...please take care before going to this workshop had a bad experience in terms of commitment,HONDA Point,,165
Good place and worth it,HONDA Point,,166
Good but too expensive,HONDA Point,,167
"Service is poor
Thats why 4.",HONDA Point,,168
Awesome hr handling,HONDA Point,,170
Achi jaga ha Bhai g,HONDA Point,,172
Sameer Bai zanda bad,HONDA Point,,173
The prices are on higher side and the work they do is satisfactory.,HONDA Point,,174
Good customer service..,HONDA Point,,175
"Request to All,
Wrost experience & don't do any business with them.",HONDA Point,,176
Excellent but very expensive,HONDA Point,,177
Poor services of service advisor they dont entertain any vehicle at entrance customers feel like football to complete their vehicle work,HONDA Point,,179
"Unprofessional and uncooperative staff, make sure your aftermarket parts aren't missing and after using services inspect your car thoroughly before leaving as they won't cooperate one bit after you leave the showroom",HONDA Point,,180
"Only showroom, but service is poor",HONDA Point,,181
"Good quick service: Honda city 2017 model they charged 600 rupees for checking the car with computer. 10,000 to 12,000 rupees for general tuning at 40 thousand KM etc) rates are from Nov 2020",HONDA Point,,182
The weakest service in Lahore.,HONDA Point,,183
Things at Honda Point are systematic n in orderly manner.,HONDA Point,,184
Nice thumbs up,HONDA Point,,185
Technical staff is well trained and equipped with right tolls,HONDA Point,,187
Legends ?· ??,HONDA Point,,188
Not worth it. Way too expensive,HONDA Point,,189
Good service for Honda customers but all such company maintenance units charge much higher than open market.,HONDA Point,,190
Lazy and sluggish people.,HONDA Point,,191
Poor customer services,HONDA Point,,193
"Expensive because of GST 16 %.
I recommend buy oil and filter and replace from outside vendor.",HONDA Point,,194
"Over charge
Prices to much high",HONDA Point,,195
No AC for visitors in waiting area.  Poor people,HONDA Point,,196
Price is high of every product even labour charges,HONDA Point,,197
I don't like it,HONDA Point,,198
They use commercial generator and are a nuisance to the neighbors and dump their waste water onto the adjacent plots creating pollution.,HONDA Point,,200
It was great experience. Quite helpful and hustle free environment.,HONDA Point,,201
Good service. Quite expensive though,HONDA Point,,202
Good service,HONDA Point,,203
"Located on main Airport road, Honda point is an excellent sales point. The hall is air-conditioned and hosts cars like City, Civic and BRV models. Sales staff very cooperative and provide all needed information. One feels satisfied when leaving it.",HONDA Point,,204
honda center,HONDA Point,,205
Time consuming place,HONDA Point,,206
Staff is nice and caring but the location is overloaded. Entrance and exit is the same so congestion is obvious. Try to reach at 9.,HONDA Point,,207
Good professional people.,HONDA Point,,208
Car wash service is worse...,HONDA Point,,210
Neat and clean place.A good handling of customers,HONDA Point,,211
Irresponsible behavior of staff,HONDA Point,,212
Very bad  service of management.....,HONDA Point,,213
good service,HONDA Point,,215
Poor service and experience. They are just sitting there to make money. It is better to go to a good mechanic for overall tuning of the car. Poor experience.,HONDA Point,,216
"These days too much hot and humid, there should be proper air exhust, there is exhust fans but not working. Fans are  just symbol only as these are in the area where no one stand it must be in working area. How technicians will perform when there will be too much hot and humid
Technicians are not wearing gloves or other protective thing when they sit inside cars, usually their hands and dress are oily and when they touch or sit inside cars make it dirty",HONDA Point,,217
These are professional fraudulent. They take money and starts miss commitment. I am living in DHA lahore.beware from them.,HONDA Point,,218
Efficient service,HONDA Point,,219
Good service,HONDA Point,,220
Good place for repair and maintenance,HONDA Point,,221
"Beautiful cars, efficient girls sitting on the front desk but extremely sloppy service. No one wears a mask or wears it only on the mouth and not on the nose.
The service used to be excellent but has deteriorated massively. Do not feel like going there again.",HONDA Point,,222
Very poor experience. Lack of competence and service orientation. No control on inventory. Wasted 3 hr.,HONDA Point,,223
Worst experience,HONDA Point,,224
Poor service,HONDA Point,,225
Service and standards are so so.,HONDA Point,,226
Good expert at one place,HONDA Point,,227
Honda is not responding on promo they promised on sale of honda city,HONDA Point,,228
Fast delivery .. overall of after sales experience,HONDA Point,,229
A lot need to be done in terms of customer handling .technical staff was good,HONDA Point,,230
Ma yahan 2008 say ab tak 2020 regular client hun .... Wheel Alignment k ilawa baqi mechanical work bohot asha hai.,HONDA Point,,231
Good one in all Honda points in lahore,HONDA Point,,233
Useful and friendly,HONDA Point,,234
Mere mismanagement. Toyota Airport is much better.,HONDA Point,,236
"Had been their loyal customer since we purchased and maintained our vehicle through this outlet of Honda; year 2012 onwards till 2018.
After sale services are good but the policy makers and owners do not want to take responsibility if the clients wishes are not fulfilled.
They charge extra 2% if anyone wants to pay through credit card while their competitors do not.
They may provide you with expired low quality wiper rubbers while claiming full price of genuine company produced rubber until refused.
They need to be more focused towards client.",HONDA Point,,237
Very expensive in every manner .they use the same parts which is already used in open market .,HONDA Point,,238
The labour is very unprofessional as one of the mechanic opened the spark plug while the engine was very dusty and dusted the engine when the spark plugs were out and pistons were visible which led dust into the enigne which was very unprofessional by them.,HONDA Point,,240
Best Services,HONDA Point,,242
Nice and courteous service staff,HONDA Point,,243
Not good cooperation,HONDA Point,,245
Poor customer service,HONDA Point,,247
Honda car show room located on very very good place. Airport road is very beautiful and busy and Honda point also very beautiful.,HONDA Point,,248
"I had bought a new civic and 2 months later the AC wasn?? working. Went to this showroom and had to deal with the worst experience. The general manager is Not trained to talk to customers. Rude and disrespectful. It?? unfortunate we only have limited options in Pakistan, otherwise would never buy a Honda after this experience. He was quoting me the terms and conditions of the sale, that was his customer service abilities. Buy your car from other dealers like jail road who have better service. These gurys don?? deserve customer loyalty",HONDA Point,,250
Not Good serives,HONDA Point,,251
Technical  team is nice . But Management is worse,HONDA Point,,252
Pathetic. Don't get any service.,HONDA Point,,253
Over priced and bad value for money. Solution to every problem offered is to change the part.,HONDA Point,,254
Good service,HONDA Point,,255
This is near to my home,HONDA Point,,257
Worst Honda Centre ever visited. Illiterate staff and no satisfactory work.,HONDA Point,,258
Went to get camera replaced in warranty. They checked and told me to go to faisal town to get it changed. Very poor service. Disappointing.,HONDA Point,,259
Have huge variety of Honda product,HONDA Point,,260
"Met Sonia Sameer, very friendly and proactive, however car keys were not available as per policy - I could not check car multimedia system or speakers!",HONDA Point,,261
Good service,HONDA Point,,262
Very expensive,HONDA Point,,263
Honda .....,HONDA Point,,264
Poor service kept waiting for 45 minutes and after that they said work can't start now and have to be done tomorrow ....,HONDA Point,,265
Not satisfying,HONDA Point,,266
"Overall good experience according to work and their facility. Good and friendly technical staff.
Charges are double high than any good garage
Office staff needs much improvement.",HONDA Point,,267
It was good,HONDA Point,,268
Not bad but not good either...,HONDA Point,,269
"Have fake policies, hidden charges, very rude with customers, long long long waitings, miss management, works bluff customers for the work not needed. Works are the face of management. Untrained workers, "" KAMCHOOR""",HONDA Point,,270
"Good staff, well behaved workers, satisfactory work but prices are too high as compare to quality of spare parts. They must lower their prices of parts and procedures.",HONDA Point,,271
Very good service.,HONDA Point,,275
Too expensive for regular vehicle maintenance,HONDA Point,,276
Best customer service and fully satisfied with their service mechanics are truly professional,HONDA Point,,277
Let's see as Booker a car  how they will give service,HONDA Point,,278
Fraud people and worst service ever....,HONDA Point,,279
Useless staff. Not interested in customers unless they smell a real deal. They dont like to entertain. Very greedy and money minded management. They dont even care to get up from their seat. All over a very disappointing experience.,HONDA Point,,280
Very good customer service. But still improvements required.,HONDA Point,,281
Pathetic Service,HONDA Point,,282
"This is the worst workshop on the planet, since they have only one honda workshop they dont care if you are satisfied or not.",HONDA Point,,283
Bad name on honda,HONDA Point,,285
Worst customer service. Total mismangement  in their after sale service deparment & at workshop department. Extreme lack of professionalism did my blunder to buy car from Honda Point DHA Lahore. Suggest all the new customers neither buy new car from them nor get mechanical services from Honda Point.,HONDA Point,,286
"Non cooperative staff, arrogant, poor services.",HONDA Point,,287
Honda dealership,HONDA Point,,288
Worst Customer Service. Dodgy and Cheating Business Practices.,HONDA Point,,289
"Too expensive, good for oil change only they have good quality, honda should give some relaxation to there customers",HONDA Point,,290
not affordable,HONDA Point,,291
"Easy to access the car with 'hands on'  , the staff was gud",HONDA Point,,292
Nice people,HONDA Point,,293
Business point,HONDA Point,,294
A bit slow service but overall it was good,HONDA Point,,295
Good customer services,HONDA Point,,296
It's Honda cars dealer with all kind of facilities.,HONDA Point,,298
"Based on 11yrs of experience, this DS is a scam. From delivering highest number of ??amaged & repaired?·new cars to unsuspecting customers, selling fake locally packaged fluids in the name of HONDA Genuine to selling B quality spares at 20x prices compared to local market, this dealership is a nightmare.

If you call HONDA ATLAS for their opinion, even they don?? recommend Honda Point.

Except couple HONDA certified techs, most labor at this facility, that actually works on your cars, are untrained daily wages labor.

BodyShop does poor cosmetic repairs without proper denting or surface prep, not giving layers enough time to dry and cure.

Pays its employees below minimum wages, no medical insurance. Mechanics suck out toxic fluids like coolants and brake oil with tubes into their mouth & spit it out like it?? still 1875 at HONDA Point.",HONDA Point,,299
Main ty honda e lesan. Just fun,HONDA Point,,300
Huge outlet,HONDA Point,,301
"Mechanical side and Mechanics of Honda Point has always been Brilliant. It's just the reception, billing section and meet and greet part of it which needs a lot of improvement. The non technical staff on the desks is rude, non cooperative and unskilled. Other than that I'm so sure, Honda Point can do much better under the supervision of Mr. Mansoor Mazhar",HONDA Point,,302
"Very high prices for parts and labour
Bekar administration",HONDA Point,,303
Honda point,HONDA Point,,304
"Quality service,  but too much expensive",HONDA Point,,305
"Good location close to Dha, Airport and Cantt.",HONDA Point,,307
I am very much satisfied by the services being provided by Honda Motors. The body and paint shop staff were very cooperative and they know their job They did quality work and The management is appreciated for that Thanks,HONDA Point,,308
Useless sales staff...Very snobby attitude with little knowhow of their own job. Messed up my home address on the file of the car. Smart card had someone else's phone number instead of the one I gave. Wouldn't buy any vehicle from them again. Also their after service is a mess as compared to Toyota (This is coming from a massive Honda fan),HONDA Point,,309
Just on the road not entered even parking,HONDA Point,,310
Convenient location. 3 S service.  Excellent sales staff,HONDA Point,,311
"You have Honda, you should visit Honda point",HONDA Point,,312
Great i like it,HONDA Point,,313
Best Honda 3s dealer in Lahore,HONDA Point,,314
"Very poor customer relation services, prices are very high as compare to quality of work. They even don't deserve a single star",HONDA Point,,315
As compare to Toyota (Walton Motors) they don't offer water or tea while waiting for the service. (Customer Care needs to be managed well),HONDA Point,,317
Very costly services. Mechanical works not recommended,HONDA Point,,318
"Overall experience is fine. Honda Point is expensive in terms of labor charges. They charge for labor separately for each task. For example, if a person is changing oil and you request him to check for spark plugs, company would charge separately for this, although the hood is already opened and all it would take is to unscrew some screws. The labor charges should be reasonable for any task that would not require extra labor effort.",HONDA Point,,319
Not a very helpful setup.,HONDA Point,,320
Honda Point,HONDA Point,,322
"Extremely non cooperative staff at the service center. They do not attend car on the  allocated time given. Moreover My car / Honda City AT is in warranty, had issues from Day 1, of Battery and AC.. Nobody dare to resolve it",HONDA Point,,323
"Shady people there,",HONDA Point,,324
Capable technicians. But beware of the billing staff.,HONDA Point,,325
"Poor air conditioning and pathetic sitting environment for the customer and people who are working there. One Ac for big hall and it was even 1990 model and there isn?? single
Electric fan.
Customer sweats while paying heavy bills.",HONDA Point,,326
Honda Service center,HONDA Point,,327
Honda delears at bhatta chock near aorport,HONDA Point,,328
"Very good facility, mostly courteous staff but pathetic and cumbersome entry and exit processes. Below photo shows long queue of customers waiting to register their car for servicing.",HONDA Point,,329
Bad service.,HONDA Point,,330
Authorized Honda workshop & Showroom,HONDA Point,,331
"On the way , about there",HONDA Point,,332
Had a very bad experience,HONDA Point,,333
"Had got service appointment for early morning. When I reached there at my appointment time, service consultants were not available. After waiting for them, I had then to get in line because several customers had come by then. Had to constantly repeat to get attention but they accommodated me ultimately. After my job request was made, I had to wait because some other car was standing at the appointment service area & my appointment technician was busy attending some vip/senior citizen. The technician was no doubt qualified & soft spoken. Only performed maintenance that was required without charging me unnecessarily. The last surprise was when my card was charged about Rs. 5000 extra because Mr cashier couldn't discern between 4 & 9 written by the service technician. Nevertheless, I was returned the extra charged amount in cash but at the cost of my valuable time.",HONDA Point,,334
Lazy staff and average service.,HONDA Point,,335
Honda hisun is an initiative of suncrop group. Every type of honda cars can be booked or purchased from here.,HONDA Point,,336
Staff was very courteous and attended promptly when I told I had an appointment for my car.,HONDA Point,,337
Loved it. Best service to my Honda City.,HONDA Point,,338
It was good,HONDA Point,,339
It took a lot of hours for the work to be done.,HONDA Point,,340
nice dealership,HONDA Point,,341
The honda center is good place if you have honda cars.they deal costumers nicely you can say they are doctors of cars they have such a good costumer waiting loundge ..nice service but some time they feel lazy but they are good,HONDA Point,,342
Smooth warranty claim process,HONDA Point,,343
"Pleasant environment, friendly staff. Cool customer waiting lounge.",HONDA Point,,344
"Good service, professional staff.",HONDA Point,,345
Abnormally expansive,HONDA Point,,346
"Exceptional service, competent mechanics.",HONDA Point,,347
Service getting poor and poor,HONDA Point,,348
"They are professional but they just do formality in name of 1000, 5000 and 10000 free checkups. Practically they do nothing in these free checkups.
They also try to dodge you if you complain something faulty and to be entertained in warranty.",HONDA Point,,350
Five star Honda workshop.  Experienced staff.,HONDA Point,,351
Best experience with staff.,HONDA Point,,352
Very Humble Staff,HONDA Point,,353
Nice friendly staff and detail information sharing nicely done,HONDA Point,,354
My favorite car showroom,HONDA Point,,355
Work load verses space availble is less. One has to wait for hours and hours. If unluckily clock struck 1 o'clock then one more hour one has to wait to finish lunch break,HONDA Point,,356
They can put more receptionists on the reception though.,HONDA Point,,357
We were here just to replace oil of our car,HONDA Point,,358
Very good showroom,HONDA Point,,359
Quality service,HONDA Point,,360
Service and sale centre for Honda vehicles.,HONDA Point,,361
Poorest service. They are pathetic.,HONDA Point,,362
They provide best car in reasonable price best supporting staff,HONDA Point,,363
My first car experience,HONDA Point,,365
Professional service. Good customer dealings.,HONDA Point,,366
Having veriety of Honda car's models.  And good staff,HONDA Point,,367
Needs lots of improvement in customer service and technical abilities...,HONDA Point,,368
They offer good support for your vehicle,HONDA Point,,369
Lathargic staff like in a bureaucratic organization.,HONDA Point,,370
You can buy new honda cars from here,HONDA Point,,371
Very bad service . No professional attitude from Manager to lower staff,HONDA Point,,372
To much expensive.... trust me no need to visit any honda service point... only shahshka. Local mechanics zindabad!,HONDA Point,,373
The labour at Honda point are not professional ppl.You need to be very vigilant especially if you go there for oil change or even for any check up.,HONDA Point,,375
Poor management,HONDA Point,,376
Staff are not trained well specially mechanic  I face fuel pump problem and they didn't repair then I go to local market and fix from it. Honda fort Lytton road is better then Honda point. Personal opinion.,HONDA Point,,377
"One of the best Honda Dealers in Lahore. Experienced staff. Highly recommended if you are having any variant of Honda because they are well equipped. Earlier I used to bring my car to local service areas as they are cheaper than Honda Service Dealers but they were not good in troubleshooting as good as authorised Honda Dealers.

The staff at Honda Point got proper training from the company and knows the common problem in Honda cars so if you visiting them they know exactly what?? the issue in your vehicle.",HONDA Point,,379
Equiped worshop with good service,HONDA Point,,380
Very bad service,HONDA Point,,381
Excellent Honda 3S dealership. Very professional staff,HONDA Point,,383
Will be pathetic on the free service and always looking to replace parts. Always delays in delivery. Don't offer test drive. Person to fix navigation system is always absent and you have to take it to township.,HONDA Point,,385
Lazy and non cooperative staff. Credit cards are not accepted.,HONDA Point,,386
Good service. They tuned my car in 30 min in a reasonable price,HONDA Point,,388
I don't know about this place coz I just visit here for one time,HONDA Point,,389
Nice  Service,HONDA Point,,390
"Highly unprofessional dealing post booking until delivery .... make u hostage for add-ons and blackmail you with delay in delivery. Even despite the fact that day of delivery is well tied up in advance.
Not at all recommended .... their front desk staff is extremely poor and highly unprofessional.... want to book a car ... find a better Honda outlet in Lahore",HONDA Point,,391
Staff is not that much friendly,HONDA Point,,392
"Unprofessionals, they get your work done from a random guy on the street...",HONDA Point,,393
"As with most Honda outlets, swindllers in gentelmen's clothing",HONDA Point,,394
Reached early so got quick service?? ??,HONDA Point,,395
Good experience...,HONDA Point,,396
"Poor management, parts not available, unfriendly staff",HONDA Point,,397
Very arrogant staff and not helping S well. And very expensive parts and services.,HONDA Point,,398
They msut work on thr customer management ..... Takes too much time to get periodic maintenance done,HONDA Point,,399
"Professional staff, offering sale service and spare parts.",HONDA Point,,400
Very good services,HONDA Point,,401
It was satisfactorily,HONDA Point,,403
Honda show room,HONDA Point,,404
They do good work but take lot of time in documentation. They also charge 2% extra if you are paying from credit card. This is ridiculous.,HONDA Point,,405
Great service but the staff would steal anything that u forget to take out of ur car ... nd best part is that the managers are pretty much ok with this stealing thing since they ask u to take out ur stuff before submitting the vehicle for repair,HONDA Point,,406
