wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
"Mini motors Gulberg most arrogant and pathetic staff. Believe me if you are calling their office number and they are not attending your call, they simply avoid. Look busy do nothing..  They all are busy with their bloody phones. Avoid to go there..",Suzuki Mini Motors (Gulberg 3),0.0,25,0.31028253,0
Bike service worst experience,Suzuki Mini Motors (Gulberg 3),0.0,26,0.098211445,0
"Staff attitude is very good
Waiting time is not too much
Affordable",Suzuki Mini Motors (Gulberg 3),1.0,27,0.8548802,1
Not up to the mark facilities... Just work for formality... Undue expensive... Staff not well trained except some .... Oonchi dukan pheeka pakwan...,Suzuki Mini Motors (Gulberg 3),0.0,28,0.21151626,0
"Suzuki cars Sales, service and parts very professional",Suzuki Mini Motors (Gulberg 3),1.0,29,0.46542642,0
"They are charging more for service..
Currently 1000 while other suzuki showrooms are charging 600 for the same service.. their prices are bit high but labour is skilled..",Suzuki Mini Motors (Gulberg 3),0.0,30,0.4100091,0
"Well. The staff is very courteous. Jehanzeb Khan is an experienced person who performs the professional way. If you are not aware, you might get charged for petty services. For eg. I was charged for telling me that my CNG advance kit was faulty, which I already knew. Still I will advise to go to M. M.",Suzuki Mini Motors (Gulberg 3),1.0,31,0.50252676,1
Awsome servise,Suzuki Mini Motors (Gulberg 3),0.0,32,0.3138965,0
Excellent customer service by Mr. Yasir and Mr. Kashif on purchase of cultus. Both honoured their committement on time with efficient dealings.,Suzuki Mini Motors (Gulberg 3),1.0,34,0.9570103,1
Extremely poor services with very rude behavior of staff. Will never visit again,Suzuki Mini Motors (Gulberg 3),0.0,35,0.19661689,0
"Good staff. Good service. One thing should be noted by suzuki that they have to provide a receipt to the customers for 1st 1000km service. In my case, they didnt even stamp my manual. Anyhow, thats my experience. Overall they have very talented staff.",Suzuki Mini Motors (Gulberg 3),1.0,36,0.782008,1
"My Suzuki alto 2020 has missing problem since one month, but Suzuki mini motors technical staff did not diagnose the problem till now. very very cheap service and staff....My new car khrab krr dii begarton nae.... I have complete evidence of inefficient technical staff ......pls do not go suzuki mini motors...not recomended",Suzuki Mini Motors (Gulberg 3),0.0,37,0.3394475,0
"Some service are reasonable but some are very expressive so i recommend only checking service , vehicle alignment 500 Rs, engine checking of mehran  with saccner 1000, over all whole car checking and 2000 plus tax is better",Suzuki Mini Motors (Gulberg 3),0.0,38,0.6776407,1
They're good but don't take them too seriously. Also consult your local mechanic. The best thing about them is that you get genuine parts for you're vehicle. But do remember to make appointments. It helps.,Suzuki Mini Motors (Gulberg 3),,39,0.49374825,0
Babr is best mechanic. Took my Mehran. He not only properly diagnosed but rectified all the issues. Felt a bit expansive but the peace of mind i got after coming justifies the amount.,Suzuki Mini Motors (Gulberg 3),1.0,40,0.70812756,1
"This is a Nice and beautiful ShowRoom... But Huge traffice you have to face to reach there... it is easy to reach for people approching from within the city. But its very difficult to reach there for people coming from districts like Faisalabad, Sheikhupura and Gujranwala as people have to cross whole city to reach there. But its true that they have better staff and trusty owner.",Suzuki Mini Motors (Gulberg 3),1.0,41,0.44331613,0
"Its better to get your oil changed/ tuning done/ parts replaced from an authorized dealer. Contrary to poular belief, they are not overpriced. However, unlike the mechanics, they do have a good quality of service. Suzuki Mini is all good.",Suzuki Mini Motors (Gulberg 3),1.0,42,0.82737505,1
"Extremely bad service, they have no concern for customer service, they will make you wait for ages and never stay up with their commitments, they will take longer than the the time they have given to you, i had extremely bad experience with them, especially the body shop, they don?? value their customer, we spend 3,4 times higher at their workshop to get a good customer service but unfortunately they don?? value the customer and this happened with me when i was getting my car?? work on cash payment, if its insurance than they will treat you even worse, Usman butt is the in-charge of bodyshop who will try his best to make your drag dates and create inconvenience for you and later on will say its your fault. Never getting any services from them in future. They consumed 10 days just to replace a bonnet and fender.",Suzuki Mini Motors (Gulberg 3),0.0,43,0.22937717,0
Excellent place for suzuki vehicle maintenance with lots of experienced staff and genuine parts.,Suzuki Mini Motors (Gulberg 3),1.0,44,0.95405006,1
"Staff is very very cheap specially the mechanics and guards demanding money for tea ( chay,  panie) which is very bad if customer denied to pay they put there work in waiting hours which bad manners and bad attitude..!! Higher management should take notice ..!!",Suzuki Mini Motors (Gulberg 3),0.0,45,0.27300504,0
It's suitable place due to its complete after sale service solution.,Suzuki Mini Motors (Gulberg 3),1.0,46,0.6461369,1
Good dealership . Very nice staff,Suzuki Mini Motors (Gulberg 3),1.0,47,0.9658562,1
"Felt similar to visiting a govt office. Lethargy , politics , unprofessional attitude all around. A place frozen in time with a mindset of 30 years ago",Suzuki Mini Motors (Gulberg 3),0.0,48,0.34867218,0
Outstanding service quality... Staff is very kind and humble... Give you right advice for your vehicle work... Mr. Shahzad is very cooperative and experienced person..,Suzuki Mini Motors (Gulberg 3),1.0,49,0.85347724,1
"My first visit and Experience was good, staff was very friendly and helpful.",Suzuki Mini Motors (Gulberg 3),1.0,50,0.90388596,1
Number 1 7S authorised dealer in pakistan,Suzuki Mini Motors (Gulberg 3),1.0,51,0.3007204,0
The location of the showroom is the worst. Its under a flyover bridge right next to a railway track where theres a single lane road which is overly crowded. You just fear of scratching  your new car when you get out of there. Better select a different showroom.,Suzuki Mini Motors (Gulberg 3),0.0,53,0.3050183,0
"Very unprofessional floor manager.
But mechanis are very cooperative.
Special jis ney engine services or baki maintenance ke.",Suzuki Mini Motors (Gulberg 3),0.0,54,0.5607737,1
"Excellent place for buying a new car!
They have good staff for dealing!",Suzuki Mini Motors (Gulberg 3),1.0,55,0.93526125,1
Better than few others,Suzuki Mini Motors (Gulberg 3),1.0,56,0.5921585,1
Good services here and cooperative staff..,Suzuki Mini Motors (Gulberg 3),1.0,57,0.9547379,1
"Good to have services on Sunday, always check your bills with actual parts used as there may be some embezzlement, after detail comparison with others, rates seems higher, customer sitting area is average, wash rooms in dirty condition, denting painting service is too costly",Suzuki Mini Motors (Gulberg 3),0.0,58,0.3371889,0
If u like professional treatment for ur Suzuki car ..they r good in it.,Suzuki Mini Motors (Gulberg 3),1.0,59,0.8224259,1
Worst service...,Suzuki Mini Motors (Gulberg 3),0.0,60,0.09767681,0
Good experience...well trained technical staff.. services are good,Suzuki Mini Motors (Gulberg 3),1.0,61,0.8941699,1
"In my opinion, ""satisfaction guaranteed"" good trained and experienced staff. Prices are  high but skilled persons",Suzuki Mini Motors (Gulberg 3),1.0,62,0.8931254,1
Best staff. Best services.,Suzuki Mini Motors (Gulberg 3),1.0,63,0.9605404,1
"Staff is very courteous, highly professional. Was really impressed woth their attitude. Specially a guy usman khan and mechanic babar are a good front line image of suzuki mini motors.",Suzuki Mini Motors (Gulberg 3),1.0,64,0.86409944,1
Nice workshop coupled with great service quality. Their post service following up and user experience is great,Suzuki Mini Motors (Gulberg 3),1.0,65,0.91693497,1
Nice experience overall. Got late as their computer system was down but otherwise good staff,Suzuki Mini Motors (Gulberg 3),1.0,66,0.6181514,1
"Been visiting since 2005. When you go there ask for Mr. Abdul Islam, the most competent mechanic I know.",Suzuki Mini Motors (Gulberg 3),1.0,67,0.8609102,1
This is 7S dealwership of Suzuki Motor. Mr. Sheraz Kamran who own this business is a nice guy. Solar shop.pk installed 25 KW grid tie solar energy system here few months back. Which is working fine now they are going to add more 15 KW,Suzuki Mini Motors (Gulberg 3),1.0,68,0.45497924,0
Suzuki prices are so high. Even of those cars which are more than a decade old. Service was good.,Suzuki Mini Motors (Gulberg 3),1.0,69,0.80252224,1
Fantastic service for suzuki mother car useres. Timely and quality service managed here. Really good quality work.,Suzuki Mini Motors (Gulberg 3),1.0,70,0.928373,1
Good service. Parts prices are little higher but service quality is good. Cooperative staff.,Suzuki Mini Motors (Gulberg 3),1.0,71,0.8588246,1
The best thing about this place is that they call you after service for your value able feedback.  Other wise they dont know how to open Gear Box of your car and they try with options..  LOL,Suzuki Mini Motors (Gulberg 3),1.0,72,0.6446865,1
"Excellent service, workmanship and dealing is very decent and professional attitude.",Suzuki Mini Motors (Gulberg 3),1.0,73,0.9045838,1
"Very professional staff, quick services and quality work.",Suzuki Mini Motors (Gulberg 3),1.0,74,0.6632646,1
It is an excelent place for suazuki services,Suzuki Mini Motors (Gulberg 3),1.0,75,0.2941493,0
Good Experience,Suzuki Mini Motors (Gulberg 3),1.0,76,0.957092,1
Excellent service competent and co operative staff only one drawback is location near railway track and due to this traffic jam,Suzuki Mini Motors (Gulberg 3),1.0,77,0.78231734,1
Pathetic services. Keep calling to get my car checked and they keep cutting the call. Absolutely pathetic.,Suzuki Mini Motors (Gulberg 3),0.0,78,0.12524495,0
Excellent services and curious staff.,Suzuki Mini Motors (Gulberg 3),1.0,79,0.93559945,1
Excellent services. Love the staff specially manager Mr. Subhan,Suzuki Mini Motors (Gulberg 3),1.0,80,0.9414441,1
"Skilled professionals, well equipped with necessary gadgets and work better than ordinary mechanics available in the market",Suzuki Mini Motors (Gulberg 3),1.0,81,0.718446,1
Best Suzuki motor vehicle repair workshop.,Suzuki Mini Motors (Gulberg 3),1.0,82,0.9623567,1
"Great service and quality, professional staff who can guide you on every step for better performance of your vehicle",Suzuki Mini Motors (Gulberg 3),,83,0.8367607,1
Bad service. Maintenance level not good. Mechanics buy parts from their stores in cheap and sell it on high price without providing any invoice.,Suzuki Mini Motors (Gulberg 3),0.0,84,0.2778137,0
"Had car tuned and oil changed, nice guys. Comfortable customer lounge, separate for both men and women!",Suzuki Mini Motors (Gulberg 3),1.0,85,0.9127845,1
It was OK let's see after sale service,Suzuki Mini Motors (Gulberg 3),1.0,86,0.89100343,1
"Discount offer on lump-sum payment is really attractive, need to improve the service part for bikes",Suzuki Mini Motors (Gulberg 3),,87,0.8927445,1
Excellent service. Got my brakes fixed.,Suzuki Mini Motors (Gulberg 3),1.0,88,0.93694925,1
The services offered here are very good and the best part is that it is open on Sundays.,Suzuki Mini Motors (Gulberg 3),1.0,89,0.91665083,1
Not a very good place due to its location but services are satisfactory.,Suzuki Mini Motors (Gulberg 3),0.0,90,0.23477268,0
"Good place for routine maintenance of your Suzuki car, experienced staff and cooperative management.",Suzuki Mini Motors (Gulberg 3),1.0,91,0.9583492,1
Managerial Staff is extremely non professional. They only give you expensive solitions. Paint and body shop managerial staff is least concerned about making customers.,Suzuki Mini Motors (Gulberg 3),0.0,92,0.27364397,0
Good work but last time they did very low standard tunning and due to low quality fuel i also have to chamge my plugs,Suzuki Mini Motors (Gulberg 3),0.0,93,0.32357642,0
Very good service. Professional Staff,Suzuki Mini Motors (Gulberg 3),1.0,94,0.9117286,1
"Recently visited there for first and second service of my car. Very much satisfied, their staff is competent and understand common issues with Suzuki cars.",Suzuki Mini Motors (Gulberg 3),1.0,95,0.54476,1
"I am visiting mini motors since 2015 regarding my cultus
On the whole it deserve 4 stars",Suzuki Mini Motors (Gulberg 3),,96,0.56263375,1
"Nice Facility, Professional staff and Supportive Mechanics. It's a complete all in one facility.",Suzuki Mini Motors (Gulberg 3),1.0,97,0.84195477,1
Excellent service and very helpful staff...,Suzuki Mini Motors (Gulberg 3),1.0,98,0.94629306,1
"Excellent choice. You can wait in a rest area and tea, watch tv ,read newspaper while your car is being serviced",Suzuki Mini Motors (Gulberg 3),1.0,99,0.9567558,1
Nice staff.they listen to you and make you understand the actual thing.Parts are geniune.Company operated.Its better than other suzuki showrooms,Suzuki Mini Motors (Gulberg 3),1.0,100,0.5672457,1
Location is a little bit odd but mechanics are good and quick knows their work properly.,Suzuki Mini Motors (Gulberg 3),1.0,101,0.53107905,1
Mini Motors is perhaps the best Suzuki car service workshop in Lahore. Professional staff and efficient delivery.,Suzuki Mini Motors (Gulberg 3),1.0,102,0.8185911,1
"Pricey and they shovw you with parts replacement and un-necessary services,Yet they do get the job done",Suzuki Mini Motors (Gulberg 3),0.0,103,0.5239881,1
"Great services, mechanic & technicians know exactly what they're doing.",Suzuki Mini Motors (Gulberg 3),1.0,104,0.8819536,1
Great service,Suzuki Mini Motors (Gulberg 3),1.0,105,0.9675773,1
Great works very satisfied performance than othrr Suzuki dealerships and the big thing is rates are reasonable and less than others.,Suzuki Mini Motors (Gulberg 3),1.0,106,0.73929757,1
"FFI in only 16 minutes.
Great service",Suzuki Mini Motors (Gulberg 3),1.0,107,0.92078084,1
Good service .. customer support n technical staff,Suzuki Mini Motors (Gulberg 3),1.0,109,0.7959957,1
Good service along with waiting area and free refreshments.,Suzuki Mini Motors (Gulberg 3),1.0,110,0.932338,1
Great service provided by staff,Suzuki Mini Motors (Gulberg 3),1.0,111,0.9644203,1
"Suzuki mini motors has sales department of suzuki cars.
There is also a car wash section as well and spare parts of all suzuki cars are available here.
Moreover there is also a big service shop.
They also have a paint workshop here
They are not only dealing in cars but also have sales, service and spare parts of motorcycle as well",Suzuki Mini Motors (Gulberg 3),1.0,112,0.34376508,0
"Good service, Staff behavior was om too.",Suzuki Mini Motors (Gulberg 3),1.0,113,0.9399916,1
Location is a bit odd....but otherwise Products and SERVICE IS EXCELLENT.,Suzuki Mini Motors (Gulberg 3),1.0,114,0.8873674,1
"Good professional people, all things under one roof...",Suzuki Mini Motors (Gulberg 3),1.0,115,0.8450138,1
Very good persons here,Suzuki Mini Motors (Gulberg 3),1.0,116,0.97335273,1
4 star because denting painting and repair department is excellent but service and normal check up is worst experience,Suzuki Mini Motors (Gulberg 3),1.0,117,0.5764853,1
One of the best car dealers in Lahore. With facilities of car maintenance,Suzuki Mini Motors (Gulberg 3),1.0,118,0.9520205,1
Company is good but managers are not loyal with work.,Suzuki Mini Motors (Gulberg 3),0.0,119,0.8340056,1
Nice and helping worker. Work with great satisfaction,Suzuki Mini Motors (Gulberg 3),,120,0.9558239,1
Costly Services,Suzuki Mini Motors (Gulberg 3),,121,0.31564048,0
The labours are good and does work with satisfaction. But the prices of the  parts are hitting the sky,Suzuki Mini Motors (Gulberg 3),,122,0.91005707,1
Excellent service,Suzuki Mini Motors (Gulberg 3),,123,0.98042727,1
Very good place for maintenance of Suzuki vehicles.,Suzuki Mini Motors (Gulberg 3),,124,0.9738417,1
Good technical staff but little expensive workshop,Suzuki Mini Motors (Gulberg 3),,125,0.4440748,0
"Good service as usual.

Relocation and access need to be reconsidered given  poor  roads and traffic congestion.",Suzuki Mini Motors (Gulberg 3),,126,0.30944625,0
Very cooperative staff. Sundays open as well when most of others are closed,Suzuki Mini Motors (Gulberg 3),,127,0.5542968,1
Recommended as they have ample space to park new vehicles in door.,Suzuki Mini Motors (Gulberg 3),,128,0.5193639,1
"Khan is best mechanic there, always suggest you the best. Always ask his assistance.",Suzuki Mini Motors (Gulberg 3),,129,0.9303771,1
Very bad experience.,Suzuki Mini Motors (Gulberg 3),,130,0.10719334,0
"Vide area, Good parking space, Good management.",Suzuki Mini Motors (Gulberg 3),,131,0.94683206,1
Too much bad service no corporation with customer no proper car checkup,Suzuki Mini Motors (Gulberg 3),,132,0.22576077,0
Workshop is very neat and clean staff behaviour to customer is good,Suzuki Mini Motors (Gulberg 3),,133,0.87243336,1
Nice service. Very professional staff.,Suzuki Mini Motors (Gulberg 3),,134,0.8990016,1
Trained staff with a smiling face.,Suzuki Mini Motors (Gulberg 3),,135,0.29570702,0
"Nice work
Professional staff",Suzuki Mini Motors (Gulberg 3),,136,0.89304423,1
"Very expensive. Lubrication charges of 5 doors of Suzuki Mehran is in rupees 200/-
Insane",Suzuki Mini Motors (Gulberg 3),,137,0.12270053,0
You are making blunders with end consumer.,Suzuki Mini Motors (Gulberg 3),,138,0.27402738,0
Very good personal experience. Staff is co-operative.,Suzuki Mini Motors (Gulberg 3),,139,0.9120222,1
"3S Services
15% Discount on pre-arrival appointments
One window solution
Prices relatively higher",Suzuki Mini Motors (Gulberg 3),,140,0.5872526,1
"Good and experienced mechanics, but over priced and they over-charge the amount.",Suzuki Mini Motors (Gulberg 3),,141,0.93452317,1
They are good if they start picking up phone.,Suzuki Mini Motors (Gulberg 3),,142,0.9315525,1
Technical staff is good. Management is just ok,Suzuki Mini Motors (Gulberg 3),,143,0.8214259,1
I was clean and tidy . You can use wifi over there.,Suzuki Mini Motors (Gulberg 3),,144,0.899129,1
Good experience. But price r high,Suzuki Mini Motors (Gulberg 3),,145,0.909592,1
Good experience visiting this place my visit was very informative,Suzuki Mini Motors (Gulberg 3),,146,0.88182485,1
Good service,Suzuki Mini Motors (Gulberg 3),,147,0.95621544,1
"Mini Motors Gulberg, Quiet Satisfied with their work and staff. Visits done for maintenance and services.",Suzuki Mini Motors (Gulberg 3),,148,0.7377663,1
"Not cooperative
I visited workshop asked for spares. He said that he doesn't have. But when we visited store, spare is available.",Suzuki Mini Motors (Gulberg 3),,149,0.6169336,1
One of the Best Suzuki 3 S dealer ship. All kinds of cars related services,Suzuki Mini Motors (Gulberg 3),,150,0.8603499,1
"Experienced staff
Satisfactory services
Great customer service",Suzuki Mini Motors (Gulberg 3),,151,0.9629351,1
Best place for suzuki bikes n cars. They have discounted prices for bikes. Also good sales n service.,Suzuki Mini Motors (Gulberg 3),,152,0.9399566,1
"There charges are high and deduct tax as well, overall good experience",Suzuki Mini Motors (Gulberg 3),,153,0.7017656,1
Good place for tunning of Suzuki vehicle,Suzuki Mini Motors (Gulberg 3),,154,0.9537789,1
Un skilled people  not recommended,Suzuki Mini Motors (Gulberg 3),,155,0.90321785,1
"Better than suzuki Samnabad which i have visited, workers here are more friendly and helpful",Suzuki Mini Motors (Gulberg 3),,156,0.88216263,1
Good peoples and good work,Suzuki Mini Motors (Gulberg 3),,157,0.95533043,1
One of the best show rooms of Suzuki,Suzuki Mini Motors (Gulberg 3),,158,0.9562336,1
Needs improvement in their service time. Average experience.,Suzuki Mini Motors (Gulberg 3),,159,0.25087553,0
Love you too it was my pleasure to be there.,Suzuki Mini Motors (Gulberg 3),,160,0.85907656,1
"Good mechanics, complete pictur of ur car, little bit expensive, overall good",Suzuki Mini Motors (Gulberg 3),,161,0.58570826,1
i  bought  vehical from suzuki mini motors i like the way the deal n service is nice as well as ....,Suzuki Mini Motors (Gulberg 3),,162,0.8985996,1
The person Ahsan is quite cooperative...,Suzuki Mini Motors (Gulberg 3),,163,0.3009556,0
A very good place to get your cars repaired,Suzuki Mini Motors (Gulberg 3),,164,0.96604764,1
Very convenient for reliable car repairs and checkups.,Suzuki Mini Motors (Gulberg 3),,165,0.62000114,1
dont but spare parts from here they charge more than they actually cost,Suzuki Mini Motors (Gulberg 3),,166,0.50401556,1
"Good showroom for brand new, certified used cars and car services.",Suzuki Mini Motors (Gulberg 3),,167,0.893537,1
Nice workshop and service as well. Babar is a nice guy.,Suzuki Mini Motors (Gulberg 3),,168,0.94722295,1
Best service and all parts available.  Trusted,Suzuki Mini Motors (Gulberg 3),,169,0.9285267,1
Good courteous people. Service is prompt,Suzuki Mini Motors (Gulberg 3),,170,0.95286036,1
They provide good customer services,Suzuki Mini Motors (Gulberg 3),,171,0.9489802,1
Wow Experience,Suzuki Mini Motors (Gulberg 3),,172,0.85414356,1
"Cooperative staff, good service and nice environment.",Suzuki Mini Motors (Gulberg 3),,173,0.95926815,1
costly but after your satisafaction level is very high,Suzuki Mini Motors (Gulberg 3),,174,0.7998219,1
I always go here for engine and mechanical work. They are expensive but they do good work.,Suzuki Mini Motors (Gulberg 3),,175,0.528161,1
Its a workshop a 3s dealer of suzuki. Parts are expensive but they say that its real suzuki parts. Overall its good,Suzuki Mini Motors (Gulberg 3),,176,0.44251513,0
Good workshop for suzuki vehicle maintenance. With experienced staff.,Suzuki Mini Motors (Gulberg 3),,177,0.9626716,1
Excellent place for car maintainence specially Suzuki. Good environment and good staff,Suzuki Mini Motors (Gulberg 3),,178,0.95649385,1
Wonderful service and very professional people,Suzuki Mini Motors (Gulberg 3),,179,0.9350342,1
excellent service. highly recommended.,Suzuki Mini Motors (Gulberg 3),,180,0.95314586,1
Employees behavior was bad,Suzuki Mini Motors (Gulberg 3),,181,0.13566834,0
Had a good experience at Suzuki Mini Motors. Totally satisfied with the service provided there.,Suzuki Mini Motors (Gulberg 3),,183,0.9058874,1
Had Good Experience with mini motor,Suzuki Mini Motors (Gulberg 3),,184,0.94684964,1
They usually do miscommunication. Vehicles are generally late,Suzuki Mini Motors (Gulberg 3),,185,0.21162109,0
Good customer services at Suzuki showroom and workshop. However workshop charges are comparatively higher.,Suzuki Mini Motors (Gulberg 3),,186,0.8885193,1
Deceptive staff zero customer service,Suzuki Mini Motors (Gulberg 3),,187,0.29436883,0
"I have never visited inside
Sorry ?Â·?Â· ??",Suzuki Mini Motors (Gulberg 3),,188,0.19033141,0
Working is customer based but without hospitality.,Suzuki Mini Motors (Gulberg 3),,189,0.2744407,0
They take my mehran in best price,Suzuki Mini Motors (Gulberg 3),,190,0.95819116,1
Good service staff,Suzuki Mini Motors (Gulberg 3),,191,0.9549115,1
Have a place of good mechanic with after service followups.,Suzuki Mini Motors (Gulberg 3),,192,0.9414363,1
Best services for car sales and purchase,Suzuki Mini Motors (Gulberg 3),,193,0.9572215,1
Great people good service,Suzuki Mini Motors (Gulberg 3),,194,0.96419084,1
Do visit to get your car engine tuned up. Try to catch up Jahanzeb Khan there.,Suzuki Mini Motors (Gulberg 3),,195,0.26279336,0
"Good n cooperative staff there, Suzuki products are available.",Suzuki Mini Motors (Gulberg 3),,196,0.92891216,1
Suzuki motor show room with a huge service area.,Suzuki Mini Motors (Gulberg 3),,197,0.90455675,1
Excellent services and skilled staff,Suzuki Mini Motors (Gulberg 3),,198,0.9621188,1
Professional staff only. Service is average,Suzuki Mini Motors (Gulberg 3),,199,0.43340787,0
A good place to repair specially the Khan Sb. Formen at Mini Motors,Suzuki Mini Motors (Gulberg 3),,200,0.8900993,1
They love your vehicle.,Suzuki Mini Motors (Gulberg 3),,201,0.9275587,1
"Good service facilities, staff is good.",Suzuki Mini Motors (Gulberg 3),,202,0.94961584,1
Can you share picture of labor charges board ?,Suzuki Mini Motors (Gulberg 3),,203,0.27711043,0
Located at conjunction area. Not easy access there,Suzuki Mini Motors (Gulberg 3),,204,0.28145823,0
This is a good workshop for car maintenance.,Suzuki Mini Motors (Gulberg 3),,205,0.94719785,1
Nice services and professional staff,Suzuki Mini Motors (Gulberg 3),,207,0.8910073,1
"I recently purchased a gs 150 bike from here, they gave me a massive discount.",Suzuki Mini Motors (Gulberg 3),,208,0.37911656,0
The Foreman Jahanzeb is excellent and respects you and your vehicle.,Suzuki Mini Motors (Gulberg 3),,209,0.97094977,1
Best staff with all facilities,Suzuki Mini Motors (Gulberg 3),,210,0.9564131,1
Nice place for ur car mantaining and enjoying place,Suzuki Mini Motors (Gulberg 3),,211,0.93795836,1
