wiI7pd,dealership_name,manual_label,review_id
Decent experience. Hospitable owners and staff. Do feel that Suzuki Toyota and Honda run a mafia of sorts which hikes prices and provides limited features on vehicles.,Suzuki Sethi Motors (Town Morr),1,19
Good but expensive service,Suzuki Sethi Motors (Town Morr),0,20
Its a dealership cum service point for all types of Suzuki Vehicles. Much busy place on Saturdays.,Suzuki Sethi Motors (Town Morr),1,21
Best workshop than other suzuki shops,Suzuki Sethi Motors (Town Morr),1,22
They have everything under one roof but service needs to be more quick.,Suzuki Sethi Motors (Town Morr),1,23
Their customer handling is very poor.  One has to track and follow again and again to get work done.  Maintenance staff is also very inexperienced.  Not recommended at all.,Suzuki Sethi Motors (Town Morr),0,24
"Good place with reasonable prices. However, my car has always been serviced by this place, and yet I found the battery water running dry and cabin filter requiring replacement when these guys should've recommended these during routine services.",Suzuki Sethi Motors (Town Morr),1,25
They deal with the sale and services of various brands of Suzuki cars. Courteous staff in good environment,Suzuki Sethi Motors (Town Morr),1,26
One can buy all cars and motorcycles of Suzuki and after sale service here.,Suzuki Sethi Motors (Town Morr),1,27
"I'm disappointed with services. Last time I've a bad experience of unsatisfied services as the worker change oil without even showing me and this time other worker has damage air filter intentionally and I was seeing that. Just to sale the material disposal of good filter was not a good idea.
Sorry but that was true and I'll not visit this place anymore",Suzuki Sethi Motors (Town Morr),0,28
"Normal service. Salesman was not that courteous in his tone and showed little or no interest in making a prospective client.

The owners need to check on their services and such kind of employees which let them down.

Other showrooms contacted were more convincing and courteous.

The future is all about good service now and the owners need to open their eyes.",Suzuki Sethi Motors (Town Morr),1,29
Its a Suzuki workshop and sale center. All type of services are available here regarding your car.,Suzuki Sethi Motors (Town Morr),1,30
Good and big place. Very good service,Suzuki Sethi Motors (Town Morr),1,31
"They are very good for repair and maintenance of Suzuki vehicles. Their waiting area is big and well maintained so you can wait while work is being done. The only problem is that if it is insurance work, they take too many days. Rest I was satisfied with the work. Payments can he made via credit cards. The shop closed at 6 p.m. so plan your visit accordingly.",Suzuki Sethi Motors (Town Morr),1,32
"Useless customer service and they will never pick your call no matter how much u try. They ask too much On Pay money compared to other showrooms. They were asking Rs.150,000 On Pay on Suzuki Swift Automatic while all other showrooms kept their rate at Rs.100,000 plus minus.",Suzuki Sethi Motors (Town Morr),0,33
I have been asking for gear oil since i purchased my car in 2020 but they don't have any and i don't know when will I be able to get it. Service is ok btw.,Suzuki Sethi Motors (Town Morr),0,34
"Customer service is pretty good.  This is my 1st visit can't comment about the maintenanc services. The mechanic I encountered with was greedy, one has to please him (of course by giving money) he ensured best performance of the vehicle let's c! His professional conduct makes every thing dubious! One cannot trust them but their r no other options unfortunately",Suzuki Sethi Motors (Town Morr),1,35
"I bought wagon r 1 week ago from this place the person dealing us was Sir Waqar butt
Very excellent service + excellent customer satisfaction . I will give sethi motors 9/10 and waqar butt 10/10 . He deals us in very excellent way like his own family .",Suzuki Sethi Motors (Town Morr),,36
"A very well set up suzuki dealership with proper competent workforce. With the latest equipment and proper handling, car has never had any trouble. Its been 5 years and every time I get my car maintained from it. A bit expensive if compared to market but the excess price is compensated since no other fault appears while repairing any existing one.",Suzuki Sethi Motors (Town Morr),1,38
"Excellent services, i went there for my AC issue, they cooperated with me very efficiently. Team is highly efficient. They guide me properly and helped me in professional way.",Suzuki Sethi Motors (Town Morr),1,39
Not very good customer service. Extremely rude behaviours. Not recommended at all.,Suzuki Sethi Motors (Town Morr),0,40
Best for mechanical work But Spare parts are very expensive. I don't know this price variation is because of genuine or local parts or any other reason behind this. Anyhow staff is very good at all.,Suzuki Sethi Motors (Town Morr),1,41
"Arrogant dealers,,there are alot of condition for car booking,,for example full payment in advance,,sethi motors also collects registration charges in advance,,ransome ly rahy",Suzuki Sethi Motors (Town Morr),0,42
"Worst authorized dealership. They don't give proper attention to customer and say we need half hour or more to inspect you car reason is more customer, no availability of labor e.t.c.",Suzuki Sethi Motors (Town Morr),0,43
"They offer good washing service, car nut bolt tightening and the opinion was vague, one technician said you must have 6 to 7 repairing work but the final technician said that don't listen anyone. Your car is OK. Anyways a good recommendation by my father",Suzuki Sethi Motors (Town Morr),1,44
"Satti sb
Respected sir
I am an OLD customers and have been coming to your workshop for the last ten years. Bought cars from here and find it a wonderful spot for ""buying and repairing"" a car. There are a few sincere and humble suggestions:
1) Please put up a diagram on your website showing the peak or leisure hours. It will help a customer to choose his less busy hours of his conveniences . It is cumbersome,  you come here from too far and find that the workshop is filled and you wait too long.
2) Rates of spare parts need to be looked into. I know for the quality and genuinely of it. BUT..
3) ALL OVER THE WORLD IT IS A RULE THAT SENIOR CITIZENS ARE PRIORITISED.  I am an old teacher at a reputed college who has spent the whole life honestly serving this nation expects quick work in an organization of your repute. I am NOT complaining about anything. Today, I was treated very well for this act. Thanks...your young workers and supervisory staff  treated me well. GOD BLESS...
But if you KINDLY MAKE A POLICY OF PRIOTY TO THE OLD AND HANDICAPPED. IT WILL EARN NOT ONLY GOOD NAME, MORE BUSINESS BUT ALLAH BLESSINGS...IT IS A UNIVERSAL FACT, SIR. PLEASE GIVE IT A SERIOUS THOUGHT...
Please keep up the best work.
THANKS
MUHAMMA ARSHAD.",Suzuki Sethi Motors (Town Morr),,45
"expensive rates. it's not perfect for new car users. They have staff, but they do not check your car to confirm that your car do not have any other problem, other that what you've explained.
Staff, who is always busy. In my last visit, my word was done in 45 minutes and they took extra 45 minutes just for clearance.
I'll leave once i find good alternative.",Suzuki Sethi Motors (Town Morr),0,46
Great experience.  They are nice people with great communication and honest working.,Suzuki Sethi Motors (Town Morr),1,47
All accessories are available. I was in search of touch-up paint for my car since 6 months. Searched in Isb also.. but here at sethi motors it is easily available,Suzuki Sethi Motors (Town Morr),1,48
"Not a trustworthy place. During work you have to be there with your car otherwise a new they would find a new fault in your car.
Their staff don't even know manners of talking and handling situation, Place is good but staff and mechanics huh! Their head mechanic(i don't know what they call him) use very bad language after he is unable to identify problem and can't even explain the problem.",Suzuki Sethi Motors (Town Morr),0,49
Sethi motors was ausome as far as services are concerned. They don't take much time either in serving. Still depends upon work load i would say.,Suzuki Sethi Motors (Town Morr),1,50
"I have mixed experience of this place.

Pros
Large showroom
Exclusively for Suzuki vehicles
They oblige you with priority if you had booking.
Staff is generally courteous.
Tuck shop drinks also available.
Seating waiting area available.
Usually they don't bring up extra faults in your car.

Cons
There is lack of coordination between staff.
Staff is diverse and some are not courteous, not cooperative, uncaring and self centered.
At rush hour they want you to typically go away.
If you go for simple service, they pretty much do nothing at all except for screw tightening.
Parts are overpriced.
If you ask for opinion like I wanted Android panel in WagonR, they provide you wrong piece of advice and told me cost of 45k which is way way overpriced.
My car started performing bad with milage of 10 they said it's normal.

Summary
Probably the largest service station for Suzuki but owing to my poor performing car after wait time of 2-3 hours at service I decided to leave sethi motors and Alhamdulillah my car is back to milage of near 15. So Generally I won't recommend sethi motors.",Suzuki Sethi Motors (Town Morr),1,51
Good place for car service however  service charges are way too high.,Suzuki Sethi Motors (Town Morr),0,52
"Terrible experience today 4 June, 2019. Reached 9.15 hrs. After 2 hours, the job was completed except replacing wiper blades that requires few seconds. They put me on hold for one hour that Electrical Pit was not free. After repeated reminders to the Incharge Arsalan, I ultimately met their Management Mr Rehman and in the next 5 minutes, my car was out of the Workshop. There is hardly any work management in workshop area. It has happened to me in the past as well.",Suzuki Sethi Motors (Town Morr),0,53
Always a great experience.,Suzuki Sethi Motors (Town Morr),1,54
"It is authorized dealership of Suzuki, for Sales, Service and Spare parts. Their services are good and staff is trained and efficient. However the prices of parts and cost of labour  are higher than the general market.",Suzuki Sethi Motors (Town Morr),1,55
"I was there at 11. They said it would take 45 minutes due to queue. I was ok with the wait. They broke for lunch at 1. They came back at 2. I exited after payment at 3.

That is a lot of 45 minutes.",Suzuki Sethi Motors (Town Morr),0,56
Car-care products are very expensive. So please try not to buy car care products from here. Staff members are cool and most of them are helping.,Suzuki Sethi Motors (Town Morr),0,57
"Parts availbility is better than other dealerships and rest is a mess. Its an over crowdes place,  almost located in the center of the lahore city. I checked in at 2 pm thrusday and there was long queue at my car got a place to be fix at 3:10 pm. And i had wait for each type of work separately i.e. 20 mins for wheel balancing, 15 mins for electrician. I left the service at 4:30pm. One more thing they will ask you for your CNIC number for customer details. Never ever share your such details its unlawful and very suspecious act of sehti motors. This was my first and last visit to sehti motors!!!",Suzuki Sethi Motors (Town Morr),1,58
The are good in work but need to give more attention on customary service they will not take such a good attention and make there client upset there insurance agents and customer care workers are not do there work properly every time the leave some work of cars in insurance may be its free tjates why,Suzuki Sethi Motors (Town Morr),1,59
Fast work despite very busy shop. Job done to my satisfaction. The shop looked a little chaotic but there was probably a method to their madness as they were getting everything done.,Suzuki Sethi Motors (Town Morr),1,60
"One of the most pethaic place,  where the workers can steal the original parts from the cars and sale to the same customer or some other when visit for car service. The same happened to me 3 times. Its owner mistake who hired such type of worker, who steal the small things from the cars.  I strongly not recommend anyone to go there.
Most disappointing service of sethi motor kalma chowk.",Suzuki Sethi Motors (Town Morr),0,61
Sethi Motors are the dealers of Suzuki cars. I got Cultus 2021 Model about 1year back. Excellent staff and excelent after sale services.,Suzuki Sethi Motors (Town Morr),1,62
"Very bad ??
Lazy staff
At one time one mechanic working on 2 to 3 vehicles.
Need complete ?? day ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0,63
"This place is fabulous! I found them honest & helpful. From service to quality and total ease of the process, this place has it all. Very nice customer service.",Suzuki Sethi Motors (Town Morr),1,64
I have good experience of buying new car from Sethi Motor. The person who deal me was Mr. Babar Shahzad. I found him cooperative and nice man.,Suzuki Sethi Motors (Town Morr),1,65
"Terrible sales service, one can only imagine what their after sales service must be like ? I blame the owner who doesn?? invest in human capital development. Shame on the owner just interested in selling. No vision no wonder they are terrible at doing business and competing with the rest of the world",Suzuki Sethi Motors (Town Morr),0,66
"Service is good, repairing tools are enough, you  have to pay only 350 formally to the workshop while leaving. other expenses would have to be paid to the mechanics behind the door how much they want.",Suzuki Sethi Motors (Town Morr),1,67
"Over Occupied with respect to services, No welcoming attitude by staff.
Better to visit some other 3s",Suzuki Sethi Motors (Town Morr),0,68
"Visited this place once,had a little interaction with staff. Seems professionally okay but since this is  Suzuki's showroom, it deserves not more than two ??? for selling kachra cars in this country",Suzuki Sethi Motors (Town Morr),1,69
"NICE SHOWROOM IN MY TOWN ...
A showroom is a large space used to display products for sale, such as?automobiles,?furniture,?appliances,?carpet?or?apparel. It is a?retail store?of a company in which products are on sale in a space created by their brand or company. A showroom can also be a space for wholesale buyers to view fashion merchandise for sale in their retail stores.
The world's most famous locations for a showroom, generally in the form of a?cluster",Suzuki Sethi Motors (Town Morr),1,70
"This Suzuki show room has lunch break of 1 to 2. Even if you go for oil change at 12.30 , they keep you waiting till 2 pm even for this minor work. Suzuki needs to improve this. It wastes a lot of time of people going there. The workers there can split their lunch break and can divide this break between two shifts. But stopping work for almost 1 hour 30 minutes wastes a lot of time. Many people don't opt Suzuki workshops due to this.",Suzuki Sethi Motors (Town Morr),0,71
"DO NOT VISIT...Extremely poor services .. ignore their customers... I had run behind every inspection officer asking to inspect my car.. their arrogance and poor work ethics frustrates me ...i would rather go to any work shop then visit here again .. suzuki should close their workshops and start to improve their cars design and quality.. these work shops are waste of time, money and any form of recommendations ... DO NOT VISIT",Suzuki Sethi Motors (Town Morr),0,72
"Organized, spacious, efficient staff, easily accessible, accept card and cash, waiting area for customers, separate smoking zone and not inexpensive.",Suzuki Sethi Motors (Town Morr),1,73
On of the biggest Suzuki Dealership in Pakistan.. Huge manpower great services... The best part Tea is served to each guest with protocol,Suzuki Sethi Motors (Town Morr),1,74
"Very expensive services, I have been over charged two times. Everytime they try to find out a new fault.... Be careful and deal intelligently while making a visit their....",Suzuki Sethi Motors (Town Morr),0,75
"DO NOT VISIT. I have tried almost all the Suzuki service providers but this was totally rubbish. Charging very high money for pathetic work. Gave my car for repair and they stole everything from inside. Also, very poor denting and paint services. Never going there again.",Suzuki Sethi Motors (Town Morr),0,76
"The service engineers were quick to direct me to a spot for detailed checking, but even after several reminders and follow ups with different engineets, there was no technician to utilise the time. The wait was an hour long with no body attending. Suzuki Samnabad is much better.",Suzuki Sethi Motors (Town Morr),0,77
Awsome experience. A little expensive from out side vendors but worth d cost,Suzuki Sethi Motors (Town Morr),1,78
It was first and a good experience. Work done was satisfactory. Staff behavior was good. Delivered on time.,Suzuki Sethi Motors (Town Morr),1,79
"Reasonably good. One precaution, they have strict lunch break timimgs and would not help much if you reach at that time. Make sure to check these break timings before you reach there.",Suzuki Sethi Motors (Town Morr),1,80
"The prices are much higher so keep your pockets heavy. And they don't have parts especially for old cars.
And good atmosphere for ladies...",Suzuki Sethi Motors (Town Morr),1,81
One of the best sales and service point of Suzuki motors in Lahore. Showroom is very neat and clean. The scales staff is courtious and cooperative.,Suzuki Sethi Motors (Town Morr),1,82
"Don't go this place I went there, and they said my clutch plates of my 2018 was about to expire in 5000 km, i showed them to another specialist and he told me that they had put pressure on the plates for them to expire in 5k kilometers. And clutch plates are the item that is done most in this workshop, it is done so much that they have displayed the rate on their board for each car.",Suzuki Sethi Motors (Town Morr),0,83
"The building is not air conditioned, customer service is nonexistent. Would recommend to anyone.",Suzuki Sethi Motors (Town Morr),0,84
Good display.sale staff was efficient and cooperative but not well informed.,Suzuki Sethi Motors (Town Morr),1,85
I go there for car repair in the  basement. Amazing experience.,Suzuki Sethi Motors (Town Morr),1,86
"Huge establishment centrally located in the city. Sales, Service and Spare parts are available. Heavy rush on Weekends. Nice, friendly and cooperative staff",Suzuki Sethi Motors (Town Morr),1,87
Sethi motors is one of the biggest Suzuki dealerships in Pakistan having huge variety of all Suzuki variants launched in Pakistan so far. Their workshop services are excellent . Now they have started to deal in certified used car exchange programme as well. Ideally located just near model town metro station.,Suzuki Sethi Motors (Town Morr),1,88
Nice dealorship but staff should be more polite and professional towards the insurance claim customers as well,Suzuki Sethi Motors (Town Morr),1,89
Bad experience. Repair one part and make scratches on other parts.  Very unprofessional work,Suzuki Sethi Motors (Town Morr),0,90
"Very slow pathetic and expecting staff.  Pay them brubr nd get your work done at time. Otherwise they can take 2 days to change a tail light for you. ????
Very much unsatisfied. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0,91
"Location is good, place is clean, management is not that active, quality checks are not checked properly. The processing time is very much and one have to wait a lot.",Suzuki Sethi Motors (Town Morr),1,92
"I visited for car leasing information,
I am fully satisfied from the staff behavior.

Regards,
Muhammad Waris",Suzuki Sethi Motors (Town Morr),,93
"Yes today i visted sethi motors, feroze pur road. I was given good protocol  and all technical as well as supervisors treated me well.i am very satisfied with their work. Thanks sethi motors",Suzuki Sethi Motors (Town Morr),1,94
professional and courteous staff. good service,Suzuki Sethi Motors (Town Morr),1,95
Suzuki car showroom.  They are offering good service to their customers but might be slightly expensive,Suzuki Sethi Motors (Town Morr),1,96
nice service but very busy place,Suzuki Sethi Motors (Town Morr),1,97
Good for tuning only.,Suzuki Sethi Motors (Town Morr),1,98
Good sitting area but due to larger customers service waiting time is too much high. Prices if parts and services are also high compared to the local market.,Suzuki Sethi Motors (Town Morr),0,99
"The staff never entertain the customer ,also  you have to wait for hours just for oil changing.they never set the priority of minor and major service work.",Suzuki Sethi Motors (Town Morr),0,100
Extremely disappointed with the services seems like they dont even want to talk with the customer.,Suzuki Sethi Motors (Town Morr),0,101
"Huge workshop, all suzuki car parts available, recommended for suzuki owners.
Recommended for all time maintenance of suzuki cars.",Suzuki Sethi Motors (Town Morr),1,102
Good Staff and Place to Repair Vehicles,Suzuki Sethi Motors (Town Morr),1,103
Quality Services provided by Suzuki Company with only Genuine spare parts.,Suzuki Sethi Motors (Town Morr),1,104
"Very bad experience
Untrained staff. No Knowledge about cars. Just focus on parts sale so be careful about",Suzuki Sethi Motors (Town Morr),0,105
Very good after sales service. Humble staff. Will definitely come back.,Suzuki Sethi Motors (Town Morr),1,106
It's a well constructed and beautiful made showroom on ferozpur road near model town all vehicles of company are available here with some own and non own basis,Suzuki Sethi Motors (Town Morr),1,107
Expert dry denting cars,Suzuki Sethi Motors (Town Morr),1,108
Very professional service. Recommended for anyone who does not have the time or knowledge to deal with mechanics in the market.,Suzuki Sethi Motors (Town Morr),1,109
very poor service..and management motive is just to earn money not work to client satisfaction...,Suzuki Sethi Motors (Town Morr),0,110
A leading care selling dealer of Paksuzuki motors having a humble staff of sales and services.Aftersale services are offered with good manner and upto rhe satisfaction.,Suzuki Sethi Motors (Town Morr),1,111
Fast service and well trained staff,Suzuki Sethi Motors (Town Morr),1,112
Staff is cooperative but due to over crowded customers it takes a lot of time,Suzuki Sethi Motors (Town Morr),1,113
They have all the services available at their place with parts and best & trained resources.,Suzuki Sethi Motors (Town Morr),1,114
"Got my purchase order for the purchase of suzuki car, but suddenly they receive news of price increment , which result in holding of car.",Suzuki Sethi Motors (Town Morr),1,115
"Good place for small maintenance and repair but don't go for big tasks like engine build, compressor repair etc. It is a really busy place so expect a long waiting time.",Suzuki Sethi Motors (Town Morr),1,116
Great friendly environment. Own prices are not high. But good experience. I bought my vegon R.,Suzuki Sethi Motors (Town Morr),1,117
"Authorized Dealer of Pak Suzuki Motor Co near kalma Chowk Main Ferozpur Road.
Dealing with Sales of all Suzuki Brand New Cars, Service and Repairing of cars and Suzuki Genuine Spare Parts.",Suzuki Sethi Motors (Town Morr),1,118
"Sethi motors is big fraud and thug , dont know how to make suzuki engine - very very poor service and charge against everything - in just 2 months my car engine seized after being made by them .. will going to sue them so that they dont even think about to do the same with anyone",Suzuki Sethi Motors (Town Morr),0,119
Awesome service and staff. One place for all car services.,Suzuki Sethi Motors (Town Morr),1,120
Nice showroom of cars but no good management for dealing of clients,Suzuki Sethi Motors (Town Morr),1,121
Very good customer service. I've experienced Honda and Toyota dealerships too and Suzuki Sethi Motors is much better in every aspect.,Suzuki Sethi Motors (Town Morr),1,122
It was a good experience. Nice and spacious  waiting room with water dispencer and AC and it also have small cafe.,Suzuki Sethi Motors (Town Morr),1,123
Very Good Service and Good Attitude of Staff,Suzuki Sethi Motors (Town Morr),1,124
Great service great experience,Suzuki Sethi Motors (Town Morr),1,125
"Hope they will give me delivery on time, feeling they are chagring me high own then other show rooms. (double)",Suzuki Sethi Motors (Town Morr),1,127
"They are highly unprofessional, that one of their worker damages my car !
When you handed them your car, they act like they are BAAP of it !
They drive it very harshly in this confined space and assuming they are Hero of any film and drifting like king !
???????????????? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0,128
Poor management. Staff is unhelpful and non responsive. I suggest people to go for some other place preferably Khalid motors.,Suzuki Sethi Motors (Town Morr),0,129
"I went to the workshop, good service, professional people, a bit expensive and take a lot of time due to high traffic volume",Suzuki Sethi Motors (Town Morr),1,130
All services of Suzuki vehicles under One roof. Nice sitting place for customers..Prayer Are and led in sitting room,Suzuki Sethi Motors (Town Morr),1,131
bad experince,Suzuki Sethi Motors (Town Morr),,132
"Variety available but staff approach is not supported, attitude of staff is definitely professional but not personal. hence I purchased car from another showroom.",Suzuki Sethi Motors (Town Morr),,133
Beautiful location and and excellent customer care.,Suzuki Sethi Motors (Town Morr),,134
Very bad experience.. they ask to replace whole wiring of car and opened everything without checking that wiring is not available in their store,Suzuki Sethi Motors (Town Morr),,135
Construction is still in process i hope they design workshop better then previous one,Suzuki Sethi Motors (Town Morr),,136
I think the salesman works for other dealers  telling Cultus is not good and and they don't have many cars to choose from,Suzuki Sethi Motors (Town Morr),,137
"Visited for car maintenance, staff is cooperative it also got a pretty comfy waiting area.",Suzuki Sethi Motors (Town Morr),,138
"This palace is 7s dealership Suzuki .
Avail parking . Good Corporate staff",Suzuki Sethi Motors (Town Morr),,139
Good services and people behaviou is also excellent,Suzuki Sethi Motors (Town Morr),,140
Auto car any model or variant is too expensive unit not worth it plus DECEASE of ON is fleecing the public.,Suzuki Sethi Motors (Town Morr),,141
Overall good place to diagnose problems of vehicles...but still rushy and u have to wait for your turn...,Suzuki Sethi Motors (Town Morr),,142
Really very nice people and service. Khawar Sethi is a jem of a person,Suzuki Sethi Motors (Town Morr),,143
"Manger was nice but rest of the employs are time pass, need professional behavior in organization",Suzuki Sethi Motors (Town Morr),,144
Services are good but there should be central a.c to stay in good environment.,Suzuki Sethi Motors (Town Morr),,145
All the time rush staff very busy and very cungested place where parking and checking is difficult. Skillfull supervisor,Suzuki Sethi Motors (Town Morr),,146
"Well, quality of work is fine but customer dealing is really pethatic.",Suzuki Sethi Motors (Town Morr),,147
They are the best for suzuki cars just need to improve workshop environment,Suzuki Sethi Motors (Town Morr),,148
Very helpfull staff and advisers. Seems great for routine tunings and oil changes.,Suzuki Sethi Motors (Town Morr),,149
"Courteous staff. However, the office setup is not well managed. Needs maintenance",Suzuki Sethi Motors (Town Morr),,150
Amazing behavior of employees while showing cars etc. Very hospitable people!,Suzuki Sethi Motors (Town Morr),,151
Its have all variety & decent staff,Suzuki Sethi Motors (Town Morr),,152
As part of campaign had free car wash and oil filter changed. Good experience overall.,Suzuki Sethi Motors (Town Morr),,153
"Good cooperate staff, everyone was courteous and helpful. Highly recommended.",Suzuki Sethi Motors (Town Morr),,154
"An ideal place to hsve your car service and tune up, cooperative staff.",Suzuki Sethi Motors (Town Morr),,155
"Excellent workshop, helpful and kind staff.
Customer service is really good.",Suzuki Sethi Motors (Town Morr),,156
Very nice behaviour and dealing wd their customers,Suzuki Sethi Motors (Town Morr),,157
"They do not care customers, not bother customers concern and issues and also not worry to lose their customers by providing pathetic services.",Suzuki Sethi Motors (Town Morr),,158
staff are too slow they charge high for a small work behavior are aslo not good with customers please don't visit there,Suzuki Sethi Motors (Town Morr),,159
"Mr Khawar,nice n cooperative person",Suzuki Sethi Motors (Town Morr),,160
"poor management, do not know how to route jobs to different workers, keep on booking repair work without planning and keep customers waiting for long hours.",Suzuki Sethi Motors (Town Morr),,161
"Expensive ?? with moderate level service. Technicians are always in hurry. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,162
Items taken out by worker from car and claims they were not there. Bad,Suzuki Sethi Motors (Town Morr),,163
"A suzuki dealership, offers sale and purchase of suzuki vehicles, 3s dealership, workshop and spare parts available. Easy main road access",Suzuki Sethi Motors (Town Morr),,164
Nice experience. Impressed,Suzuki Sethi Motors (Town Morr),,165
"They are doing satisfied work, and they are very cooperative",Suzuki Sethi Motors (Town Morr),,167
Excellent place for buying new and used verified Suzuki brand cars,Suzuki Sethi Motors (Town Morr),,168
"Appropriate place for car maintenance. A lot of space, skilled staff, helpful advisors.",Suzuki Sethi Motors (Town Morr),,169
Always have spare parts shortage.from the last three visits did not get air filters..and also spare parts prices to much...,Suzuki Sethi Motors (Town Morr),,170
Good service but very busy and crowded on Saturdays,Suzuki Sethi Motors (Town Morr),,171
"Professional service, friendly yet respectful staff, your car best friend.. ?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,172
Good showroom with nice staff.,Suzuki Sethi Motors (Town Morr),,173
The best suzuki workshop in Lahore. Staff is very helpful and friendly. Recommended,Suzuki Sethi Motors (Town Morr),,174
Nice service. Quick even on busy days,Suzuki Sethi Motors (Town Morr),,175
Poor customer service.We walked away without car service and no one asked that why we are going back.,Suzuki Sethi Motors (Town Morr),,176
Nice place for Suzuki owners to service the car but staff are not always able to attend the customer services you have to wait for long.,Suzuki Sethi Motors (Town Morr),,177
Nice place it was... we were going to work at elevator...,Suzuki Sethi Motors (Town Morr),,178
Suzuki 3s dealership. Committed in delivering quality OEM parts and quality customer services.,Suzuki Sethi Motors (Town Morr),,179
Best ever customer service and very clean dealig,Suzuki Sethi Motors (Town Morr),,180
Had a very good experience with a courteous staff. Thank you.,Suzuki Sethi Motors (Town Morr),,181
Workers are doing rough tough work. Not professional experienced people.,Suzuki Sethi Motors (Town Morr),,182
