wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
"Excellent service and nice cooperative staff. I like it very much. Keep in touch
Always a favourite for a healthy car.",HONDA Fort,1.0,48,0.89071774,1
Pathetic staff,HONDA Fort,0.0,49,0.097758524,0
It was first and good experience,HONDA Fort,1.0,50,0.90206385,1
It was Good experience,HONDA Fort,1.0,52,0.9525551,1
Honda official dealer,HONDA Fort,,53,0.31602156,0
Great service.,HONDA Fort,1.0,54,0.9675773,1
Staff is good cooperative expert and experienced,HONDA Fort,1.0,55,0.96113175,1
Owners and the complete staff are very much cooperative as well as experienced professionals,HONDA Fort,1.0,56,0.86384743,1
"Was there on Launch of Honda HRV
Nice looking SUV but with limited options",HONDA Fort,,57,0.779357,1
Excellent service,HONDA Fort,1.0,58,0.98042727,1
Bikes mill jati hn Any time. 70 aor 125,HONDA Fort,,59,0.2852208,0
Not crowded place,HONDA Fort,1.0,60,0.30231282,0
Take my new car city,HONDA Fort,,61,0.6883189,1
"Near ganga ram hospital and abid market
Queens road lahore punjab pakistan",HONDA Fort,,63,0.46132788,0
Not enough parking space available. Very limited cars on display and proper information is not given. Sales staff is courteous but lack information,HONDA Fort,0.0,64,0.39030504,0
This Honda show room after sales service center.,HONDA Fort,,65,0.25057745,0
Mr. Ali Raza your dealing is really good.,HONDA Fort,1.0,66,0.9490669,1
"Excellent car maintenance service. I was having mixture setting problem with my car, only Honda Fort was able to fix it and they didn't even charged me any fee.",HONDA Fort,1.0,67,0.6798223,1
Cooperative staff,HONDA Fort,1.0,68,0.32343942,0
Work shop management is so week to control workers,HONDA Fort,0.0,69,0.27591193,0
Nice workshop,HONDA Fort,1.0,70,0.95876354,1
Nice Experience but costly (not only service but parts too).... recently cost have really soared for oil changes even. Warranty recalls are also difficult to get approved. Still one of the best Honda dealership in town,HONDA Fort,0.0,71,0.49014008,0
No one attended the fault. Finally I left without getting my car checked,HONDA Fort,0.0,72,0.2674368,0
Excellent after sales and services,HONDA Fort,1.0,73,0.9779925,1
Service is slightly slow,HONDA Fort,0.0,74,0.20074897,0
Very congested place,HONDA Fort,0.0,75,0.6632061,1
"Might be the best place to buy new Honda cars but the worst place to get service / maintenance. Seems like they are living 30 years back. Ground floor staff has no information about the available service pits on each floor, no centralized",HONDA Fort,,76,0.3702624,0
"Excellent service, excellent customer care, excellent atmosphere and excellent services! Highly expert and skilled team. A place worth-visiting!",HONDA Fort,1.0,77,0.93940276,1
A very nice honda Showroom in the center of lahore. Equiped with all necessary tools from sales to repair. The staff is cooperative. Love to buy a new car Ã°??? from here. Ã¢?Â¦,HONDA Fort,1.0,78,0.6176522,1
Very much good experience with them,HONDA Fort,1.0,79,0.9487605,1
Very expensive.,HONDA Fort,0.0,80,0.15329945,0
Bad service,HONDA Fort,0.0,81,0.13493465,0
"Very expensive, need more place, staff not much cooperative so so.",HONDA Fort,0.0,82,0.28766435,0
Experience was very good. Very professional staff.,HONDA Fort,1.0,83,0.91722316,1
"Too much costly. Recently civic 2017 oil, and Air filter changed from honda and it will Cost 10kÃ°??Â¬ Ã¢?Â¦",HONDA Fort,0.0,84,0.3203204,0
Very polite & helpful staff!!,HONDA Fort,1.0,86,0.67703116,1
Went for my civic,HONDA Fort,,87,0.31027192,0
Cooperative Staff. Nice place to purchase Honda products.,HONDA Fort,1.0,88,0.95252395,1
Excellent customer service...,HONDA Fort,1.0,89,0.9795008,1
Good servise,HONDA Fort,1.0,90,0.95556545,1
Nice staff. Best services,HONDA Fort,1.0,91,0.96318614,1
Quality but over pricing,HONDA Fort,0.0,93,0.30343625,0
Very good service,HONDA Fort,1.0,94,0.9738459,1
Seamless delivery of CIVIC,HONDA Fort,1.0,95,0.435226,0
Recommended,HONDA Fort,1.0,96,0.32525086,0
Very Expensive,HONDA Fort,0.0,101,0.15329945,0
Bad service,HONDA Fort,0.0,102,0.13493465,0
Service is very poor,HONDA Fort,0.0,103,0.17780432,0
"Well experienced staff and quality work, both at same place",HONDA Fort,1.0,104,0.88049495,1
"Very Good, customer oriented dealer",HONDA Fort,1.0,105,0.97162694,1
Good dealership for purchasing cars. But workshop side is very small.,HONDA Fort,1.0,106,0.7297053,1
"Good after sale services provider.
But old model most of spares are not available.",HONDA Fort,0.0,108,0.6993013,1
"I came here for oil change
My bill was 8000 totally acceptable
But the staff was totally unprofessional. Ã¢?Â¦",HONDA Fort,,109,0.37600812,0
Too occupied,HONDA Fort,0.0,110,0.30854824,0
Number One Dealership For Honda cars in Lahore.Workshop is highly recommended,HONDA Fort,1.0,111,0.71322036,1
Percent satisfaction with their Job,HONDA Fort,,112,0.2950855,0
Service department,HONDA Fort,,113,0.31667867,0
"Honda Forte has been the place to take the family Honda cars for a very long time. New cars aside...The 2000 Civic is still maintained by Honda Forte!
Their service has not only helped keep the cars engine maintained but also Ã¢?Â¦",HONDA Fort,1.0,114,0.4223095,0
Great ambiance 3S Honda Dealership Lahore,HONDA Fort,1.0,115,0.9668943,1
Good for honda cars work-mechanical-denting-painting.etc etc honda parts are also available here.,HONDA Fort,1.0,116,0.9010701,1
Good service,HONDA Fort,1.0,117,0.95621544,1
Honda Fort at Queen's Road is one of the more reputable showrooms of Honda in Lahore. I have always had good experience with them wether it is buying a car or fixing it. I feel they have really experienced mechanics in their showroom and my car is in safe hands.,HONDA Fort,1.0,118,0.76596785,1
Good work and good people,HONDA Fort,1.0,119,0.9574371,1
Good service provider,HONDA Fort,1.0,121,0.9553269,1
Nice place.,HONDA Fort,1.0,122,0.9588221,1
Need too much improvements,HONDA Fort,0.0,124,0.5132092,1
Only dealer ship thats why its need to be visited otherwise no good display no good salesman ship,HONDA Fort,0.0,126,0.2508018,0
Good workshop and show room,HONDA Fort,1.0,127,0.9534752,1
"It was good,it is rating 4 .5",HONDA Fort,1.0,128,0.94756293,1
Good and cooprative staff,HONDA Fort,1.0,129,0.9546305,1
They are expensive in comparison with product,HONDA Fort,0.0,130,0.17007494,0
Very good workshop for Honda cars repair and maintenance. Recommended,HONDA Fort,,132,0.9731769,1
Good customer service,HONDA Fort,,133,0.9544023,1
good service Ã?,HONDA Fort,,134,0.95621544,1
Staf and atmosphere is not good.,HONDA Fort,,135,0.21258684,0
Good place and honda civic rs is nice car,HONDA Fort,,136,0.9540812,1
Gadi leni hai honda tay Honda Fort tashreef layao. Staff is very cooperative and you can get any sort of Honda car/SUV from there.,HONDA Fort,,138,0.45445192,0
"Very disappointed, you should train your staff for how to deal with customers.

-No professionalism.
-Rude behaviour & zero customer support.",HONDA Fort,,139,0.18396313,0
"Very good custommer services , obviously expensise as compared to market but it yr choice , one thing to be mentioned for little works like oil change ,allignment etc u can come upto 4-30 or 5 pm but for time consuming work as they have
plenty of work load so book yr job apointment before or reach 10 am sharp",HONDA Fort,,140,0.3896579,0
Location is good but place is conjusted bit slightly manages,HONDA Fort,,141,0.71124864,1
prices of car parts and services is very highÃ?,HONDA Fort,,143,0.81102675,1
"Very stupid team.at the time of booking they are professional but at delivery time they are too rude. Don't have time to manage query as well as don't know how to deal with customers.
Really bad experience with honda fort lahore.",HONDA Fort,,144,0.26220557,0
One of the best Honda Service Center,HONDA Fort,,145,0.8202035,1
"Bas experience, the staff working there are like they are owners. No customer value .",HONDA Fort,,146,0.26697424,0
Very disciplined staff. Mohsin sb and Arsalan handled my compliant very professionally and resolved it upto mu entire satisfaction .,HONDA Fort,,147,0.37605768,0
Reasonable service so far,HONDA Fort,,148,0.8465743,1
It went nice,HONDA Fort,,149,0.9540406,1
Good Service provider,HONDA Fort,,150,0.9553269,1
Over charged workshop,HONDA Fort,,151,0.30974212,0
"Place is easily accessible, very professional and active staff.",HONDA Fort,,153,0.5857663,1
The employees are very honest and hard work,HONDA Fort,,155,0.877636,1
Available all brands,HONDA Fort,,156,0.86675036,1
"I know this place since 2006, staff is cooperative, and they know their work., quite professional approach.",HONDA Fort,,157,0.3385779,0
Awesome Place,HONDA Fort,,158,0.9787807,1
"Visited few months back, the sales department is awesome and cooperative.",HONDA Fort,,159,0.68231106,1
"Good experience with quick response.
Mr.Zubair at front desk was very cooperative and address complain with satisfaction. Looking forward claim solution at earliest.",HONDA Fort,,160,0.7037257,1
One of the best after sales services from Honda. There's a mechanic named Suleman Sindhu he's truly a Gem. He'll give you the perfect advice.,HONDA Fort,,161,0.9116232,1
Beat of the best,HONDA Fort,,163,0.9615179,1
Excellent service & prompt response.Thanks Honda,HONDA Fort,,164,0.9417584,1
Very professional,HONDA Fort,,166,0.49339554,0
Hardworking team.,HONDA Fort,,167,0.31477594,0
A place of very trained workers for repair work,HONDA Fort,,168,0.6539179,1
They dont deal japanese Honda cars,HONDA Fort,,169,0.28881812,0
Visit Honda fort good experiance Representative was good person He is loyal to his job  and company good conducted fulfil strugged   We satisfied,HONDA Fort,,170,0.8887677,1
Unprofessional attitude of staff,HONDA Fort,,171,0.2969061,0
Waiting area is for drivers and not for owners,HONDA Fort,,175,0.27882868,0
Not good experience,HONDA Fort,,176,0.21329133,0
Visit for Car,HONDA Fort,,177,0.31667656,0
Very busy point,HONDA Fort,,178,0.6342002,1
Honda hi lesaan,HONDA Fort,,179,0.3148306,0
PARKING ISSUE STAFF IS VERY BUSY WAITING TIME IS MORE,HONDA Fort,,180,0.7532636,1
Low customer services,HONDA Fort,,181,0.39753363,0
Very expensive beware when you visit,HONDA Fort,,182,0.14612363,0
Worst service,HONDA Fort,,184,0.09767681,0
One of the Best  Honda Cars  3s dealer....,HONDA Fort,,185,0.96187204,1
Official Show Room from the Leading Car Manufacturers Company in Pakistan for Visitors to buy Company's Vehicle Products in Lahore,HONDA Fort,,186,0.28300813,0
Parking problem Ã°??? poor services Ã°??? Ã¢?Â¦,HONDA Fort,,187,0.19840045,0
Visited for my routine check up.,HONDA Fort,,188,0.2948171,0
Good service Ã°??Â Ã¢?Â¦,HONDA Fort,,190,0.95621544,1
Good service,HONDA Fort,,192,0.95621544,1
Aese aese scientist hain k muj jaisa insaan srf hans kr wapis ajata,HONDA Fort,,193,0.26818967,0
Bad experience of car maintenance. Not Good service,HONDA Fort,,194,0.17071787,0
Services are just ok,HONDA Fort,,195,0.9032647,1
Still I can't say something because my car is in process!,HONDA Fort,,196,0.26922318,0
Professional and great,HONDA Fort,,197,0.8943971,1
Loved thrre service price tooooo high,HONDA Fort,,198,0.9045706,1
"Pathetic service, charge overpriced and check nothing, doesn't even follow honda guidelines for checkup",HONDA Fort,,199,0.12140992,0
"Very bad experience at this showroom. I went for civic turbo rs and they did not cooperate in good ways and the behaviour of staff was the worst.
Overall bad experience at this showroom.",HONDA Fort,,201,0.20037346,0
They take a lil more time but satisfied by their performance,HONDA Fort,,202,0.9131953,1
Best 3s services   awesome,HONDA Fort,,203,0.9716722,1
Seems good dealer to book honda cars,HONDA Fort,,204,0.9474605,1
Services are decline compare to yesteryears I visited there after a long long time,HONDA Fort,,205,0.26958475,0
Professional Staff. Great experience,HONDA Fort,,207,0.8901347,1
Most pathetic people ever,HONDA Fort,,208,0.28632218,0
Good Repairing Services rate are high as compare to local workshop good and cooperative skilled technician,HONDA Fort,,209,0.8119804,1
Excellent staff feedback,HONDA Fort,,210,0.97938836,1
Time zaya krna hoto yahan gari ly jayn . Aur agr 5  6 hours wait krna ho to apni pani ki bottle aur chai sath lay jayn . Otherwise in sy kuch nahen Mily Ga.,HONDA Fort,,211,0.32311922,0
"When you visited such places where public dealing involved you remember them long either in a bad or good ways, mine was a complete satisfied visit. The sales person was so cooperative and have enough knowledge about the product we enquire. The ambience was good.",HONDA Fort,,212,0.46915478,0
I love Honda fort,HONDA Fort,,213,0.92664313,1
Excellent workshop facility,HONDA Fort,,214,0.98059237,1
Nice and cooperative staff.,HONDA Fort,,215,0.9586864,1
"Overall good experience, timely completion of work",HONDA Fort,,216,0.8027064,1
Best for honda fort......,HONDA Fort,,217,0.9636999,1
very impressive,HONDA Fort,,218,0.97911507,1
All range of Honda vehicles available here,HONDA Fort,,219,0.8618707,1
Nice atmosohere. Caring staff.,HONDA Fort,,220,0.9537628,1
Good competent staff amd genuine parts.,HONDA Fort,,221,0.92780674,1
bht bakwas after sale service hai .,HONDA Fort,,222,0.29349354,0
Poor sales and services.,HONDA Fort,,223,0.19328691,0
Just got the car ... but there no gift 4 me ... Ã°?Â¤?Ã°??? Ã¢?Â¦,HONDA Fort,,224,0.27311635,0
They are professional,HONDA Fort,,225,0.42257863,0
"Sales
Service
Parts Ã¢?Â¦",HONDA Fort,,226,0.30795178,0
"Neat Environment...Good Staff
Hamza Afzal is very Cooperative..",HONDA Fort,,227,0.8880811,1
Good service and vigilant staff,HONDA Fort,,228,0.9520067,1
"Famous Honda dealer in Lahore. Civic and City cars are available in stocks. Friendly staff, quick delivery. Situation in heart of the city.",HONDA Fort,,229,0.82357186,1
Nice gesture.. quality of service good. Also they provide genuine parts without any doubt..,HONDA Fort,,230,0.91786504,1
Very Professional and experienced Staff,HONDA Fort,,231,0.9136485,1
People of dealership are very good,HONDA Fort,,232,0.9719424,1
Expensive labour rates,HONDA Fort,,233,0.17485261,0
Pathetic service,HONDA Fort,,234,0.09785193,0
They' are very professional,HONDA Fort,,235,0.4649192,0
"Its very good.
Very supportive staff especially Nazakat sb.",HONDA Fort,,237,0.9344695,1
Honda food lahoor Pakistan haseeb khanhasseb806@mail.com 0HAsseb mahla usmana bad lahor cant hawos 116.gali.3 nazd jaglywli garond wetamain rood the best,HONDA Fort,,238,0.39401004,0
Nice experience,HONDA Fort,,239,0.9590015,1
Excellent service,HONDA Fort,,240,0.98042727,1
Excellent Ã°??? Ã¢?Â¦,HONDA Fort,,242,0.98076755,1
"I dont know if its only with me or with others as well. Whenever i go there, i found the staff tired n lazy with casual attitude.. may be because in second half of the day they are already exhausted",HONDA Fort,,243,0.23941152,0
Good service Ã°??Â Ã¢?Â¦,HONDA Fort,,244,0.95621544,1
Professional dealer,HONDA Fort,,245,0.43963048,0
Great to buy a new car,HONDA Fort,,246,0.92012733,1
Very Bad service,HONDA Fort,,247,0.10694552,0
Expensive but diagnose well,HONDA Fort,,249,0.17455989,0
Professional services,HONDA Fort,,250,0.43744445,0
Excelent team work,HONDA Fort,,251,0.31451604,0
Good and best services,HONDA Fort,,252,0.9614585,1
Good dealership,HONDA Fort,,253,0.9562354,1
Its a good Honda 3s dealer shop,HONDA Fort,,254,0.9518823,1
"Very satisfied.
Nice cooperative staff.
Good service",HONDA Fort,,255,0.9595141,1
Worst place for japanease honda cars...they dont offer any service for honda japanease cars especially for electronic checkups or repairs,HONDA Fort,,256,0.22129747,0
No AC. Showroom lighiting feels like you are in local showroom with 1 star rating and the floors are dirty..,HONDA Fort,,257,0.2227591,0
Honda civic turbo,HONDA Fort,,258,0.31622356,0
Excellent service and very cooperative.,HONDA Fort,,259,0.94899833,1
Good service area for car maintenance  but one must have a basic mechanical knowledge of car to deal with the professionals.,HONDA Fort,,260,0.6478367,1
I love this car,HONDA Fort,,261,0.9217073,1
"They are highly professional and helpful, they took a little bit long time , rest results are awesome",HONDA Fort,,262,0.6479485,1
9200 labor charges without GST.... Too much expensive,HONDA Fort,,263,0.16816339,0
Bit expensive but better than other Honda 3S.,HONDA Fort,,264,0.34649697,0
Fast working,HONDA Fort,,265,0.82741374,1
Very good place to bring your lovely car here. They really Check your vehicle with good care under supervisor supervision.,HONDA Fort,,267,0.9130421,1
Professional staff,HONDA Fort,,268,0.43776134,0
Good services,HONDA Fort,,269,0.95589054,1
Poor Customer Care and no SOPs,HONDA Fort,,270,0.19112042,0
They have changed my opnion of poor customer service to good one. Much better than honda city sales. Cooperative staff.,HONDA Fort,,272,0.65450895,1
Authorized dealer of Honda good staff and before sale service feels to be good,HONDA Fort,,273,0.93465555,1
"Honda fort deals with the issues and problems of their customers. Moreover, they also deal with different levels according to the car. There is also car wash service and car mechanic services.",HONDA Fort,,274,0.35776702,0
Great quality of work,HONDA Fort,,275,0.968161,1
Experience is ok but no one even bothers to ask for a glass of water to its customers especially those who visit for the car repairs.,HONDA Fort,,276,0.63482445,1
Always good experience,HONDA Fort,,277,0.9554564,1
Good at services,HONDA Fort,,278,0.9528737,1
Its top rated Honda service provider.,HONDA Fort,,279,0.9088747,1
Best Dealership,HONDA Fort,,280,0.96337575,1
Very Good and Co operative behaviour by all staff. My residence is near Kalma Chowk but I always prefer to visit Honda Fort instead of City Sales .Agha Abdaal,HONDA Fort,,281,0.7937555,1
Because i never review this place,HONDA Fort,,282,0.27820787,0
Good service and detail checkup,HONDA Fort,,283,0.951723,1
Slow service...,HONDA Fort,,284,0.20652232,0
"ÃÂ²Ã?ÃÂ§Ã?ÃÂ Ã?ÃÂÃÂ§ÃÂ¯ÃÂ§ÃÂ± Ã?ÃÂÃ?ÃÂº  ÃÂªÃ? ÃÂ©Ã?ÃÂ§ÃÂÃ?ÃÂ§ ÃÂ§Ã?Ã?ÃÂ¯Ã?Ã°???Ã°???

ÃÂ¯ÃÂ¾Ã?ÃÂ©Ã?ÃÂ¨ÃÂ§ÃÂ² ÃÂ¨ÃÂ¾Ã? ÃÂªÃ?ÃÂ§ÃÂ©ÃÂ«ÃÂ± Ã?ÃÂ§ÃÂ± ÃÂÃ? ÃÂÃ?ÃÂ§ ÃÂ©ÃÂ±ÃÂªÃ?ÃÂÃ?ÃÂºÃ°???Ã°??? Ã¢?Â¦",HONDA Fort,,285,0.32921538,0
Good service,HONDA Fort,,286,0.95621544,1
Good service,HONDA Fort,,287,0.95621544,1
Very costly place for car work,HONDA Fort,,288,0.6494478,1
Great service friendly people  committed and honest,HONDA Fort,,289,0.9480285,1
"Pathetic and trully non professional staff, no concerns with customers issues.
Never recommend.",HONDA Fort,,290,0.19147402,0
"Totally disappointed service and no courteousy in customer handling. Charges are high and quality of work is not satisfactory. In this time of crisis, there should be someone on the phone to guide the customers who are stuck or their automobiles are locked due to lockdown. Unfortunately no attendance at all",HONDA Fort,,291,0.28203413,0
Honda lovers,HONDA Fort,,292,0.32244602,0
"Staff coordination is good, first time buying Honda lets see",HONDA Fort,,293,0.8880488,1
Excellent personalized service Ã°??Â Ã¢?Â¦,HONDA Fort,,294,0.97923726,1
"Very old dealership with proffectional staff , specially the denting & paint shope is well equipped.",HONDA Fort,,295,0.67103016,1
Bad services,HONDA Fort,,296,0.1350422,0
Efficient staff but parts are very expensive..,HONDA Fort,,297,0.14924924,0
Best dealer indeed,HONDA Fort,,298,0.9622738,1
1st free check up went fine,HONDA Fort,,299,0.90042436,1
Excellent place for service,HONDA Fort,,300,0.97995496,1
Good service and staff was very helpful,HONDA Fort,,301,0.89296675,1
Very good performance,HONDA Fort,,302,0.9733743,1
The best Car Company Honda in Pakistan,HONDA Fort,,307,0.9626286,1
Behavior friendly,HONDA Fort,,308,0.88355666,1
Excellent Service from Honda Fort. Best dealership in Pakistan,HONDA Fort,,309,0.9707104,1
Slow service,HONDA Fort,,310,0.20652232,0
"A mecinized workshop, love for all there serving pakistan",HONDA Fort,,311,0.90826684,1
Honda cars showroom,HONDA Fort,,312,0.32552487,0
Zayada wait nai krna para tha  Ã°?Â¤Â­Ã°?Â¤Â­ Ã¢?Â¦,HONDA Fort,,313,0.29010165,0
To much labour charges,HONDA Fort,,314,0.5271225,1
"Very good service, strongly recommended",HONDA Fort,,315,0.9569006,1
Honda workshop well maintained,HONDA Fort,,316,0.32082015,0
Best to see them giving a new car to Abid Ali,HONDA Fort,,317,0.86553204,1
Best Retailer,HONDA Fort,,318,0.9627117,1
Best dealing,HONDA Fort,,319,0.9633739,1
Non profashnal people,HONDA Fort,,321,0.3064065,0
Work is good. But very expensive,HONDA Fort,,322,0.65808535,1
Good services,HONDA Fort,,323,0.95589054,1
Great service,HONDA Fort,,324,0.9675773,1
Good but expensive,HONDA Fort,,325,0.75438374,1
Lovely place,HONDA Fort,,326,0.94046235,1
"Excellent staff, excellent speed..",HONDA Fort,,327,0.9798761,1
Professional's,HONDA Fort,,328,0.44225115,0
Best workshop with cooperative staff to repair your car or book your Honda car,HONDA Fort,,329,0.94889325,1
Very neat and clean and smooth able place.,HONDA Fort,,330,0.8865405,1
I dont like Honda fort high mantinis,HONDA Fort,,331,0.69540787,1
Great experience,HONDA Fort,,332,0.96826047,1
Please check your vechile frequently during the maintenance.,HONDA Fort,,333,0.4800952,0
"Awesome experience
Staff was extremely cooperative
Technicians were skilled and knew their job. Ã¢?Â¦",HONDA Fort,,335,0.909671,1
All work easily by show room,HONDA Fort,,336,0.9256948,1
nice place for honda dealing,HONDA Fort,,339,0.9572859,1
Excellent service,HONDA Fort,,340,0.98042727,1
too slow service,HONDA Fort,,341,0.19924945,0
Unprofessional staff,HONDA Fort,,342,0.31139913,0
The best honda showroom in Lahore in my opinion. Staff is professional,HONDA Fort,,343,0.8360324,1
Excellent service.,HONDA Fort,,346,0.98042727,1
"One of the best showroom for Honda Sales and services, bought my first brand new Honda City from them and sales person explained and walk me through the inspection.

I do get the regular car maintenance from here service staff is very friendly and give an honest opinion on car maintenance and part replacement.

Only draw back with this place is that it lies in a rushy area so you have to went early in morning to book an appointment and get cleared as soon as possible.",HONDA Fort,,347,0.32720503,0
"I recently purchased Honda Oriel from this showroom. We were served by the sales team member - Subhan who explained all the procedure. He went extra mile by delivering the car to my house. Subhan is a professional person who cares about the customer, he also give me a decent discount on the car. I fully recommend this showroom, this is the second time I bought Honda Civic from this showroom, first time was way back in 1995.",HONDA Fort,,348,0.30702904,0
Best Honda dealership of Pakistan.,HONDA Fort,,349,0.96341944,1
Very good location but very bad customer service,HONDA Fort,,350,0.6411025,1
Very professional staff. Comes top down. Customer Service is really pleasant.,HONDA Fort,,351,0.7675163,1
Very congested place. Less parking area outside. Staff is also not very cooperative.,HONDA Fort,,352,0.26559204,0
good place for your honda care,HONDA Fort,,354,0.95712805,1
Good management,HONDA Fort,,355,0.9552032,1
"Thats a awesome place to visit honda , good representative and good staff",HONDA Fort,,356,0.9538813,1
Pathetic customer service in body shop and work quality has also remained below par.,HONDA Fort,,357,0.102803275,0
Did not listen to customer complaint,HONDA Fort,,358,0.1866717,0
Staff chor hai....,HONDA Fort,,360,0.3094473,0
I got my car,HONDA Fort,,361,0.31059915,0
One of the best and oldest 3S dealerships in Lahore,HONDA Fort,,362,0.9547363,1
Best Honda Dealership in Lahore.,HONDA Fort,,363,0.963355,1
Good 3S Dealership,HONDA Fort,,364,0.9558083,1
Best service for Honda Car,HONDA Fort,,365,0.9624979,1
very good technician but very costly,HONDA Fort,,366,0.9340992,1
Best dealership of Honda in Lahore,HONDA Fort,,367,0.962967,1
Very good service....my all time favourite Honda 3S,HONDA Fort,,368,0.9700432,1
Good experience,HONDA Fort,,369,0.957092,1
Good sales staff,HONDA Fort,,370,0.95350266,1
"A well-known Honda's Authorize Dealer
Sale, Service, Spare parts available here",HONDA Fort,,371,0.81660336,1
Good service,HONDA Fort,,372,0.95621544,1
one of the best honda point,HONDA Fort,,373,0.9614388,1
Good Quality Workshop,HONDA Fort,,375,0.95725906,1
Great service. Professional.,HONDA Fort,,376,0.8941882,1
CarsÃ°??ÂÃ°??Â Ã¢?Â¦,HONDA Fort,,378,0.32777718,0
Dine v sat kar chhad di yendi a. But the hospital and Honda don't spare anyone.,HONDA Fort,,379,0.2635968,0
Most expensive and many hidden surcharges on the time of payment,HONDA Fort,,380,0.49919397,0
Honda car show room,HONDA Fort,,381,0.31248087,0
"Always over crowded, have to wait for your turn",HONDA Fort,,382,0.28817022,0
It was very good,HONDA Fort,,383,0.9712532,1
Too much time wasting at workshop.,HONDA Fort,,384,0.4846909,0
Honda Authorized Dealer,HONDA Fort,,385,0.3188935,0
Very cooperative staff,HONDA Fort,,386,0.68299675,1
I buy my first car in pakistan from honda fort,HONDA Fort,,387,0.68337184,1
Staff is efficient & respectful,HONDA Fort,,388,0.92933106,1
"Good professional people,",HONDA Fort,,390,0.8604062,1
It was closed at 10pm when we visited for some urgent repair works in our car,HONDA Fort,,391,0.24404725,0
Best showroom for Honda cars,HONDA Fort,,392,0.9648818,1
Good customer service and technical expertise.,HONDA Fort,,393,0.80822444,1
Quality operations and great welcoming staff.,HONDA Fort,,394,0.9635719,1
"Honda Atlas Cars have opened 3S centre opposite to Gunga Ram Hospital.
We went there for delivery of Honda city and to the irony of the most renowned company of Pakistan, the staff caused us to wait more than 4 hrs for having it. There is no timely control measures taken over customer queries, problems and concerns. The staff is ignorant of what is happening around them, they just make lame excuses just to waste your time. Above all, there is no communication b/w the person who is giving the delivery and the one who is physically carrying and servicing your car.
If you to go to the one, he will refer to the other and vice versa.",HONDA Fort,,395,0.24169628,0
Get my car service,HONDA Fort,,399,0.30422714,0
