wiI7pd,dealership_name,manual_label,review_id
Very good service and good team work.exilant behavior,Suzuki Adil Zafar Motors,1,32
Authorized dealer of Suzuki Motors with a very big setup and good customer service. If you own Suzuki vehicle this is the right place for you.,Suzuki Adil Zafar Motors,1,33
Suzuki showroom and service center with professional staff. They also give you free car services upon purchase of vehicle,Suzuki Adil Zafar Motors,1,34
They really have good service speed... I had an oil change in less then 35 min.... Keep it up!,Suzuki Adil Zafar Motors,1,35
Best place to get Suzuki. Nice caring staff and very friendly... will discuss details and help you decide which car will be best for your needs,Suzuki Adil Zafar Motors,1,36
"My favourite place for car maintenance & repairs. Cooperative staff, reasonable pricing, waiting room, toilets & refreshments available.",Suzuki Adil Zafar Motors,1,37
"Excellent dealing by Ilyas Sahib. Customers friendly attitude and good environment. Offers 3S ie . Sale, Service and Spare parts",Suzuki Adil Zafar Motors,1,38
"Adil Zafar Motors is Szuki authorised dealer in sales, service and spare parts. Thus its a 3S shop situated at Multan Road Lahore.
Ilyas Sahib is sales manager here. Customers friendly attitude and environment.",Suzuki Adil Zafar Motors,1,39
Adil Zafar motors is show room and workshop  of Pak Suzuki motors.  Work quality  is good. Honest staff and rates are reasonable.,Suzuki Adil Zafar Motors,1,40
"Nice workshop, better than other Suzuki showroom workshops, cooperative and highly skilled workers.",Suzuki Adil Zafar Motors,1,42
I get genuine parts there of Suzuki ??. They introduced Suzuki offer scheme on purchasing of engine oil.,Suzuki Adil Zafar Motors,1,43
Worst service ever. Suzuki Raiwind branch is much better.,Suzuki Adil Zafar Motors,0,44
"Nice place, good experience. A little expensive and a bit high price rates for products but the experience was quite satisfying.",Suzuki Adil Zafar Motors,1,45
very good service provider,Suzuki Adil Zafar Motors,1,46
Nice working and experienced workers,Suzuki Adil Zafar Motors,1,47
Very expert mechanical staff. Service changes littel high but services are very satisfactory,Suzuki Adil Zafar Motors,1,48
Good sales staff and near to anyone living near multan road.,Suzuki Adil Zafar Motors,1,49
"It's always good for My Suzuki car maintenance here. Courteous & efficient staff, cooperative system",Suzuki Adil Zafar Motors,1,50
courteseous staff and very honest charges for parts and services,Suzuki Adil Zafar Motors,1,51
"Suzuki Adil zafar motors is the best for purchas any car, we easyly purchased avery vehicle and work our car.",Suzuki Adil Zafar Motors,1,52
"Regarding auto workshop, services are good. Auto parts are also available at reasonable prices.",Suzuki Adil Zafar Motors,1,53
Little expensive but services are fine,Suzuki Adil Zafar Motors,0,54
Nice place good staff specially Rustam Sahib very nice person,Suzuki Adil Zafar Motors,1,55
"Highly recommended to others
Boota bhai is great person
Machenical department.",Suzuki Adil Zafar Motors,1,56
Very Good Service and well trained staff.,Suzuki Adil Zafar Motors,1,57
Good service,Suzuki Adil Zafar Motors,1,58
"Very co-operative staff, well experienced mechanics and genuine parts bit costly with peace of mind!",Suzuki Adil Zafar Motors,1,59
Very Co operative staff and good showroom,Suzuki Adil Zafar Motors,1,60
Nice persons good work,Suzuki Adil Zafar Motors,1,61
Nice car dealers..,Suzuki Adil Zafar Motors,1,62
Big & beautiful showroom is situated in Multan road & service also so good,Suzuki Adil Zafar Motors,1,63
"They are courteous, co-operative and professional. Excellent service.",Suzuki Adil Zafar Motors,1,64
Bought my first car. Its a great place for getting your car serviced.,Suzuki Adil Zafar Motors,1,65
Good services at body shop,Suzuki Adil Zafar Motors,1,66
For purchase of new cars and after sale service.,Suzuki Adil Zafar Motors,1,67
If u want to tune ur car tow adil zafar best hai,Suzuki Adil Zafar Motors,1,68
Competent staff. Good & friendly behaviour.,Suzuki Adil Zafar Motors,1,69
Very good service provider.,Suzuki Adil Zafar Motors,1,70
Good service except for denting & painting and insurance claim department,Suzuki Adil Zafar Motors,1,71
Service is good but spares prices high,Suzuki Adil Zafar Motors,1,72
"It's a nice place, staff is very cooperative.",Suzuki Adil Zafar Motors,1,73
Preferably Better In Service If Compared To Other Suzuki Centres,Suzuki Adil Zafar Motors,1,74
"Excellent services, even home delivery available.",Suzuki Adil Zafar Motors,1,75
Because o friendly staff & almost every facilty available of car service.,Suzuki Adil Zafar Motors,1,76
Satisfied with performance. Good Service,Suzuki Adil Zafar Motors,1,77
Good customer support and well maintained.,Suzuki Adil Zafar Motors,1,78
They also have paint and denter shops.,Suzuki Adil Zafar Motors,1,79
Thr are not much cooperative,Suzuki Adil Zafar Motors,0,80
Good Car dealer and good place for car service and tuning..,Suzuki Adil Zafar Motors,,81
Suzuki 3s service. Management is friendly and understands issue.,Suzuki Adil Zafar Motors,,82
Good place for sales purchase and workshop,Suzuki Adil Zafar Motors,,83
Nice but not affordable workshop very very expensive,Suzuki Adil Zafar Motors,0,84
Very good staf neat and fresh fresh workshop and i am very happy this wizit adil zafar motoras,Suzuki Adil Zafar Motors,,85
All under one roof. Show room . Wrok shop n denting paimting service.,Suzuki Adil Zafar Motors,,86
Good people and good dealing with customer.,Suzuki Adil Zafar Motors,,87
Nice showroom for suzuki lovers low interest rates and good service section,Suzuki Adil Zafar Motors,,88
very high rate when i go there for my mehran repairing,Suzuki Adil Zafar Motors,0,89
Really friendly and helpful people here,Suzuki Adil Zafar Motors,,90
"Sales and service place for Suzuki cars, service standards are below average",Suzuki Adil Zafar Motors,,91
Nice visit every time,Suzuki Adil Zafar Motors,,92
Very good dealing upto my satisfaction,Suzuki Adil Zafar Motors,,93
there all reparung and oarts available .that have sertefied machenic,Suzuki Adil Zafar Motors,,94
Good place for suzuki vehicle care cooperative staff,Suzuki Adil Zafar Motors,,95
Bought Suzuki Alto. Professional staff,Suzuki Adil Zafar Motors,,96
Good services,Suzuki Adil Zafar Motors,,97
"Just OK
Not have extra ordinary services",Suzuki Adil Zafar Motors,,98
"Nice dealers, have basically every part is car required.",Suzuki Adil Zafar Motors,,99
Good environment and peaceful work shop,Suzuki Adil Zafar Motors,,100
Good experience,Suzuki Adil Zafar Motors,,101
Not available of Air filter for New Cultus,Suzuki Adil Zafar Motors,0,102
Suzuki work shop and showroom very reliable services.,Suzuki Adil Zafar Motors,,103
Its OK but need more experience  staff,Suzuki Adil Zafar Motors,,104
Excellent suzuki motor workshop. Always satisfied.,Suzuki Adil Zafar Motors,,105
Excellent services .. really satisfied,Suzuki Adil Zafar Motors,,106
Good work shop for Suzuki car's,Suzuki Adil Zafar Motors,,107
Very bad experience. Non cooperative staff,Suzuki Adil Zafar Motors,0,108
"Excellent services...
Keep it up....",Suzuki Adil Zafar Motors,,109
Now a days timings 9 to 5:30,Suzuki Adil Zafar Motors,,112
Staff is not good . Poor management,Suzuki Adil Zafar Motors,0,113
"Friendly Staff, Good Service",Suzuki Adil Zafar Motors,,114
Good services at reasonable prices.,Suzuki Adil Zafar Motors,,115
Nice service,Suzuki Adil Zafar Motors,,116
Good experience nice staff,Suzuki Adil Zafar Motors,,117
I received WagonR from them. Experience was average.,Suzuki Adil Zafar Motors,,118
Busy But Good Place for your Suzuki,Suzuki Adil Zafar Motors,0,119
Suzuki Showroom and claim department,Suzuki Adil Zafar Motors,,120
Good attitude well organized,Suzuki Adil Zafar Motors,,121
Good service available here,Suzuki Adil Zafar Motors,,122
Good for your car maintainance,Suzuki Adil Zafar Motors,,123
Good workshop and environment,Suzuki Adil Zafar Motors,,124
Its Suzuki showroom and Repair Work shop,Suzuki Adil Zafar Motors,,125
Very friendly and technical staff,Suzuki Adil Zafar Motors,,126
Very famous Suzuki motors cars showroom.,Suzuki Adil Zafar Motors,,127
A good shorom for all cars and bike's,Suzuki Adil Zafar Motors,,128
Good Experience,Suzuki Adil Zafar Motors,,129
Nice Dealers available for customers,Suzuki Adil Zafar Motors,,130
Cooperative Staff.,Suzuki Adil Zafar Motors,,131
Very poor service don't visit,Suzuki Adil Zafar Motors,0,132
Now they are improving servicr,Suzuki Adil Zafar Motors,,134
Too many Honda's and Toyota being serviced.,Suzuki Adil Zafar Motors,,135
Javad sab need to improve his attitude,Suzuki Adil Zafar Motors,,136
"Satisfactory services
Good sitting",Suzuki Adil Zafar Motors,,137
Service was good.,Suzuki Adil Zafar Motors,,138
Good place for car service,Suzuki Adil Zafar Motors,,139
Nice dealership,Suzuki Adil Zafar Motors,,140
Good dealing and supportive,Suzuki Adil Zafar Motors,,141
I loved the staff treatment.,Suzuki Adil Zafar Motors,,142
Economical & good maintenance for suzuki vehicles,Suzuki Adil Zafar Motors,,143
It My vehicle check with work shop.......,Suzuki Adil Zafar Motors,,144
Good auto maintenance service,Suzuki Adil Zafar Motors,,145
Professional abd quick,Suzuki Adil Zafar Motors,,146
Cooperative staff,Suzuki Adil Zafar Motors,,147
Getting my new car from here. 3S services,Suzuki Adil Zafar Motors,,148
Cooperative staff at worker level.,Suzuki Adil Zafar Motors,,149
Automobile showroom. We buy a car from here.,Suzuki Adil Zafar Motors,,150
Best suzuki vehicle selling point,Suzuki Adil Zafar Motors,,151
Good experience,Suzuki Adil Zafar Motors,,152
Nice showroom,Suzuki Adil Zafar Motors,,153
Having Good Selling Attitude.,Suzuki Adil Zafar Motors,,154
Good Cooperative staff.,Suzuki Adil Zafar Motors,,155
Best services in the market,Suzuki Adil Zafar Motors,,156
Average skills and expensive,Suzuki Adil Zafar Motors,,158
Good place for Suzuki cars,Suzuki Adil Zafar Motors,,159
Perfect service,Suzuki Adil Zafar Motors,,161
Good place for car maintenance,Suzuki Adil Zafar Motors,,162
Good technical experience.,Suzuki Adil Zafar Motors,,163
At least approach in Multan Road,Suzuki Adil Zafar Motors,,165
Good services in town,Suzuki Adil Zafar Motors,,166
My bro work their,Suzuki Adil Zafar Motors,,167
New vehicle motors are available here,Suzuki Adil Zafar Motors,,168
Overall good experience,Suzuki Adil Zafar Motors,,169
Good service,Suzuki Adil Zafar Motors,,170
Very coprative staff,Suzuki Adil Zafar Motors,,171
Good car service.,Suzuki Adil Zafar Motors,,172
Good worker is there,Suzuki Adil Zafar Motors,,173
Best Suzuki services.,Suzuki Adil Zafar Motors,,174
Too much waiting time..,Suzuki Adil Zafar Motors,,175
Satisfied work of suzuki vahicles,Suzuki Adil Zafar Motors,,176
Good service,Suzuki Adil Zafar Motors,,177
Good Services,Suzuki Adil Zafar Motors,,178
A good workshop for Suzuki vehicles,Suzuki Adil Zafar Motors,,179
I'd been their customer,Suzuki Adil Zafar Motors,,181
Service is not good,Suzuki Adil Zafar Motors,,182
Adil Zafar Motar Multan Road Lahore,Suzuki Adil Zafar Motors,,184
On the road easy to find,Suzuki Adil Zafar Motors,,185
Good service,Suzuki Adil Zafar Motors,,188
Good services,Suzuki Adil Zafar Motors,,189
Very busy Access,Suzuki Adil Zafar Motors,,192
They are Good,Suzuki Adil Zafar Motors,,193
"Just okay, nothing special in them ...",Suzuki Adil Zafar Motors,,194
Very bad service,Suzuki Adil Zafar Motors,,195
Need to be less expensive,Suzuki Adil Zafar Motors,,196
One of the good workshops,Suzuki Adil Zafar Motors,,197
Bad service,Suzuki Adil Zafar Motors,,198
Non coprative and expensive,Suzuki Adil Zafar Motors,,200
Good Services,Suzuki Adil Zafar Motors,,201
New car sale center,Suzuki Adil Zafar Motors,,202
Very bad experience,Suzuki Adil Zafar Motors,,203
Good service,Suzuki Adil Zafar Motors,,204
Good services,Suzuki Adil Zafar Motors,,205
Good looking plaza,Suzuki Adil Zafar Motors,,206
good place for suzuki.,Suzuki Adil Zafar Motors,,207
People were nice,Suzuki Adil Zafar Motors,,208
Suzuki authorized 3S station,Suzuki Adil Zafar Motors,,209
Good service,Suzuki Adil Zafar Motors,,210
Good experience,Suzuki Adil Zafar Motors,,211
Good service,Suzuki Adil Zafar Motors,,212
Nice services,Suzuki Adil Zafar Motors,,213
Its good shop,Suzuki Adil Zafar Motors,,214
Excellent service,Suzuki Adil Zafar Motors,,215
Excellent workers,Suzuki Adil Zafar Motors,,216
Good.   experience,Suzuki Adil Zafar Motors,,217
Good service,Suzuki Adil Zafar Motors,,218
Welcomeing staff,Suzuki Adil Zafar Motors,,219
Good service,Suzuki Adil Zafar Motors,,220
Good service,Suzuki Adil Zafar Motors,,221
helpful staff,Suzuki Adil Zafar Motors,,222
Best service,Suzuki Adil Zafar Motors,,226
Not very friendly..,Suzuki Adil Zafar Motors,,227
Pak suzuki 3S dealer,Suzuki Adil Zafar Motors,,228
Because it is nice.,Suzuki Adil Zafar Motors,,229
Excellent service,Suzuki Adil Zafar Motors,,230
good service,Suzuki Adil Zafar Motors,,232
this is complete and large workshop,Suzuki Adil Zafar Motors,,233
best services,Suzuki Adil Zafar Motors,,235
Pathetic  experience,Suzuki Adil Zafar Motors,,236
My work place,Suzuki Adil Zafar Motors,,239
Excellent workshop!,Suzuki Adil Zafar Motors,,241
Car repair for Suzuki cars,Suzuki Adil Zafar Motors,,244
Excellence services,Suzuki Adil Zafar Motors,,245
"Cooperative, competent",Suzuki Adil Zafar Motors,,247
Suzuki authorised dealer,Suzuki Adil Zafar Motors,,248
Bad service,Suzuki Adil Zafar Motors,,249
Parents live near to it,Suzuki Adil Zafar Motors,,250
Ok workshop...!,Suzuki Adil Zafar Motors,,251
Nice people,Suzuki Adil Zafar Motors,,252
Good decorations,Suzuki Adil Zafar Motors,,254
Bad experience,Suzuki Adil Zafar Motors,,255
Slow service,Suzuki Adil Zafar Motors,,256
random visit,Suzuki Adil Zafar Motors,,257
Quite satisfying,Suzuki Adil Zafar Motors,,265
Suzuki moter workshop,Suzuki Adil Zafar Motors,,268
Cooperative staff,Suzuki Adil Zafar Motors,,271
Price negotiable,Suzuki Adil Zafar Motors,,272
Supportive peoples,Suzuki Adil Zafar Motors,,275
Car show room,Suzuki Adil Zafar Motors,,279
Suzuki showroom,Suzuki Adil Zafar Motors,,282
Suzuki dealers,Suzuki Adil Zafar Motors,,283
Oil perchage,Suzuki Adil Zafar Motors,,284
Cooperative,Suzuki Adil Zafar Motors,,285
Suzuki motors,Suzuki Adil Zafar Motors,,286
"Asalam o alaikum
Month k last sunday ko jab ya open kerty hain to in k pass worker bil kul b achay nae hoty.na un ki niyat hoti hai kam ki. ??",Suzuki Adil Zafar Motors,,287
Good option for Thokar Niaz baig suzuki customers,Suzuki Adil Zafar Motors,,288
At Multan Road near Hanjarwal stop.,Suzuki Adil Zafar Motors,,289
Main Multan road near hanjarwal Lahore,Suzuki Adil Zafar Motors,,290
No service for booki ??,Suzuki Adil Zafar Motors,,291
Tax bohat  he,Suzuki Adil Zafar Motors,,293
"Multan Rd, Muridwal, Hanjarwal, Hanjarwal, Lahore, Punjab 54030",Suzuki Adil Zafar Motors,,296
