wiI7pd,dealership_name,manual_label,review_id
Very disciplined staff. Mohsin sb and Arsalan handled my compliant very professionally and resolved it upto mu entire satisfaction .,HONDA Fort,,147
Reasonable service so far,HONDA Fort,,148
It went nice,HONDA Fort,,149
Good Service provider,HONDA Fort,,150
Over charged workshop,HONDA Fort,,151
"Place is easily accessible, very professional and active staff.",HONDA Fort,,153
The employees are very honest and hard work,HONDA Fort,,155
Available all brands,HONDA Fort,,156
"I know this place since 2006, staff is cooperative, and they know their work., quite professional approach.",HONDA Fort,,157
Awesome Place,HONDA Fort,,158
"Visited few months back, the sales department is awesome and cooperative.",HONDA Fort,,159
"Good experience with quick response.
Mr.Zubair at front desk was very cooperative and address complain with satisfaction. Looking forward claim solution at earliest.",HONDA Fort,,160
One of the best after sales services from Honda. There's a mechanic named Suleman Sindhu he's truly a Gem. He'll give you the perfect advice.,HONDA Fort,,161
Beat of the best,HONDA Fort,,163
Excellent service & prompt response.Thanks Honda,HONDA Fort,,164
Very professional,HONDA Fort,,166
Hardworking team.,HONDA Fort,,167
A place of very trained workers for repair work,HONDA Fort,,168
They dont deal japanese Honda cars,HONDA Fort,,169
Visit Honda fort good experiance Representative was good person He is loyal to his job  and company good conducted fulfil strugged   We satisfied,HONDA Fort,,170
Unprofessional attitude of staff,HONDA Fort,,171
Waiting area is for drivers and not for owners,HONDA Fort,,175
Not good experience,HONDA Fort,,176
Visit for Car,HONDA Fort,,177
Very busy point,HONDA Fort,,178
Honda hi lesaan,HONDA Fort,,179
PARKING ISSUE STAFF IS VERY BUSY WAITING TIME IS MORE,HONDA Fort,,180
Low customer services,HONDA Fort,,181
Very expensive beware when you visit,HONDA Fort,,182
Worst service,HONDA Fort,,184
One of the Best  Honda Cars  3s dealer....,HONDA Fort,,185
Official Show Room from the Leading Car Manufacturers Company in Pakistan for Visitors to buy Company's Vehicle Products in Lahore,HONDA Fort,,186
Parking problem ð??? poor services ð??? â?¦,HONDA Fort,,187
Visited for my routine check up.,HONDA Fort,,188
Good service ð?? â?¦,HONDA Fort,,190
Good service,HONDA Fort,,192
Aese aese scientist hain k muj jaisa insaan srf hans kr wapis ajata,HONDA Fort,,193
Bad experience of car maintenance. Not Good service,HONDA Fort,,194
Services are just ok,HONDA Fort,,195
Still I can't say something because my car is in process!,HONDA Fort,,196
Professional and great,HONDA Fort,,197
Loved thrre service price tooooo high,HONDA Fort,,198
"Pathetic service, charge overpriced and check nothing, doesn't even follow honda guidelines for checkup",HONDA Fort,,199
"Very bad experience at this showroom. I went for civic turbo rs and they did not cooperate in good ways and the behaviour of staff was the worst.
Overall bad experience at this showroom.",HONDA Fort,,201
They take a lil more time but satisfied by their performance,HONDA Fort,,202
Best 3s services   awesome,HONDA Fort,,203
Seems good dealer to book honda cars,HONDA Fort,,204
Services are decline compare to yesteryears I visited there after a long long time,HONDA Fort,,205
Professional Staff. Great experience,HONDA Fort,,207
Most pathetic people ever,HONDA Fort,,208
Good Repairing Services rate are high as compare to local workshop good and cooperative skilled technician,HONDA Fort,,209
Excellent staff feedback,HONDA Fort,,210
Time zaya krna hoto yahan gari ly jayn . Aur agr 5  6 hours wait krna ho to apni pani ki bottle aur chai sath lay jayn . Otherwise in sy kuch nahen Mily Ga.,HONDA Fort,,211
"When you visited such places where public dealing involved you remember them long either in a bad or good ways, mine was a complete satisfied visit. The sales person was so cooperative and have enough knowledge about the product we enquire. The ambience was good.",HONDA Fort,,212
I love Honda fort,HONDA Fort,,213
Excellent workshop facility,HONDA Fort,,214
Nice and cooperative staff.,HONDA Fort,,215
"Overall good experience, timely completion of work",HONDA Fort,,216
Best for honda fort......,HONDA Fort,,217
very impressive,HONDA Fort,,218
All range of Honda vehicles available here,HONDA Fort,,219
Nice atmosohere. Caring staff.,HONDA Fort,,220
Good competent staff amd genuine parts.,HONDA Fort,,221
bht bakwas after sale service hai .,HONDA Fort,,222
Poor sales and services.,HONDA Fort,,223
Just got the car ... but there no gift 4 me ... ð?¤?ð??? â?¦,HONDA Fort,,224
They are professional,HONDA Fort,,225
"Sales
Service
Parts â?¦",HONDA Fort,,226
"Neat Environment...Good Staff
Hamza Afzal is very Cooperative..",HONDA Fort,,227
Good service and vigilant staff,HONDA Fort,,228
"Famous Honda dealer in Lahore. Civic and City cars are available in stocks. Friendly staff, quick delivery. Situation in heart of the city.",HONDA Fort,,229
Nice gesture.. quality of service good. Also they provide genuine parts without any doubt..,HONDA Fort,,230
Very Professional and experienced Staff,HONDA Fort,,231
People of dealership are very good,HONDA Fort,,232
Expensive labour rates,HONDA Fort,,233
Pathetic service,HONDA Fort,,234
They' are very professional,HONDA Fort,,235
"Its very good.
Very supportive staff especially Nazakat sb.",HONDA Fort,,237
Honda food lahoor Pakistan haseeb khanhasseb806@mail.com 0HAsseb mahla usmana bad lahor cant hawos 116.gali.3 nazd jaglywli garond wetamain rood the best,HONDA Fort,,238
Nice experience,HONDA Fort,,239
Excellent service,HONDA Fort,,240
Excellent ð??? â?¦,HONDA Fort,,242
"I dont know if its only with me or with others as well. Whenever i go there, i found the staff tired n lazy with casual attitude.. may be because in second half of the day they are already exhausted",HONDA Fort,,243
Good service ð?? â?¦,HONDA Fort,,244
Professional dealer,HONDA Fort,,245
Great to buy a new car,HONDA Fort,,246
Very Bad service,HONDA Fort,,247
Expensive but diagnose well,HONDA Fort,,249
Professional services,HONDA Fort,,250
Excelent team work,HONDA Fort,,251
Good and best services,HONDA Fort,,252
Good dealership,HONDA Fort,,253
Its a good Honda 3s dealer shop,HONDA Fort,,254
"Very satisfied.
Nice cooperative staff.
Good service",HONDA Fort,,255
Worst place for japanease honda cars...they dont offer any service for honda japanease cars especially for electronic checkups or repairs,HONDA Fort,,256
No AC. Showroom lighiting feels like you are in local showroom with 1 star rating and the floors are dirty..,HONDA Fort,,257
Honda civic turbo,HONDA Fort,,258
Excellent service and very cooperative.,HONDA Fort,,259
Good service area for car maintenance  but one must have a basic mechanical knowledge of car to deal with the professionals.,HONDA Fort,,260
I love this car,HONDA Fort,,261
"They are highly professional and helpful, they took a little bit long time , rest results are awesome",HONDA Fort,,262
9200 labor charges without GST.... Too much expensive,HONDA Fort,,263
Bit expensive but better than other Honda 3S.,HONDA Fort,,264
Fast working,HONDA Fort,,265
Very good place to bring your lovely car here. They really Check your vehicle with good care under supervisor supervision.,HONDA Fort,,267
Professional staff,HONDA Fort,,268
Good services,HONDA Fort,,269
Poor Customer Care and no SOPs,HONDA Fort,,270
They have changed my opnion of poor customer service to good one. Much better than honda city sales. Cooperative staff.,HONDA Fort,,272
Authorized dealer of Honda good staff and before sale service feels to be good,HONDA Fort,,273
"Honda fort deals with the issues and problems of their customers. Moreover, they also deal with different levels according to the car. There is also car wash service and car mechanic services.",HONDA Fort,,274
Great quality of work,HONDA Fort,,275
Experience is ok but no one even bothers to ask for a glass of water to its customers especially those who visit for the car repairs.,HONDA Fort,,276
Always good experience,HONDA Fort,,277
Good at services,HONDA Fort,,278
Its top rated Honda service provider.,HONDA Fort,,279
Best Dealership,HONDA Fort,,280
Very Good and Co operative behaviour by all staff. My residence is near Kalma Chowk but I always prefer to visit Honda Fort instead of City Sales .Agha Abdaal,HONDA Fort,,281
Because i never review this place,HONDA Fort,,282
Good service and detail checkup,HONDA Fort,,283
Slow service...,HONDA Fort,,284
"Ø²Ù?Ø§Ù?Û Ù?ÙØ§Ø¯Ø§Ø± Ù?ÛÛ?Úº  ØªÙ? Ú©Û?Ø§ÛÙ?Ø§ Ø§Û?Û?Ø¯Ù?ð???ð???

Ø¯Ú¾Ù?Ú©Û?Ø¨Ø§Ø² Ø¨Ú¾Û? ØªÙ?Ø§Ú©Ø«Ø± Û?Ø§Ø± ÛÛ? ÛÙ?Ø§ Ú©Ø±ØªÛ?ÛÛ?Úºð???ð??? â?¦",HONDA Fort,,285
Good service,HONDA Fort,,286
Good service,HONDA Fort,,287
Very costly place for car work,HONDA Fort,,288
Great service friendly people  committed and honest,HONDA Fort,,289
"Pathetic and trully non professional staff, no concerns with customers issues.
Never recommend.",HONDA Fort,,290
"Totally disappointed service and no courteousy in customer handling. Charges are high and quality of work is not satisfactory. In this time of crisis, there should be someone on the phone to guide the customers who are stuck or their automobiles are locked due to lockdown. Unfortunately no attendance at all",HONDA Fort,,291
Honda lovers,HONDA Fort,,292
"Staff coordination is good, first time buying Honda lets see",HONDA Fort,,293
Excellent personalized service ð?? â?¦,HONDA Fort,,294
"Very old dealership with proffectional staff , specially the denting & paint shope is well equipped.",HONDA Fort,,295
Bad services,HONDA Fort,,296
Efficient staff but parts are very expensive..,HONDA Fort,,297
Best dealer indeed,HONDA Fort,,298
1st free check up went fine,HONDA Fort,,299
Excellent place for service,HONDA Fort,,300
Good service and staff was very helpful,HONDA Fort,,301
Very good performance,HONDA Fort,,302
The best Car Company Honda in Pakistan,HONDA Fort,,307
Behavior friendly,HONDA Fort,,308
Excellent Service from Honda Fort. Best dealership in Pakistan,HONDA Fort,,309
Slow service,HONDA Fort,,310
"A mecinized workshop, love for all there serving pakistan",HONDA Fort,,311
Honda cars showroom,HONDA Fort,,312
Zayada wait nai krna para tha  ð?¤­ð?¤­ â?¦,HONDA Fort,,313
To much labour charges,HONDA Fort,,314
"Very good service, strongly recommended",HONDA Fort,,315
Honda workshop well maintained,HONDA Fort,,316
Best to see them giving a new car to Abid Ali,HONDA Fort,,317
Best Retailer,HONDA Fort,,318
Best dealing,HONDA Fort,,319
Non profashnal people,HONDA Fort,,321
Work is good. But very expensive,HONDA Fort,,322
Good services,HONDA Fort,,323
Great service,HONDA Fort,,324
Good but expensive,HONDA Fort,,325
Lovely place,HONDA Fort,,326
"Excellent staff, excellent speed..",HONDA Fort,,327
Professional's,HONDA Fort,,328
Best workshop with cooperative staff to repair your car or book your Honda car,HONDA Fort,,329
Very neat and clean and smooth able place.,HONDA Fort,,330
I dont like Honda fort high mantinis,HONDA Fort,,331
Great experience,HONDA Fort,,332
Please check your vechile frequently during the maintenance.,HONDA Fort,,333
"Awesome experience
Staff was extremely cooperative
Technicians were skilled and knew their job. â?¦",HONDA Fort,,335
All work easily by show room,HONDA Fort,,336
nice place for honda dealing,HONDA Fort,,339
Excellent service,HONDA Fort,,340
too slow service,HONDA Fort,,341
Unprofessional staff,HONDA Fort,,342
The best honda showroom in Lahore in my opinion. Staff is professional,HONDA Fort,,343
Excellent service.,HONDA Fort,,346
"One of the best showroom for Honda Sales and services, bought my first brand new Honda City from them and sales person explained and walk me through the inspection.

I do get the regular car maintenance from here service staff is very friendly and give an honest opinion on car maintenance and part replacement.

Only draw back with this place is that it lies in a rushy area so you have to went early in morning to book an appointment and get cleared as soon as possible.",HONDA Fort,,347
"I recently purchased Honda Oriel from this showroom. We were served by the sales team member - Subhan who explained all the procedure. He went extra mile by delivering the car to my house. Subhan is a professional person who cares about the customer, he also give me a decent discount on the car. I fully recommend this showroom, this is the second time I bought Honda Civic from this showroom, first time was way back in 1995.",HONDA Fort,,348
Best Honda dealership of Pakistan.,HONDA Fort,,349
Very good location but very bad customer service,HONDA Fort,,350
Very professional staff. Comes top down. Customer Service is really pleasant.,HONDA Fort,,351
Very congested place. Less parking area outside. Staff is also not very cooperative.,HONDA Fort,,352
good place for your honda care,HONDA Fort,,354
Good management,HONDA Fort,,355
"Thats a awesome place to visit honda , good representative and good staff",HONDA Fort,,356
Pathetic customer service in body shop and work quality has also remained below par.,HONDA Fort,,357
Did not listen to customer complaint,HONDA Fort,,358
Staff chor hai....,HONDA Fort,,360
I got my car,HONDA Fort,,361
One of the best and oldest 3S dealerships in Lahore,HONDA Fort,,362
Best Honda Dealership in Lahore.,HONDA Fort,,363
Good 3S Dealership,HONDA Fort,,364
Best service for Honda Car,HONDA Fort,,365
very good technician but very costly,HONDA Fort,,366
Best dealership of Honda in Lahore,HONDA Fort,,367
Very good service....my all time favourite Honda 3S,HONDA Fort,,368
Good experience,HONDA Fort,,369
Good sales staff,HONDA Fort,,370
"A well-known Honda's Authorize Dealer
Sale, Service, Spare parts available here",HONDA Fort,,371
Good service,HONDA Fort,,372
one of the best honda point,HONDA Fort,,373
Good Quality Workshop,HONDA Fort,,375
Great service. Professional.,HONDA Fort,,376
Carsð??ð?? â?¦,HONDA Fort,,378
Dine v sat kar chhad di yendi a. But the hospital and Honda don't spare anyone.,HONDA Fort,,379
Most expensive and many hidden surcharges on the time of payment,HONDA Fort,,380
Honda car show room,HONDA Fort,,381
"Always over crowded, have to wait for your turn",HONDA Fort,,382
It was very good,HONDA Fort,,383
Too much time wasting at workshop.,HONDA Fort,,384
Honda Authorized Dealer,HONDA Fort,,385
Very cooperative staff,HONDA Fort,,386
I buy my first car in pakistan from honda fort,HONDA Fort,,387
Staff is efficient & respectful,HONDA Fort,,388
"Good professional people,",HONDA Fort,,390
It was closed at 10pm when we visited for some urgent repair works in our car,HONDA Fort,,391
Best showroom for Honda cars,HONDA Fort,,392
Good customer service and technical expertise.,HONDA Fort,,393
Quality operations and great welcoming staff.,HONDA Fort,,394
"Honda Atlas Cars have opened 3S centre opposite to Gunga Ram Hospital.
We went there for delivery of Honda city and to the irony of the most renowned company of Pakistan, the staff caused us to wait more than 4 hrs for having it. There is no timely control measures taken over customer queries, problems and concerns. The staff is ignorant of what is happening around them, they just make lame excuses just to waste your time. Above all, there is no communication b/w the person who is giving the delivery and the one who is physically carrying and servicing your car.
If you to go to the one, he will refer to the other and vice versa.",HONDA Fort,,395
Get my car service,HONDA Fort,,399
"To buy or to get service or to get repaired or mechanical or any sort of work of Honda and cars insurance can be claimed
In short any sort of work for Honda brand can be done here",HONDA Fort,,402
Very good and reliable workshop,HONDA Fort,,403
Good dealership for new Honda cars and their maintenance,HONDA Fort,,404
Good customer service,HONDA Fort,,405
Good quality 3S dealers with cooperative staff,HONDA Fort,,407
Please no comment,HONDA Fort,,408
i love honda,HONDA Fort,,412
