wiI7pd,dealership_name,manual_label,review_id
"Once I had accidentally visited Suzuki Mini Motors on Sunday (because this is the only Suzuki dealer which was used to open on Sunday) and after that I had never visited any other Suzuki dealership for maintenance. I had visited it a few days ago and the experience was brilliant. I was just sitting in the waiting area and the whole process was carried out by the supervisor. I didn't had to get involved in the micromanagement of the tasks. Even if the customer is not satisfied, he/she can visit anytime soon and tell them. They will reevaluate and provide the remedy. Once I went back and told them that the balancing was not done in the right manner. The mechanic had crossed the  tyres and everything went fine.
I love the service and the behavior of the staff. Overall nothing to complain about.",Suzuki Mini Motors (Gulberg 3),0,15
"oodnplace, cooperative staff. Well trained for Suzuki Cars",Suzuki Mini Motors (Gulberg 3),1,16
"Excellent service and cooperative staff 100% professional
Special Thanks to my Buddy  Usman Bhatti",Suzuki Mini Motors (Gulberg 3),1,17
Giood but always expensive depite using the same OEMs,Suzuki Mini Motors (Gulberg 3),0,18
"Very Bad and Pathetic Experience. Would not recommend anyone going there.

Went to Suzuki Mini Motors another branch named Suzuki Pine Avenue Motors.

Went there and got x2 cars booked Alto VXR on different names and different bank drafts. But they called us back after few days that our booking has been withdrawn as suzuki believes that we are investors. They even charged us the insurance fee for both cars as according to their new policy they will charge insurance fee i.e. 2% of invoice price just to avoid investors.",Suzuki Mini Motors (Gulberg 3),0,19
"I went there to take the information for a bike on installment. The customer service was 2/10, and was feeling like they don't want to deal.
Second, the policy of Suzuki for bike on installments,
You only can buy if you residing in Lahore and the permanent address must be Lahore. Otherwise you are not eligible.......
I make a request but they straight away Denied, and said, company policy. I am criticism company policy not mini motors...
Placed in a crowdy area of Lahore , not a easy access,
Would not suggest you to visit if you don't belongs to that place..",Suzuki Mini Motors (Gulberg 3),0,20
Professional staff and Quick service .Though little expensive then market,Suzuki Mini Motors (Gulberg 3),0,21
Suzuki Mini motors is a 3 star authorized dealer of Pak Suzuki Motors. It is located in Gulberg Lahore near Cavalry Ground. It offers sale of brand new cars of Suzuki vrans only and also provide car repair and maintenance service. Its workshop is very well equipped and its technician are very skilled and competent. It gives excellent service.,Suzuki Mini Motors (Gulberg 3),0,22
"Suzuki Mini Motors is the worst Suzuki dealership in Lahore.

I won?? recommend anybody doing business with them at all. They aren?? trustworthy, highly deceptive, and unprofessional, especially their salesperson Mr. Summer and sales manager Mr. Kashif.

I booked the newly launched Swift in the Suzuki exchange program through Suzuki Mini Motors. They committed to deliver the vehicle within fifteen days but the vehicle was delivered after forty days.

The dealership handed me over a faulty vehicle with manufacturing defects and deep scratches on the paint.",Suzuki Mini Motors (Gulberg 3),0,23
A very good place very good service provider workshop is very well equipped  I go to sells department they are not welcome so I don't like it they don't bother if they see you are only hear for estimate of your car or ur mot gone buy today  so I specifically recommend thier workshop and body shop  very good staff and supervisor,Suzuki Mini Motors (Gulberg 3),1,24
"Mini motors Gulberg most arrogant and pathetic staff. Believe me if you are calling their office number and they are not attending your call, they simply avoid. Look busy do nothing..  They all are busy with their bloody phones. Avoid to go there..",Suzuki Mini Motors (Gulberg 3),0,25
Bike service worst experience,Suzuki Mini Motors (Gulberg 3),0,26
"Staff attitude is very good
Waiting time is not too much
Affordable",Suzuki Mini Motors (Gulberg 3),1,27
Not up to the mark facilities... Just work for formality... Undue expensive... Staff not well trained except some .... Oonchi dukan pheeka pakwan...,Suzuki Mini Motors (Gulberg 3),0,28
"Suzuki cars Sales, service and parts very professional",Suzuki Mini Motors (Gulberg 3),1,29
"They are charging more for service..
Currently 1000 while other suzuki showrooms are charging 600 for the same service.. their prices are bit high but labour is skilled..",Suzuki Mini Motors (Gulberg 3),0,30
"Well. The staff is very courteous. Jehanzeb Khan is an experienced person who performs the professional way. If you are not aware, you might get charged for petty services. For eg. I was charged for telling me that my CNG advance kit was faulty, which I already knew. Still I will advise to go to M. M.",Suzuki Mini Motors (Gulberg 3),1,31
Awsome servise,Suzuki Mini Motors (Gulberg 3),0,32
Excellent customer service by Mr. Yasir and Mr. Kashif on purchase of cultus. Both honoured their committement on time with efficient dealings.,Suzuki Mini Motors (Gulberg 3),1,34
Extremely poor services with very rude behavior of staff. Will never visit again,Suzuki Mini Motors (Gulberg 3),0,35
"Good staff. Good service. One thing should be noted by suzuki that they have to provide a receipt to the customers for 1st 1000km service. In my case, they didnt even stamp my manual. Anyhow, thats my experience. Overall they have very talented staff.",Suzuki Mini Motors (Gulberg 3),1,36
"My Suzuki alto 2020 has missing problem since one month, but Suzuki mini motors technical staff did not diagnose the problem till now. very very cheap service and staff....My new car khrab krr dii begarton nae.... I have complete evidence of inefficient technical staff ......pls do not go suzuki mini motors...not recomended",Suzuki Mini Motors (Gulberg 3),0,37
"Some service are reasonable but some are very expressive so i recommend only checking service , vehicle alignment 500 Rs, engine checking of mehran  with saccner 1000, over all whole car checking and 2000 plus tax is better",Suzuki Mini Motors (Gulberg 3),0,38
They're good but don't take them too seriously. Also consult your local mechanic. The best thing about them is that you get genuine parts for you're vehicle. But do remember to make appointments. It helps.,Suzuki Mini Motors (Gulberg 3),,39
Babr is best mechanic. Took my Mehran. He not only properly diagnosed but rectified all the issues. Felt a bit expansive but the peace of mind i got after coming justifies the amount.,Suzuki Mini Motors (Gulberg 3),1,40
"This is a Nice and beautiful ShowRoom... But Huge traffice you have to face to reach there... it is easy to reach for people approching from within the city. But its very difficult to reach there for people coming from districts like Faisalabad, Sheikhupura and Gujranwala as people have to cross whole city to reach there. But its true that they have better staff and trusty owner.",Suzuki Mini Motors (Gulberg 3),1,41
"Its better to get your oil changed/ tuning done/ parts replaced from an authorized dealer. Contrary to poular belief, they are not overpriced. However, unlike the mechanics, they do have a good quality of service. Suzuki Mini is all good.",Suzuki Mini Motors (Gulberg 3),1,42
"Extremely bad service, they have no concern for customer service, they will make you wait for ages and never stay up with their commitments, they will take longer than the the time they have given to you, i had extremely bad experience with them, especially the body shop, they don?? value their customer, we spend 3,4 times higher at their workshop to get a good customer service but unfortunately they don?? value the customer and this happened with me when i was getting my car?? work on cash payment, if its insurance than they will treat you even worse, Usman butt is the in-charge of bodyshop who will try his best to make your drag dates and create inconvenience for you and later on will say its your fault. Never getting any services from them in future. They consumed 10 days just to replace a bonnet and fender.",Suzuki Mini Motors (Gulberg 3),0,43
Excellent place for suzuki vehicle maintenance with lots of experienced staff and genuine parts.,Suzuki Mini Motors (Gulberg 3),1,44
"Staff is very very cheap specially the mechanics and guards demanding money for tea ( chay,  panie) which is very bad if customer denied to pay they put there work in waiting hours which bad manners and bad attitude..!! Higher management should take notice ..!!",Suzuki Mini Motors (Gulberg 3),0,45
It's suitable place due to its complete after sale service solution.,Suzuki Mini Motors (Gulberg 3),1,46
Good dealership . Very nice staff,Suzuki Mini Motors (Gulberg 3),1,47
"Felt similar to visiting a govt office. Lethargy , politics , unprofessional attitude all around. A place frozen in time with a mindset of 30 years ago",Suzuki Mini Motors (Gulberg 3),0,48
Outstanding service quality... Staff is very kind and humble... Give you right advice for your vehicle work... Mr. Shahzad is very cooperative and experienced person..,Suzuki Mini Motors (Gulberg 3),1,49
"My first visit and Experience was good, staff was very friendly and helpful.",Suzuki Mini Motors (Gulberg 3),1,50
Number 1 7S authorised dealer in pakistan,Suzuki Mini Motors (Gulberg 3),1,51
The location of the showroom is the worst. Its under a flyover bridge right next to a railway track where theres a single lane road which is overly crowded. You just fear of scratching  your new car when you get out of there. Better select a different showroom.,Suzuki Mini Motors (Gulberg 3),0,53
"Very unprofessional floor manager.
But mechanis are very cooperative.
Special jis ney engine services or baki maintenance ke.",Suzuki Mini Motors (Gulberg 3),0,54
"Excellent place for buying a new car!
They have good staff for dealing!",Suzuki Mini Motors (Gulberg 3),1,55
Better than few others,Suzuki Mini Motors (Gulberg 3),1,56
Good services here and cooperative staff..,Suzuki Mini Motors (Gulberg 3),1,57
"Good to have services on Sunday, always check your bills with actual parts used as there may be some embezzlement, after detail comparison with others, rates seems higher, customer sitting area is average, wash rooms in dirty condition, denting painting service is too costly",Suzuki Mini Motors (Gulberg 3),0,58
If u like professional treatment for ur Suzuki car ..they r good in it.,Suzuki Mini Motors (Gulberg 3),1,59
Worst service...,Suzuki Mini Motors (Gulberg 3),0,60
Good experience...well trained technical staff.. services are good,Suzuki Mini Motors (Gulberg 3),1,61
"In my opinion, ""satisfaction guaranteed"" good trained and experienced staff. Prices are  high but skilled persons",Suzuki Mini Motors (Gulberg 3),1,62
Best staff. Best services.,Suzuki Mini Motors (Gulberg 3),1,63
"Staff is very courteous, highly professional. Was really impressed woth their attitude. Specially a guy usman khan and mechanic babar are a good front line image of suzuki mini motors.",Suzuki Mini Motors (Gulberg 3),1,64
Nice workshop coupled with great service quality. Their post service following up and user experience is great,Suzuki Mini Motors (Gulberg 3),1,65
Nice experience overall. Got late as their computer system was down but otherwise good staff,Suzuki Mini Motors (Gulberg 3),1,66
"Been visiting since 2005. When you go there ask for Mr. Abdul Islam, the most competent mechanic I know.",Suzuki Mini Motors (Gulberg 3),1,67
This is 7S dealwership of Suzuki Motor. Mr. Sheraz Kamran who own this business is a nice guy. Solar shop.pk installed 25 KW grid tie solar energy system here few months back. Which is working fine now they are going to add more 15 KW,Suzuki Mini Motors (Gulberg 3),1,68
Suzuki prices are so high. Even of those cars which are more than a decade old. Service was good.,Suzuki Mini Motors (Gulberg 3),1,69
Fantastic service for suzuki mother car useres. Timely and quality service managed here. Really good quality work.,Suzuki Mini Motors (Gulberg 3),1,70
Good service. Parts prices are little higher but service quality is good. Cooperative staff.,Suzuki Mini Motors (Gulberg 3),1,71
The best thing about this place is that they call you after service for your value able feedback.  Other wise they dont know how to open Gear Box of your car and they try with options..  LOL,Suzuki Mini Motors (Gulberg 3),1,72
"Excellent service, workmanship and dealing is very decent and professional attitude.",Suzuki Mini Motors (Gulberg 3),1,73
"Very professional staff, quick services and quality work.",Suzuki Mini Motors (Gulberg 3),1,74
It is an excelent place for suazuki services,Suzuki Mini Motors (Gulberg 3),1,75
Good Experience,Suzuki Mini Motors (Gulberg 3),1,76
Excellent service competent and co operative staff only one drawback is location near railway track and due to this traffic jam,Suzuki Mini Motors (Gulberg 3),1,77
Pathetic services. Keep calling to get my car checked and they keep cutting the call. Absolutely pathetic.,Suzuki Mini Motors (Gulberg 3),0,78
Excellent services and curious staff.,Suzuki Mini Motors (Gulberg 3),1,79
Excellent services. Love the staff specially manager Mr. Subhan,Suzuki Mini Motors (Gulberg 3),1,80
"Skilled professionals, well equipped with necessary gadgets and work better than ordinary mechanics available in the market",Suzuki Mini Motors (Gulberg 3),1,81
Best Suzuki motor vehicle repair workshop.,Suzuki Mini Motors (Gulberg 3),1,82
"Great service and quality, professional staff who can guide you on every step for better performance of your vehicle",Suzuki Mini Motors (Gulberg 3),,83
Bad service. Maintenance level not good. Mechanics buy parts from their stores in cheap and sell it on high price without providing any invoice.,Suzuki Mini Motors (Gulberg 3),0,84
"Had car tuned and oil changed, nice guys. Comfortable customer lounge, separate for both men and women!",Suzuki Mini Motors (Gulberg 3),1,85
It was OK let's see after sale service,Suzuki Mini Motors (Gulberg 3),1,86
"Discount offer on lump-sum payment is really attractive, need to improve the service part for bikes",Suzuki Mini Motors (Gulberg 3),,87
Excellent service. Got my brakes fixed.,Suzuki Mini Motors (Gulberg 3),1,88
The services offered here are very good and the best part is that it is open on Sundays.,Suzuki Mini Motors (Gulberg 3),1,89
Not a very good place due to its location but services are satisfactory.,Suzuki Mini Motors (Gulberg 3),0,90
"Good place for routine maintenance of your Suzuki car, experienced staff and cooperative management.",Suzuki Mini Motors (Gulberg 3),1,91
Managerial Staff is extremely non professional. They only give you expensive solitions. Paint and body shop managerial staff is least concerned about making customers.,Suzuki Mini Motors (Gulberg 3),0,92
Good work but last time they did very low standard tunning and due to low quality fuel i also have to chamge my plugs,Suzuki Mini Motors (Gulberg 3),0,93
Very good service. Professional Staff,Suzuki Mini Motors (Gulberg 3),1,94
"Recently visited there for first and second service of my car. Very much satisfied, their staff is competent and understand common issues with Suzuki cars.",Suzuki Mini Motors (Gulberg 3),1,95
"I am visiting mini motors since 2015 regarding my cultus
On the whole it deserve 4 stars",Suzuki Mini Motors (Gulberg 3),,96
"Nice Facility, Professional staff and Supportive Mechanics. It's a complete all in one facility.",Suzuki Mini Motors (Gulberg 3),1,97
Excellent service and very helpful staff...,Suzuki Mini Motors (Gulberg 3),1,98
"Excellent choice. You can wait in a rest area and tea, watch tv ,read newspaper while your car is being serviced",Suzuki Mini Motors (Gulberg 3),1,99
Nice staff.they listen to you and make you understand the actual thing.Parts are geniune.Company operated.Its better than other suzuki showrooms,Suzuki Mini Motors (Gulberg 3),1,100
Location is a little bit odd but mechanics are good and quick knows their work properly.,Suzuki Mini Motors (Gulberg 3),1,101
Mini Motors is perhaps the best Suzuki car service workshop in Lahore. Professional staff and efficient delivery.,Suzuki Mini Motors (Gulberg 3),1,102
"Pricey and they shovw you with parts replacement and un-necessary services,Yet they do get the job done",Suzuki Mini Motors (Gulberg 3),0,103
"Great services, mechanic & technicians know exactly what they're doing.",Suzuki Mini Motors (Gulberg 3),1,104
Great service,Suzuki Mini Motors (Gulberg 3),1,105
Great works very satisfied performance than othrr Suzuki dealerships and the big thing is rates are reasonable and less than others.,Suzuki Mini Motors (Gulberg 3),1,106
"FFI in only 16 minutes.
Great service",Suzuki Mini Motors (Gulberg 3),1,107
Good service .. customer support n technical staff,Suzuki Mini Motors (Gulberg 3),1,109
Good service along with waiting area and free refreshments.,Suzuki Mini Motors (Gulberg 3),1,110
Great service provided by staff,Suzuki Mini Motors (Gulberg 3),1,111
"Suzuki mini motors has sales department of suzuki cars.
There is also a car wash section as well and spare parts of all suzuki cars are available here.
Moreover there is also a big service shop.
They also have a paint workshop here
They are not only dealing in cars but also have sales, service and spare parts of motorcycle as well",Suzuki Mini Motors (Gulberg 3),1,112
"Good service, Staff behavior was om too.",Suzuki Mini Motors (Gulberg 3),1,113
Location is a bit odd....but otherwise Products and SERVICE IS EXCELLENT.,Suzuki Mini Motors (Gulberg 3),1,114
"Good professional people, all things under one roof...",Suzuki Mini Motors (Gulberg 3),1,115
Very good persons here,Suzuki Mini Motors (Gulberg 3),1,116
4 star because denting painting and repair department is excellent but service and normal check up is worst experience,Suzuki Mini Motors (Gulberg 3),1,117
One of the best car dealers in Lahore. With facilities of car maintenance,Suzuki Mini Motors (Gulberg 3),1,118
Company is good but managers are not loyal with work.,Suzuki Mini Motors (Gulberg 3),0,119
Nice and helping worker. Work with great satisfaction,Suzuki Mini Motors (Gulberg 3),,120
Costly Services,Suzuki Mini Motors (Gulberg 3),,121
The labours are good and does work with satisfaction. But the prices of the  parts are hitting the sky,Suzuki Mini Motors (Gulberg 3),,122
Excellent service,Suzuki Mini Motors (Gulberg 3),,123
Very good place for maintenance of Suzuki vehicles.,Suzuki Mini Motors (Gulberg 3),,124
Good technical staff but little expensive workshop,Suzuki Mini Motors (Gulberg 3),,125
"Good service as usual.

Relocation and access need to be reconsidered given  poor  roads and traffic congestion.",Suzuki Mini Motors (Gulberg 3),,126
Very cooperative staff. Sundays open as well when most of others are closed,Suzuki Mini Motors (Gulberg 3),,127
Recommended as they have ample space to park new vehicles in door.,Suzuki Mini Motors (Gulberg 3),,128
"Khan is best mechanic there, always suggest you the best. Always ask his assistance.",Suzuki Mini Motors (Gulberg 3),,129
Very bad experience.,Suzuki Mini Motors (Gulberg 3),,130
"Vide area, Good parking space, Good management.",Suzuki Mini Motors (Gulberg 3),,131
Too much bad service no corporation with customer no proper car checkup,Suzuki Mini Motors (Gulberg 3),,132
Workshop is very neat and clean staff behaviour to customer is good,Suzuki Mini Motors (Gulberg 3),,133
Nice service. Very professional staff.,Suzuki Mini Motors (Gulberg 3),,134
Trained staff with a smiling face.,Suzuki Mini Motors (Gulberg 3),,135
"Nice work
Professional staff",Suzuki Mini Motors (Gulberg 3),,136
"Very expensive. Lubrication charges of 5 doors of Suzuki Mehran is in rupees 200/-
Insane",Suzuki Mini Motors (Gulberg 3),,137
You are making blunders with end consumer.,Suzuki Mini Motors (Gulberg 3),,138
Very good personal experience. Staff is co-operative.,Suzuki Mini Motors (Gulberg 3),,139
"3S Services
15% Discount on pre-arrival appointments
One window solution
Prices relatively higher",Suzuki Mini Motors (Gulberg 3),,140
"Good and experienced mechanics, but over priced and they over-charge the amount.",Suzuki Mini Motors (Gulberg 3),,141
They are good if they start picking up phone.,Suzuki Mini Motors (Gulberg 3),,142
Technical staff is good. Management is just ok,Suzuki Mini Motors (Gulberg 3),,143
I was clean and tidy . You can use wifi over there.,Suzuki Mini Motors (Gulberg 3),,144
Good experience. But price r high,Suzuki Mini Motors (Gulberg 3),,145
Good experience visiting this place my visit was very informative,Suzuki Mini Motors (Gulberg 3),,146
Good service,Suzuki Mini Motors (Gulberg 3),,147
"Mini Motors Gulberg, Quiet Satisfied with their work and staff. Visits done for maintenance and services.",Suzuki Mini Motors (Gulberg 3),,148
"Not cooperative
I visited workshop asked for spares. He said that he doesn't have. But when we visited store, spare is available.",Suzuki Mini Motors (Gulberg 3),,149
One of the Best Suzuki 3 S dealer ship. All kinds of cars related services,Suzuki Mini Motors (Gulberg 3),,150
"Experienced staff
Satisfactory services
Great customer service",Suzuki Mini Motors (Gulberg 3),,151
Best place for suzuki bikes n cars. They have discounted prices for bikes. Also good sales n service.,Suzuki Mini Motors (Gulberg 3),,152
"There charges are high and deduct tax as well, overall good experience",Suzuki Mini Motors (Gulberg 3),,153
Good place for tunning of Suzuki vehicle,Suzuki Mini Motors (Gulberg 3),,154
Un skilled people  not recommended,Suzuki Mini Motors (Gulberg 3),,155
"Better than suzuki Samnabad which i have visited, workers here are more friendly and helpful",Suzuki Mini Motors (Gulberg 3),,156
Good peoples and good work,Suzuki Mini Motors (Gulberg 3),,157
One of the best show rooms of Suzuki,Suzuki Mini Motors (Gulberg 3),,158
Needs improvement in their service time. Average experience.,Suzuki Mini Motors (Gulberg 3),,159
Love you too it was my pleasure to be there.,Suzuki Mini Motors (Gulberg 3),,160
"Good mechanics, complete pictur of ur car, little bit expensive, overall good",Suzuki Mini Motors (Gulberg 3),,161
i  bought  vehical from suzuki mini motors i like the way the deal n service is nice as well as ....,Suzuki Mini Motors (Gulberg 3),,162
The person Ahsan is quite cooperative...,Suzuki Mini Motors (Gulberg 3),,163
A very good place to get your cars repaired,Suzuki Mini Motors (Gulberg 3),,164
Very convenient for reliable car repairs and checkups.,Suzuki Mini Motors (Gulberg 3),,165
dont but spare parts from here they charge more than they actually cost,Suzuki Mini Motors (Gulberg 3),,166
"Good showroom for brand new, certified used cars and car services.",Suzuki Mini Motors (Gulberg 3),,167
Nice workshop and service as well. Babar is a nice guy.,Suzuki Mini Motors (Gulberg 3),,168
Best service and all parts available.  Trusted,Suzuki Mini Motors (Gulberg 3),,169
Good courteous people. Service is prompt,Suzuki Mini Motors (Gulberg 3),,170
They provide good customer services,Suzuki Mini Motors (Gulberg 3),,171
Wow Experience,Suzuki Mini Motors (Gulberg 3),,172
"Cooperative staff, good service and nice environment.",Suzuki Mini Motors (Gulberg 3),,173
costly but after your satisafaction level is very high,Suzuki Mini Motors (Gulberg 3),,174
I always go here for engine and mechanical work. They are expensive but they do good work.,Suzuki Mini Motors (Gulberg 3),,175
Its a workshop a 3s dealer of suzuki. Parts are expensive but they say that its real suzuki parts. Overall its good,Suzuki Mini Motors (Gulberg 3),,176
Good workshop for suzuki vehicle maintenance. With experienced staff.,Suzuki Mini Motors (Gulberg 3),,177
Excellent place for car maintainence specially Suzuki. Good environment and good staff,Suzuki Mini Motors (Gulberg 3),,178
Wonderful service and very professional people,Suzuki Mini Motors (Gulberg 3),,179
excellent service. highly recommended.,Suzuki Mini Motors (Gulberg 3),,180
Employees behavior was bad,Suzuki Mini Motors (Gulberg 3),,181
Had a good experience at Suzuki Mini Motors. Totally satisfied with the service provided there.,Suzuki Mini Motors (Gulberg 3),,183
Had Good Experience with mini motor,Suzuki Mini Motors (Gulberg 3),,184
They usually do miscommunication. Vehicles are generally late,Suzuki Mini Motors (Gulberg 3),,185
Good customer services at Suzuki showroom and workshop. However workshop charges are comparatively higher.,Suzuki Mini Motors (Gulberg 3),,186
Deceptive staff zero customer service,Suzuki Mini Motors (Gulberg 3),,187
"I have never visited inside
Sorry ?·?· ??",Suzuki Mini Motors (Gulberg 3),,188
Working is customer based but without hospitality.,Suzuki Mini Motors (Gulberg 3),,189
They take my mehran in best price,Suzuki Mini Motors (Gulberg 3),,190
Good service staff,Suzuki Mini Motors (Gulberg 3),,191
Have a place of good mechanic with after service followups.,Suzuki Mini Motors (Gulberg 3),,192
Best services for car sales and purchase,Suzuki Mini Motors (Gulberg 3),,193
Great people good service,Suzuki Mini Motors (Gulberg 3),,194
Do visit to get your car engine tuned up. Try to catch up Jahanzeb Khan there.,Suzuki Mini Motors (Gulberg 3),,195
"Good n cooperative staff there, Suzuki products are available.",Suzuki Mini Motors (Gulberg 3),,196
Suzuki motor show room with a huge service area.,Suzuki Mini Motors (Gulberg 3),,197
Excellent services and skilled staff,Suzuki Mini Motors (Gulberg 3),,198
Professional staff only. Service is average,Suzuki Mini Motors (Gulberg 3),,199
A good place to repair specially the Khan Sb. Formen at Mini Motors,Suzuki Mini Motors (Gulberg 3),,200
They love your vehicle.,Suzuki Mini Motors (Gulberg 3),,201
"Good service facilities, staff is good.",Suzuki Mini Motors (Gulberg 3),,202
Can you share picture of labor charges board ?,Suzuki Mini Motors (Gulberg 3),,203
Located at conjunction area. Not easy access there,Suzuki Mini Motors (Gulberg 3),,204
This is a good workshop for car maintenance.,Suzuki Mini Motors (Gulberg 3),,205
Nice services and professional staff,Suzuki Mini Motors (Gulberg 3),,207
"I recently purchased a gs 150 bike from here, they gave me a massive discount.",Suzuki Mini Motors (Gulberg 3),,208
The Foreman Jahanzeb is excellent and respects you and your vehicle.,Suzuki Mini Motors (Gulberg 3),,209
Best staff with all facilities,Suzuki Mini Motors (Gulberg 3),,210
Nice place for ur car mantaining and enjoying place,Suzuki Mini Motors (Gulberg 3),,211
Lovely  Suzuki Showroom Especially Nice Staff To Help You.,Suzuki Mini Motors (Gulberg 3),,212
Quick response..gud service,Suzuki Mini Motors (Gulberg 3),,213
Perfect place to keep car in good condition,Suzuki Mini Motors (Gulberg 3),,214
Best 3S dealership of Suzuki Motor Company Ltd,Suzuki Mini Motors (Gulberg 3),,216
Best services dealership in lahore,Suzuki Mini Motors (Gulberg 3),,217
Near to Gulberg. Good services,Suzuki Mini Motors (Gulberg 3),,218
Good place to get right your suzuki vehicle they are expert in their field but its expensive.,Suzuki Mini Motors (Gulberg 3),,219
Experienced staff and quality work,Suzuki Mini Motors (Gulberg 3),,220
Perfect place to keep your car in perfect condition.,Suzuki Mini Motors (Gulberg 3),,221
Nice communication and good service,Suzuki Mini Motors (Gulberg 3),,222
Sazuki cars all matters solve in 1 place,Suzuki Mini Motors (Gulberg 3),,223
Good showroom with good staff and services,Suzuki Mini Motors (Gulberg 3),,224
Nice environment friendly employee,Suzuki Mini Motors (Gulberg 3),,225
Staff was fully Cooperative and experienced,Suzuki Mini Motors (Gulberg 3),,226
Overall Good Services - sales & services,Suzuki Mini Motors (Gulberg 3),,227
Mr. Faizi a well trained mechanic on this dealership,Suzuki Mini Motors (Gulberg 3),,228
Service center staff is friendly and professional,Suzuki Mini Motors (Gulberg 3),,229
Highly recommended,Suzuki Mini Motors (Gulberg 3),,230
Service charges are high.,Suzuki Mini Motors (Gulberg 3),,231
Sales staff behavior is not good.,Suzuki Mini Motors (Gulberg 3),,232
Good place for car service,Suzuki Mini Motors (Gulberg 3),,233
They sale Suzuki vehicles and also have workshop for maintenance.,Suzuki Mini Motors (Gulberg 3),,234
Good peoples and great work,Suzuki Mini Motors (Gulberg 3),,235
Best Suzuki dealership well trained staff,Suzuki Mini Motors (Gulberg 3),,236
Excellent place for car maintenance.,Suzuki Mini Motors (Gulberg 3),,237
Quick service,Suzuki Mini Motors (Gulberg 3),,238
Staff isn't very supportive.,Suzuki Mini Motors (Gulberg 3),,239
Nice visit of Mini Motors,Suzuki Mini Motors (Gulberg 3),,240
Good services.,Suzuki Mini Motors (Gulberg 3),,241
Nice Place for Quiltey Work,Suzuki Mini Motors (Gulberg 3),,242
Need proper technical staffff.,Suzuki Mini Motors (Gulberg 3),,243
Friendly staff,Suzuki Mini Motors (Gulberg 3),,244
Good place for repairing cars,Suzuki Mini Motors (Gulberg 3),,245
"Suzuki Township is closed as dealership ended, now Honda is going to operate from here.",Suzuki Mini Motors (Gulberg 3),,246
Suzuki Dealership. Their work shop used to be good.,Suzuki Mini Motors (Gulberg 3),,247
Excellent services,Suzuki Mini Motors (Gulberg 3),,248
Best thing is it opens on Sunday,Suzuki Mini Motors (Gulberg 3),,249
One of the best 3S Suzuki dealership in Lahore.,Suzuki Mini Motors (Gulberg 3),,250
We always satisfied,Suzuki Mini Motors (Gulberg 3),,251
Good place for your Suzuki vehicles,Suzuki Mini Motors (Gulberg 3),,252
This Place is only repair Suzuki's cars..,Suzuki Mini Motors (Gulberg 3),,253
Nice work but expensive,Suzuki Mini Motors (Gulberg 3),,254
nice near and clean workshop,Suzuki Mini Motors (Gulberg 3),,256
Bocz i have do job in this place,Suzuki Mini Motors (Gulberg 3),,257
Well managed,Suzuki Mini Motors (Gulberg 3),,258
Sales Staff behavior is bad.,Suzuki Mini Motors (Gulberg 3),,259
Good service,Suzuki Mini Motors (Gulberg 3),,260
Service not very good,Suzuki Mini Motors (Gulberg 3),,261
Good experience,Suzuki Mini Motors (Gulberg 3),,262
Customers care and good services,Suzuki Mini Motors (Gulberg 3),,264
Competent Mechanics. Good workshop.,Suzuki Mini Motors (Gulberg 3),,265
well organised auto work shop,Suzuki Mini Motors (Gulberg 3),,266
