wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Non coprative and expensive,Suzuki Adil Zafar Motors,,,Negative,0.5791296396742487
Good Services,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
New car sale center,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Very bad experience,Suzuki Adil Zafar Motors,,,Negative,0.5791296396742487
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Good services,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Good looking plaza,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
good place for suzuki.,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
People were nice,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Suzuki authorized 3S station,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Good experience,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Nice services,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Its good shop,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Excellent service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Excellent workers,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Good.   experience,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Welcomeing staff,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
helpful staff,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Average,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
V.Good,Suzuki Adil Zafar Motors,,,,
Best service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
Not very friendly..,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Pak suzuki 3S dealer,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Because it is nice.,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Excellent service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
good staff,Suzuki Adil Zafar Motors,,,,
good service,Suzuki Adil Zafar Motors,,,Positive,0.5881235813232714
this is complete and large workshop,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Its Ok,Suzuki Adil Zafar Motors,,,,
best services,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Pathetic  experience,Suzuki Adil Zafar Motors,,,Negative,0.5791296396742487
Good staff,Suzuki Adil Zafar Motors,,,,
2 year,Suzuki Adil Zafar Motors,,,,
My work place,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good rates,Suzuki Adil Zafar Motors,,,,
Excellent workshop!,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Good,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
Car repair for Suzuki cars,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Excellence services,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good,Suzuki Adil Zafar Motors,,,,
"Cooperative, competent",Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Suzuki authorised dealer,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Bad service,Suzuki Adil Zafar Motors,,,Negative,0.6054037653776139
Parents live near to it,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Ok workshop...!,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Nice people,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Satisfied,Suzuki Adil Zafar Motors,,,,
Good decorations,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
Bad experience,Suzuki Adil Zafar Motors,,,Negative,0.5791296396742487
Slow service,Suzuki Adil Zafar Motors,,,Negative,0.6054037653776139
random visit,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Ok,Suzuki Adil Zafar Motors,,,,
Car,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
Nice,Suzuki Adil Zafar Motors,,,,
Great,Suzuki Adil Zafar Motors,,,,
best,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
Quite satisfying,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good,Suzuki Adil Zafar Motors,,,,
Cars....,Suzuki Adil Zafar Motors,,,,
Suzuki moter workshop,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Expensive,Suzuki Adil Zafar Motors,,,,
Best,Suzuki Adil Zafar Motors,,,,
Cooperative staff,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Price negotiable,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
Supportive peoples,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good,Suzuki Adil Zafar Motors,,,,
Send,Suzuki Adil Zafar Motors,,,,
Good,Suzuki Adil Zafar Motors,,,,
Car show room,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Thanks,Suzuki Adil Zafar Motors,,,,
Average,Suzuki Adil Zafar Motors,,,,
Suzuki showroom,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Suzuki dealers,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Oil perchage,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Cooperative,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Suzuki motors,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
"Asalam o alaikum
Month k last sunday ko jab ya open kerty hain to in k pass worker bil kul b achay nae hoty.na un ki niyat hoti hai kam ki. ??",Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Good option for Thokar Niaz baig suzuki customers,Suzuki Adil Zafar Motors,,,Positive,0.5605095530746993
At Multan Road near Hanjarwal stop.,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Main Multan road near hanjarwal Lahore,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
No service for booki ??,Suzuki Adil Zafar Motors,,,Negative,0.5113101318982131
"???·??? ??·?·??? ?···??? ??·,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
Tax bohat  he,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
"?··????? ??·,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
,Suzuki Adil Zafar Motors,,,,
"Multan Rd, Muridwal, Hanjarwal, Hanjarwal, Lahore, Punjab 54030",Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
???·? ?????·??·???????,Suzuki Adil Zafar Motors,,,Negative,0.5109592678022723
no idea,Suzuki Adil Zafar Motors,,,,
