wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Honda ring road is fraud. Plz donâ??t buy any new car from here they are big blackmailer. Sales manager is no professional and involve in fraud. I booked my car from here. Didnâ??t receive yet. I am going to complain about them.  Big thieves       I will post on social media about them.  Donâ??t come here for any service.  Fraud management.,HONDA RingRoad,,,Positive,0.558485538257406
"I have had a dreadful experience with Honda. I booked a Honda Civic on 25-January 2022 from Honda Ring Road Lahore. Before I booked, the salesperson insisted that if I placed a booking in January, I would receive it in April 2022. Clearly, â?¦",HONDA RingRoad,,,Negative,0.5109592678022723
I asked my friend and family members Honda ring road good place. But Today I visit Honda ring road for  my car 10000km service. 1 person add battery water with 4 letter oil gallon. And no entire on my warranty card. Today very bad experience.next time not recommend.,HONDA RingRoad,,,Positive,0.5316693354498528
I am from Saudi Arabia. I booked my car from honda ring road. Delivery was at 31 august. Still didnâ??t not get my car. It is completely fraud. Donâ??t book ur car from Honda ring road. I strongly recommend. And if any person say about rights â?¦,HONDA RingRoad,,,Positive,0.5605095530746993
Very nice and courteous staff. Expensive yet good service,HONDA RingRoad,,,Positive,0.5316693354498528
Quik service friendly staff,HONDA RingRoad,,,Positive,0.558485538257406
Fraud company. Boycott Honda    Insh Allah we will make trend boycott honda,HONDA RingRoad,,,Negative,0.5109592678022723
Had good experiences with sales and services. Sales lady Ms Uzma is very helpful.,HONDA RingRoad,,,Positive,0.5895584692427674
Beautiful place,HONDA RingRoad,,,Negative,0.5109592678022723
"Cooperative Staff. Staff and management are ready to help customer.
Good Experience",HONDA RingRoad,,,Positive,0.5605095530746993
Extremely bad experience,HONDA RingRoad,,,Negative,0.5791296396742487
"Wonderful experience , with senior service adviser Mr Muhammad Shahbaz, Highly professional , courteous and friendly attitude, will come again, Regards Dr Qaisar.",HONDA RingRoad,,,Positive,0.610285073989355
Excellent  staff and service,HONDA RingRoad,,,Positive,0.558485538257406
Excellent service.,HONDA RingRoad,,,Positive,0.5881235813232714
Very supportive & courteous   staff.,HONDA RingRoad,,,Negative,0.5109592678022723
Service and repair is Very expensive than other Honda dealers and Very unprofessional behaviour. After repair you have to be carefully inspect your car or get inspected by independent inspection team. They don't pay attention and miss so â?¦,HONDA RingRoad,,,Negative,0.5773647462757812
"Excellent service,  very humble and professional dealing.  Recommended",HONDA RingRoad,,,Positive,0.610285073989355
Very simple at map following,HONDA RingRoad,,,Negative,0.5109592678022723
weldone,HONDA RingRoad,,,,
Good place to buy Honda.,HONDA RingRoad,,,Positive,0.5605095530746993
"It has been a year since I moved to Honda Ring Road for the periodic maintenance of my cars. Since then, every visit has added to my customer service experience. Their continuous investment in quality assurance is evident in terms of â?¦",HONDA RingRoad,,,Positive,0.558485538257406
Place for good services in the area,HONDA RingRoad,,,Positive,0.5605095530746993
Great service. Good staff,HONDA RingRoad,,,Positive,0.610285073989355
ð??¯ â?¦,HONDA RingRoad,,,,
Not much satisfied with service. Non professional behavior,HONDA RingRoad,,,Positive,0.610285073989355
"Probably the most delightful and professional Honda Service Center in Lahore, perhaps in Pakistan. The managers, staff, and technicians are agile, responsive and above all, they are a great host. The workshop is bigger and is equipped with â?¦",HONDA RingRoad,,,Positive,0.5881235813232714
"No face masks but good service.

Update 30 June: they are really busy now. But poor management. I waited 45 mins â?¦",HONDA RingRoad,,,Positive,0.5316693354498528
Good services,HONDA RingRoad,,,Positive,0.5605095530746993
Best Services,HONDA RingRoad,,,Positive,0.5605095530746993
Highly recommended,HONDA RingRoad,,,Negative,0.5109592678022723
Honda achi hay per me toyota lover hun,HONDA RingRoad,,,Negative,0.5109592678022723
Supervisors response is good enough but mechanics are arrogant and less knowledge,HONDA RingRoad,,,Positive,0.5605095530746993
Good workshop to change the vehicle oil.,HONDA RingRoad,,,Positive,0.5605095530746993
"Good location
Nice ambiance
Courtesy good â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
Very good,HONDA RingRoad,,,,
Best place for deal...,HONDA RingRoad,,,Positive,0.5605095530746993
Wonderful experience...,HONDA RingRoad,,,Positive,0.5605095530746993
Best place for car purchasing and car care in Lahore,HONDA RingRoad,,,Positive,0.5605095530746993
Over al good.,HONDA RingRoad,,,Positive,0.5605095530746993
Looters and thugs of highest degree. Worst attitude of sales department. Cant deliver vehs on time. 8 mnths 14 din ho gye hn booking ko abhi tk gari nahi mili. Please stay away everyone,HONDA RingRoad,,,Negative,0.5791296396742487
Excellent,HONDA RingRoad,,,,
clean environment and large service area,HONDA RingRoad,,,Negative,0.5113101318982131
"The workmanship and support team is good. Reaching Honda Ring Road is a bit tricky as there is no frontside road access to this building from the Ring Road, so you have to come via a side road behind the building. â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
Good workshop and dealership.....friendly environments,HONDA RingRoad,,,Positive,0.5895584692427674
Staff is good and very professional. Never expected such good experience from any honda service center.,HONDA RingRoad,,,Positive,0.5839401980210318
"Would highly recommend this place because of their professionalism and their state of the art equipment.. even if you live far, take the ring road and take your car here.. I was with my family and their waiting area was family friendlyâ?¦ they also took less time to service my carâ?¦ please keep up the good work..",HONDA RingRoad,,,Positive,0.5881235813232714
Services are good,HONDA RingRoad,,,Positive,0.5605095530746993
Thieving staff is the ultimate wo â?¦,HONDA RingRoad,,,Negative,0.5109592678022723
"I believe they're the only Honda Franchise in Pakistan who literally value their clients and prospects with best customer services. I went their couple of times in service department and never felt they're all trying to rip me off. Instead,  they suggest what's best for vehicle.",HONDA RingRoad,,,Positive,0.5599673606495894
"They have excellent attitude towards ,their employees and customer",HONDA RingRoad,,,Positive,0.5605095530746993
"Amazing customer service!
We wanted to see colours in real time and asked them to show us their inventory so that we can decide our car colour. We didn't even book it from them; but they â?¦",HONDA RingRoad,,,Positive,0.558485538257406
"Very good atmosphere, the staff was very welcoming...ð??ð??ð??ð?? â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
Good Experience Thank You,HONDA RingRoad,,,Positive,0.5605095530746993
Good services great tools however prices are quite high and they vary a lot from different dealerships so better to do a research before going there.,HONDA RingRoad,,,Positive,0.5895584692427674
Nil,HONDA RingRoad,,,,
Al from Cooperative Pe â?¦,HONDA RingRoad,,,Negative,0.5109592678022723
"Professional Services, with experienced technicians",HONDA RingRoad,,,Positive,0.5605095530746993
"Big showroom with a complete range of honda vehicles. But, access to the showroom needs to be improved.",HONDA RingRoad,,,Negative,0.5109592678022723
Very Bad Experience!! Staff is not cooperative. Their employees and sales manager aren't cooperating with us. I'll never recommend honda to anyone. They just waisted my time.,HONDA RingRoad,,,Negative,0.5088887958765483
Very cooperative friendly sales staff Sana. All Staff very welcoming.,HONDA RingRoad,,,Positive,0.5605095530746993
"Service is decent.
Prices exorbitant!",HONDA RingRoad,,,Negative,0.5113101318982131
Honda best dealer ship in lahore,HONDA RingRoad,,,Positive,0.5605095530746993
Nice place for car shopping ð???ð???ð???ð???ð??? â?¦,HONDA RingRoad,,,Negative,0.5109592678022723
Good customer service,HONDA RingRoad,,,Positive,0.558485538257406
Excellent services,HONDA RingRoad,,,Positive,0.5605095530746993
"Good effort
Location is good so we don't have to go to inner city.",HONDA RingRoad,,,Positive,0.5605095530746993
Bought my BRV from here. Came for the first oil change. It was quick and they washed the car as a complimentary service. Good experience,HONDA RingRoad,,,Positive,0.558485538257406
"Sorry to say, you are lier and cheater as per recent experience.
I gave you 2 stars but keeping in view your dealing style, ignorance, badmashi, converting it into 1 star. If it will be in my control, i must convert it into - â?¦",HONDA RingRoad,,,Negative,0.5109592678022723
Nice and big spacious setup. Better than other dealerships. New machinery and tools,HONDA RingRoad,,,Negative,0.5109592678022723
Excellent,HONDA RingRoad,,,,
"I must say, they have best customer services in terms of after sales services.",HONDA RingRoad,,,Positive,0.5605095530746993
Good place in peaceful area.,HONDA RingRoad,,,Positive,0.5605095530746993
Great place & great service. Best dealership for car purchase & maintenence. Courteous staff & great ambience.,HONDA RingRoad,,,Positive,0.5957320848939673
Nice services.,HONDA RingRoad,,,Negative,0.5109592678022723
Very Cooperative  and professional  Staff and Owner,HONDA RingRoad,,,Positive,0.5605095530746993
"Thank you to the amazing team over at Honda Ring Road. I would like to make a special mention of Mr Raja who from the very beginning eased my worries and concerns and re-assured me, that the work required would be carried out by his â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
"It's a compliment message

Had a visit today for a service for my Honda Civic. Met with Mr. Saqib Jameel, â?¦",HONDA RingRoad,,,Negative,0.5113101318982131
0 % performence,HONDA RingRoad,,,Negative,0.5109592678022723
"Fantastic experience at this dealership. I loved my salesperson Usama Wasti, very personable, not pushy. repaired Honda Civic 2013 and itâ??s in amazing shape. Very well cared for and conditioned. They even compound polished the scrapes I â?¦",HONDA RingRoad,,,Positive,0.5895584692427674
Worst,HONDA RingRoad,,,,
Good Staff,HONDA RingRoad,,,,
Excellent services rendered by Honda Ring Road Motors.,HONDA RingRoad,,,Positive,0.5605095530746993
"Good service, excellent staff behavior!",HONDA RingRoad,,,Positive,0.610285073989355
Very good service..,HONDA RingRoad,,,Positive,0.5881235813232714
"Its a newly opened Honda Dealership on Lahore Ring road, they are providing good services, their Sales staff is also very humble. Dealership is also providing after sales services.",HONDA RingRoad,,,Positive,0.5605095530746993
Poor customer service. Management should training the staff how to satisfy the customers.,HONDA RingRoad,,,Negative,0.5773647462757812
Awesome service GOOD MAINTENANCE,HONDA RingRoad,,,Positive,0.610285073989355
Wonderful.  Services rendered by attending staff is excellent,HONDA RingRoad,,,Positive,0.5895584692427674
Very Good newly built service facility for Honda cars.,HONDA RingRoad,,,Positive,0.558485538257406
Excellent place to buy and after sale service of Honda huge workshop,HONDA RingRoad,,,Positive,0.558485538257406
Great service,HONDA RingRoad,,,Positive,0.5881235813232714
"Best of all,",HONDA RingRoad,,,Positive,0.5605095530746993
Best Dealership,HONDA RingRoad,,,Positive,0.5605095530746993
Staff are good yet I hope they will sustain this service in future as well.,HONDA RingRoad,,,Positive,0.558485538257406
"3SDealrrship of Honda, best place New Honda Cars Purcahse and After sales.",HONDA RingRoad,,,Positive,0.5605095530746993
Nice place,HONDA RingRoad,,,,
I recently visited Honda Ring Road for scheduled maintenance. The building is cutting edge with every single service being accessible. Uniquely the wheel alignment and balancing section has the most recent laser technology with negligible â?¦,HONDA RingRoad,,,Negative,0.5113101318982131
5 star recommended,HONDA RingRoad,,,Negative,0.5109592678022723
"Recently I was visited Honda Ring Road, because i was facing RPM problems in my Honda city,  Its Very easy and open approach from ring road. There was i found respectful staff, I was attended by a guy named Shahbaz at the reception. He was â?¦",HONDA RingRoad,,,Negative,0.5109592678022723
Good service overall.,HONDA RingRoad,,,Positive,0.5881235813232714
Cool,HONDA RingRoad,,,,
I came here for the first time to get my car repaired. I was awed by the customer service provided by Mr. Noman & Raja Saab and left assured that my car is in trusted hands! Definitely making this center my go to place for all service and repair work!,HONDA RingRoad,,,Negative,0.5113101318982131
I m sharing my personal bad experience as i bought brand new Honda Silver  BRV . Its chasis is misalligned. I bought this car on mortgage.  The Honda Ring Road Management is reluctant to file any warranty claim. Its been two weeks and they â?¦,HONDA RingRoad,,,Negative,0.5791296396742487
The best 3S HONDA cars dealership in town. Ther services are exceptionally well. The staff members are very friendly and supportive. Thier waiting area is very good and entertaining.,HONDA RingRoad,,,Positive,0.6114433542122345
"Very well managed and organized, good team, and customer service.",HONDA RingRoad,,,Positive,0.558485538257406
Nice showroom and good staff,HONDA RingRoad,,,Positive,0.5605095530746993
Connecting Road is too small,HONDA RingRoad,,,Negative,0.5109592678022723
"They do the work very well, but the wrong thing is that they take out a lot of work, they start scaring the workers that your so-and-so thing is going to be damaged, so-and-so is going to happen, change it, change it, which is wrong, y â?¦",HONDA RingRoad,,,Negative,0.5109592678022723
Professional staff,HONDA RingRoad,,,Positive,0.5605095530746993
"Simply awesome and very cooperative staff.
Great high tech place.
A must go if you are buying a Honda manufactured car this is the place to be...",HONDA RingRoad,,,Positive,0.5895584692427674
By far the best Honda dealership in Lahore.  Very easy and open approach from ring road. Courteous and respectful staff. I was attended by a guy named Shahbaz at the reception. He was very polite and helpful throughout the process. Being a â?¦,HONDA RingRoad,,,Positive,0.5895584692427674
Extremely happy for great services and dealing. Staff are really professional and helpful. This is my first visit and I am really inspired with quality of services and friendly environment. They really care your vehicle and give you peace of mind. My best wishes for their growing business.ð???ð?? â?¦,HONDA RingRoad,,,Positive,0.6716557592857251
Best honda cars dealer in Lahore. Very supportive customers support.,HONDA RingRoad,,,Positive,0.5605095530746993
Best I ever found,HONDA RingRoad,,,Positive,0.5605095530746993
Best honda cars showroom in lahore. Find your dream car here.,HONDA RingRoad,,,Positive,0.5605095530746993
Excellent service,HONDA RingRoad,,,Positive,0.5881235813232714
Good workshop,HONDA RingRoad,,,Positive,0.5605095530746993
Awsom,HONDA RingRoad,,,,
"Outstanding, everyone should visit it and try to achieve the ultimate services, especially body shop is unbelievably good while the mechanical side is the best one, may Allah bless all of us, Aameen",HONDA RingRoad,,,Positive,0.6114433542122345
"Well trained staff
Professional handling of car services
Honest advise about best options for your car â?¦",HONDA RingRoad,,,Positive,0.5895584692427674
Outclass,HONDA RingRoad,,,,
Nice environment,HONDA RingRoad,,,Negative,0.5109592678022723
Excellent customer service!,HONDA RingRoad,,,Positive,0.558485538257406
Built few months ago. Good service,HONDA RingRoad,,,Positive,0.5881235813232714
Very Cooperative and technical workshop staff  with good environment,HONDA RingRoad,,,Positive,0.5605095530746993
Good work and very good response to passenger,HONDA RingRoad,,,Positive,0.5605095530746993
Good Maintenance team,HONDA RingRoad,,,Positive,0.5605095530746993
Great services!,HONDA RingRoad,,,Positive,0.5605095530746993
Real bad experience. Went for AC checkup. There was no issue with the AC. But after the check up it has stopped working. So what else can I say. Highly unrecommended.,HONDA RingRoad,,,Negative,0.6066514453560247
Very nice and quick response of Honda Ring Road Pvt LTD . Urgent supply and booking of customer cars.Highly recommended ð?? â?¦,HONDA RingRoad,,,Negative,0.5109592678022723
I would say the best customer service. Infact every staff member was so courteous thta i couldn't believe that I'm in Lahore.,HONDA RingRoad,,,Positive,0.558485538257406
Good dealar ship,HONDA RingRoad,,,Positive,0.5605095530746993
Muhammad Ahmad,HONDA RingRoad,,,Negative,0.5109592678022723
Good dealership,HONDA RingRoad,,,Positive,0.5605095530746993
Very good services,HONDA RingRoad,,,Positive,0.5605095530746993
A very Pleasant place to repair and buy your dreams Honda cars.,HONDA RingRoad,,,Negative,0.5109592678022723
"Entrance is from LDA City road, good service, staff is very cooperative and guide customers in a friendly and soft manners.",HONDA RingRoad,,,Positive,0.610285073989355
"Met the owner today. He is sooo nice, and kind. Overall a great personality. The staff is very cooperative. Overall a great experience.",HONDA RingRoad,,,Positive,0.5605095530746993
"Newly opened dealer ship, but they are very slow in their processing right now",HONDA RingRoad,,,Negative,0.5791296396742487
Good service Ring road Honda Thank You so Much,HONDA RingRoad,,,Positive,0.5881235813232714
New but best,HONDA RingRoad,,,Positive,0.5605095530746993
"ð???ï¸ð??µð??° It was a nice experience to have visited HONDA RING ROAD LAHORE in connection with purchase of HONDA BRV-S, 2021. Vehicle provided was in immaculate condition and we are completely satisfied with the same ð??µð??°ð???ï¸ â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
Very good experience got my brv .,HONDA RingRoad,,,Positive,0.5605095530746993
"Got delivery of brand new Honda City 2021, i was excited for car but my approaching 1 year kid enjoyed indoor games and kids hut more then car.
So love that place and InshaAllah will visit them again for same purposes.",HONDA RingRoad,,,Positive,0.5605095530746993
No proper access from ring road.,HONDA RingRoad,,,Negative,0.5109592678022723
Good place but the owner of showroom didn't stand on the delivery date and gave us lame excuses...,HONDA RingRoad,,,Positive,0.5605095530746993
A thorough professional experience and very customer oriented... Fast turn around of your car.,HONDA RingRoad,,,Positive,0.5895584692427674
"I never trust any dealership because they just charge you high amount and never gives quality work, but this time my concept about Honda Dealership is totally change after visiting Honda Ring Road Lahore. I visit there for my car paint work â?¦",HONDA RingRoad,,,Positive,0.5605095530746993
Very executive and quality services.,HONDA RingRoad,,,Positive,0.5605095530746993
First visit. Helpful n courteous staff. Sales office on first floor. Beautiful n spacious office. Please do not follow Google map it don't recognize road to This showroom. Follow the small sign board  from LDA City road. which leads to this â?¦,HONDA RingRoad,,,Positive,0.5605095530746993
A far off location but the staff and management is really welcoming.,HONDA RingRoad,,,Negative,0.5109592678022723
Really State of art,HONDA RingRoad,,,Negative,0.5109592678022723
AMAZING,HONDA RingRoad,,,,
"Great customer service, efficient, experienced work Force. Dealt by Mr .Shahbaz who i must say is doing an excellent job.
Been to all honda service points in Lahore, but this one is the best.
Highly recommended",HONDA RingRoad,,,Positive,0.625792136448264
Very easy approach and good service quality.,HONDA RingRoad,,,Positive,0.610285073989355
Neat Environment,HONDA RingRoad,,,Negative,0.5109592678022723
Lovely place,HONDA RingRoad,,,Negative,0.5109592678022723
"A recently started Honda 3S Dealership, located on the Ring Road.
Still awaiting a formal opening, they have started their sales and service.
They have more bays than Honda Gateway and seperate floors for Mechanical and â?¦",HONDA RingRoad,,,Negative,0.5113101318982131
Newly established but a bit dangerous road to reach,HONDA RingRoad,,,Negative,0.5109592678022723
Excellent and very meticulous dealings...,HONDA RingRoad,,,Positive,0.5605095530746993
Highly recommended,HONDA RingRoad,,,Negative,0.5109592678022723
Good Services,HONDA RingRoad,,,Positive,0.5605095530746993
Opening coming soon,HONDA RingRoad,,,Negative,0.5109592678022723
