wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Visit this place for buying Bike,Suzuki Khalid Motors (Link Ferozpur),,Like,Negative,0.5109592678022723
My experience was good,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
Very professional and very cooperative.,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
Best shop and honest peoples,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
I just love fortuner they have,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
Very cooperative staff.,Suzuki Khalid Motors (Link Ferozpur),,Like,Negative,0.5109592678022723
Good showw room as well,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
Good colur paint matching is good,Suzuki Khalid Motors (Link Ferozpur),,Like,Positive,0.5605095530746993
Have all kind of suzuki spare parts,Suzuki Khalid Motors (Link Ferozpur),,Like,Negative,0.5109592678022723
First visit no proper check up,Suzuki Khalid Motors (Link Ferozpur),,Like,Negative,0.5109592678022723
Get the job done but expensive labor/parts,Suzuki Khalid Motors (Link Ferozpur),,Like,Negative,0.5791296396742487
