wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Suzuki Mini motors is a 3 star authorized dealer of Pak Suzuki Motors. It is located in Gulberg Lahore near Cavalry Ground. It offers sale of brand new cars of Suzuki vrans only and also provide car repair and maintenance service. Its workshop is very well equipped and its technician are very skilled and competent. It gives excellent service.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5842531542201976
"Suzuki Mini Motors is the worst Suzuki dealership in Lahore.

I won?? recommend anybody doing business with them at all. They aren?? trustworthy, highly deceptive, and unprofessional, especially their salesperson Mr. Summer and sales manager Mr. Kashif.

I booked the newly launched Swift in the Suzuki exchange program through Suzuki Mini Motors. They committed to deliver the vehicle within fifteen days but the vehicle was delivered after forty days.

The dealership handed me over a faulty vehicle with manufacturing defects and deep scratches on the paint.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5088887958765483
A very good place very good service provider workshop is very well equipped  I go to sells department they are not welcome so I don't like it they don't bother if they see you are only hear for estimate of your car or ur mot gone buy today  so I specifically recommend thier workshop and body shop  very good staff and supervisor,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5957320848939673
"Mini motors Gulberg most arrogant and pathetic staff. Believe me if you are calling their office number and they are not attending your call, they simply avoid. Look busy do nothing..  They all are busy with their bloody phones. Avoid to go there..",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
Bike service worst experience,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5773647462757812
"Staff attitude is very good
Waiting time is not too much
Affordable",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Not up to the mark facilities... Just work for formality... Undue expensive... Staff not well trained except some .... Oonchi dukan pheeka pakwan...,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
"Suzuki cars Sales, service and parts very professional",Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
"They are charging more for service..
Currently 1000 while other suzuki showrooms are charging 600 for the same service.. their prices are bit high but labour is skilled..",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
"Well. The staff is very courteous. Jehanzeb Khan is an experienced person who performs the professional way. If you are not aware, you might get charged for petty services. For eg. I was charged for telling me that my CNG advance kit was faulty, which I already knew. Still I will advise to go to M. M.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Awsome servise ?? ??,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
?? ??,Suzuki Mini Motors (Gulberg 3),,,,
Excellent customer service by Mr. Yasir and Mr. Kashif on purchase of cultus. Both honoured their committement on time with efficient dealings.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Extremely poor services with very rude behavior of staff. Will never visit again,Suzuki Mini Motors (Gulberg 3),,,Negative,0.6066514453560247
"Good staff. Good service. One thing should be noted by suzuki that they have to provide a receipt to the customers for 1st 1000km service. In my case, they didnt even stamp my manual. Anyhow, thats my experience. Overall they have very talented staff.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.58236251493518
"My Suzuki alto 2020 has missing problem since one month, but Suzuki mini motors technical staff did not diagnose the problem till now. very very cheap service and staff....My new car khrab krr dii begarton nae.... I have complete evidence of inefficient technical staff ......pls do not go suzuki mini motors...not recomended",Suzuki Mini Motors (Gulberg 3),,,Negative,0.6204611568701108
"Some service are reasonable but some are very expressive so i recommend only checking service , vehicle alignment 500 Rs, engine checking of mehran  with saccner 1000, over all whole car checking and 2000 plus tax is better",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5534168306296006
They're good but don't take them too seriously. Also consult your local mechanic. The best thing about them is that you get genuine parts for you're vehicle. But do remember to make appointments. It helps.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Babr is best mechanic. Took my Mehran. He not only properly diagnosed but rectified all the issues. Felt a bit expansive but the peace of mind i got after coming justifies the amount.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"This is a Nice and beautiful ShowRoom... But Huge traffice you have to face to reach there... it is easy to reach for people approching from within the city. But its very difficult to reach there for people coming from districts like Faisalabad, Sheikhupura and Gujranwala as people have to cross whole city to reach there. But its true that they have better staff and trusty owner.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Its better to get your oil changed/ tuning done/ parts replaced from an authorized dealer. Contrary to poular belief, they are not overpriced. However, unlike the mechanics, they do have a good quality of service. Suzuki Mini is all good.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.604102330503561
"Extremely bad service, they have no concern for customer service, they will make you wait for ages and never stay up with their commitments, they will take longer than the the time they have given to you, i had extremely bad experience with them, especially the body shop, they don?? value their customer, we spend 3,4 times higher at their workshop to get a good customer service but unfortunately they don?? value the customer and this happened with me when i was getting my car?? work on cash payment, if its insurance than they will treat you even worse, Usman butt is the in-charge of bodyshop who will try his best to make your drag dates and create inconvenience for you and later on will say its your fault. Never getting any services from them in future. They consumed 10 days just to replace a bonnet and fender.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5339740467719944
Excellent place for suzuki vehicle maintenance with lots of experienced staff and genuine parts.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Staff is very very cheap specially the mechanics and guards demanding money for tea ( chay,  panie) which is very bad if customer denied to pay they put there work in waiting hours which bad manners and bad attitude..!! Higher management should take notice ..!!",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5967993728221765
It's suitable place due to its complete after sale service solution.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
Good dealership . Very nice staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Felt similar to visiting a govt office. Lethargy , politics , unprofessional attitude all around. A place frozen in time with a mindset of 30 years ago",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Outstanding service quality... Staff is very kind and humble... Give you right advice for your vehicle work... Mr. Shahzad is very cooperative and experienced person..,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
"My first visit and Experience was good, staff was very friendly and helpful.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.6114433542122345
Number 1 7S authorised dealer in pakistan,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
The location of the showroom is the worst. Its under a flyover bridge right next to a railway track where theres a single lane road which is overly crowded. You just fear of scratching  your new car when you get out of there. Better select a different showroom.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
"Very unprofessional floor manager.
But mechanis are very cooperative.
Special jis ney engine services or baki maintenance ke.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Excellent place for buying a new car!
They have good staff for dealing!",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Better than few others,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Good services here and cooperative staff..,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Good to have services on Sunday, always check your bills with actual parts used as there may be some embezzlement, after detail comparison with others, rates seems higher, customer sitting area is average, wash rooms in dirty condition, denting painting service is too costly",Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
If u like professional treatment for ur Suzuki car ..they r good in it.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Worst service...,Suzuki Mini Motors (Gulberg 3),,,Negative,0.6054037653776139
Good experience...well trained technical staff.. services are good,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"In my opinion, ""satisfaction guaranteed"" good trained and experienced staff. Prices are  high but skilled persons",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Best staff. Best services.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Staff is very courteous, highly professional. Was really impressed woth their attitude. Specially a guy usman khan and mechanic babar are a good front line image of suzuki mini motors.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Nice workshop coupled with great service quality. Their post service following up and user experience is great,Suzuki Mini Motors (Gulberg 3),,,Positive,0.6025194281336225
Nice experience overall. Got late as their computer system was down but otherwise good staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Been visiting since 2005. When you go there ask for Mr. Abdul Islam, the most competent mechanic I know.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
This is 7S dealwership of Suzuki Motor. Mr. Sheraz Kamran who own this business is a nice guy. Solar shop.pk installed 25 KW grid tie solar energy system here few months back. Which is working fine now they are going to add more 15 KW,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Suzuki prices are so high. Even of those cars which are more than a decade old. Service was good.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
Fantastic service for suzuki mother car useres. Timely and quality service managed here. Really good quality work.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.6356098563666079
Good service. Parts prices are little higher but service quality is good. Cooperative staff.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.6025194281336225
The best thing about this place is that they call you after service for your value able feedback.  Other wise they dont know how to open Gear Box of your car and they try with options..  LOL,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
"Excellent service, workmanship and dealing is very decent and professional attitude.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
"Very professional staff, quick services and quality work.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
It is an excelent place for suazuki services,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Good Experience,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Excellent service competent and co operative staff only one drawback is location near railway track and due to this traffic jam,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Pathetic services. Keep calling to get my car checked and they keep cutting the call. Absolutely pathetic.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
Excellent services and curious staff.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Excellent services. Love the staff specially manager Mr. Subhan,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
"Skilled professionals, well equipped with necessary gadgets and work better than ordinary mechanics available in the market",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Best Suzuki motor vehicle repair workshop.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Great service and quality, professional staff who can guide you on every step for better performance of your vehicle",Suzuki Mini Motors (Gulberg 3),,,Positive,0.6285660662212359
Bad service. Maintenance level not good. Mechanics buy parts from their stores in cheap and sell it on high price without providing any invoice.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5772758792543727
"Had car tuned and oil changed, nice guys. Comfortable customer lounge, separate for both men and women!",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
It was OK let's see after sale service,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
"Discount offer on lump-sum payment is really attractive, need to improve the service part for bikes",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
Excellent service. Got my brakes fixed.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
The services offered here are very good and the best part is that it is open on Sundays.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Not a very good place due to its location but services are satisfactory.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Good place for routine maintenance of your Suzuki car, experienced staff and cooperative management.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Managerial Staff is extremely non professional. They only give you expensive solitions. Paint and body shop managerial staff is least concerned about making customers.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5088887958765483
Good work but last time they did very low standard tunning and due to low quality fuel i also have to chamge my plugs,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Very good service. Professional Staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
"Recently visited there for first and second service of my car. Very much satisfied, their staff is competent and understand common issues with Suzuki cars.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
"I am visiting mini motors since 2015 regarding my cultus
On the whole it deserve 4 stars",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Nice Facility, Professional staff and Supportive Mechanics. It's a complete all in one facility.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Excellent service and very helpful staff...,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
"Excellent choice. You can wait in a rest area and tea, watch tv ,read newspaper while your car is being serviced",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Nice staff.they listen to you and make you understand the actual thing.Parts are geniune.Company operated.Its better than other suzuki showrooms,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Location is a little bit odd but mechanics are good and quick knows their work properly.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Mini Motors is perhaps the best Suzuki car service workshop in Lahore. Professional staff and efficient delivery.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
"Pricey and they shovw you with parts replacement and un-necessary services,Yet they do get the job done",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Great services, mechanic & technicians know exactly what they're doing.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Great service,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Great works very satisfied performance than othrr Suzuki dealerships and the big thing is rates are reasonable and less than others.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
"FFI in only 16 minutes.
Great service",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Nice staff,Suzuki Mini Motors (Gulberg 3),,,,
Good service .. customer support n technical staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Good service along with waiting area and free refreshments.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Great service provided by staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
"Suzuki mini motors has sales department of suzuki cars.
There is also a car wash section as well and spare parts of all suzuki cars are available here.
Moreover there is also a big service shop.
They also have a paint workshop here
They are not only dealing in cars but also have sales, service and spare parts of motorcycle as well",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
"Good service, Staff behavior was om too.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Location is a bit odd....but otherwise Products and SERVICE IS EXCELLENT.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
"Good professional people, all things under one roof...",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Very good persons here,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
4 star because denting painting and repair department is excellent but service and normal check up is worst experience,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5316693354498528
One of the best car dealers in Lahore. With facilities of car maintenance,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Company is good but managers are not loyal with work.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Nice and helping worker. Work with great satisfaction,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Costly Services,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
The labours are good and does work with satisfaction. But the prices of the  parts are hitting the sky,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Excellent service ?? ??,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Very good place for maintenance of Suzuki vehicles.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Good technical staff but little expensive workshop,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5088887958765483
"Good service as usual.

Relocation and access need to be reconsidered given  poor  roads and traffic congestion.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5316693354498528
Very cooperative staff. Sundays open as well when most of others are closed,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Recommended as they have ample space to park new vehicles in door.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Khan is best mechanic there, always suggest you the best. Always ask his assistance.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Very bad experience.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
"Vide area, Good parking space, Good management.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Too much bad service no corporation with customer no proper car checkup,Suzuki Mini Motors (Gulberg 3),,,Negative,0.6054037653776139
Workshop is very neat and clean staff behaviour to customer is good,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Nice service. Very professional staff.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
Trained staff with a smiling face.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Nice work
Professional staff",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Very expensive. Lubrication charges of 5 doors of Suzuki Mehran is in rupees 200/-
Insane",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
You are making blunders with end consumer.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Very good personal experience. Staff is co-operative.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"3S Services
15% Discount on pre-arrival appointments
One window solution
Prices relatively higher",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Good and experienced mechanics, but over priced and they over-charge the amount.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
They are good if they start picking up phone.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Technical staff is good. Management is just ok,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
I was clean and tidy . You can use wifi over there.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Good experience. But price r high,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Good experience visiting this place my visit was very informative,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Good service,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
"Mini Motors Gulberg, Quiet Satisfied with their work and staff. Visits done for maintenance and services.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Not cooperative
I visited workshop asked for spares. He said that he doesn't have. But when we visited store, spare is available.",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
One of the Best Suzuki 3 S dealer ship. All kinds of cars related services,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Experienced staff
Satisfactory services
Great customer service",Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
Best place for suzuki bikes n cars. They have discounted prices for bikes. Also good sales n service.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
"There charges are high and deduct tax as well, overall good experience",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Good place for tunning of Suzuki vehicle,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Un skilled people  not recommended,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Better than suzuki Samnabad which i have visited, workers here are more friendly and helpful",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5895584692427674
Good peoples and good work,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
One of the best show rooms of Suzuki,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Needs improvement in their service time. Average experience.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
Love you too it was my pleasure to be there.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
"Good mechanics, complete pictur of ur car, little bit expensive, overall good",Suzuki Mini Motors (Gulberg 3),,,Positive,0.522429805566937
i  bought  vehical from suzuki mini motors i like the way the deal n service is nice as well as ....,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
The person Ahsan is quite cooperative...,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
A very good place to get your cars repaired,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Very convenient for reliable car repairs and checkups.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
dont but spare parts from here they charge more than they actually cost,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Good showroom for brand new, certified used cars and car services.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Nice workshop and service as well. Babar is a nice guy.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
Best service and all parts available.  Trusted,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Good courteous people. Service is prompt,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
They provide good customer services,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Wow Experience,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Cooperative staff, good service and nice environment.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
costly but after your satisafaction level is very high,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
I always go here for engine and mechanical work. They are expensive but they do good work.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5088887958765483
Its a workshop a 3s dealer of suzuki. Parts are expensive but they say that its real suzuki parts. Overall its good,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5088887958765483
Good workshop for suzuki vehicle maintenance. With experienced staff.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Excellent place for car maintainence specially Suzuki. Good environment and good staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5845078837790162
Wonderful service and very professional people,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
excellent service. highly recommended.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Employees behavior was bad,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5791296396742487
Good,Suzuki Mini Motors (Gulberg 3),,,,
Had a good experience at Suzuki Mini Motors. Totally satisfied with the service provided there.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
Had Good Experience with mini motor,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
They usually do miscommunication. Vehicles are generally late,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Good customer services at Suzuki showroom and workshop. However workshop charges are comparatively higher.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Deceptive staff zero customer service,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
"I have never visited inside
Sorry ?·?· ??",Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
Working is customer based but without hospitality.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
They take my mehran in best price,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Good service staff,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5881235813232714
Have a place of good mechanic with after service followups.,Suzuki Mini Motors (Gulberg 3),,,Positive,0.558485538257406
Best services for car sales and purchase,Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Great people good service,Suzuki Mini Motors (Gulberg 3),,,Positive,0.610285073989355
Do visit to get your car engine tuned up. Try to catch up Jahanzeb Khan there.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5109592678022723
"Good n cooperative staff there, Suzuki products are available.",Suzuki Mini Motors (Gulberg 3),,,Positive,0.5605095530746993
Suzuki motor show room with a huge service area.,Suzuki Mini Motors (Gulberg 3),,,Negative,0.5113101318982131
