wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
HITECH workshop,HONDA Gateway,,,Negative,0.5109592678022723
Car and bikes is available hare,HONDA Gateway,,,Negative,0.5109592678022723
? ,HONDA Gateway,,,,
Excellent Services. Mr. Manazar from Sales is very supportive and cooperative.,HONDA Gateway,,,Positive,0.5605095530746993
Nice staff,HONDA Gateway,,,,
Efficient & co-operative staff...,HONDA Gateway,,,Positive,0.5605095530746993
Nice,HONDA Gateway,,,,
Everything at one place but getting expensive day by day,HONDA Gateway,,,Negative,0.5791296396742487
I am here,HONDA Gateway,,,,
Good,HONDA Gateway,,,,
Have a good experience on Google maps,HONDA Gateway,,,Positive,0.5605095530746993
Nice service to the customers...quick response,HONDA Gateway,,,Negative,0.5113101318982131
It's the best company of Honda...!,HONDA Gateway,,,Positive,0.5605095530746993
"Best Dealership in Lahore.
Best After Sales Services.
Cooperative staff.",HONDA Gateway,,,Positive,0.5605095530746993
"Poor staff cordination
Customer fully unattended.",HONDA Gateway,,,Negative,0.5791296396742487
Valley,HONDA Gateway,,,,
Good Honda service and maintenance although somewhat expensive,HONDA Gateway,,,Negative,0.5089763875056554
Poor customer relationship,HONDA Gateway,,,Negative,0.5791296396742487
"My car Honda City Aspire model 2017 was giving abnormal sound intermittently. It seems from camshaft. But mechanic was well trained, he directly pinpoint the problem of AC compressor loose bolts. Problem resolved in few minutes.",HONDA Gateway,,,Negative,0.5791296396742487
Good,HONDA Gateway,,,,
Received Honda City  Inspires 22 fully loaded Auto for my Elder Daughter N.Qaiser.,HONDA Gateway,,,Negative,0.5109592678022723
They're continuously increasing prices either it's car or parts or even the motor oils. Also they've increased labor rates to far out of it's peak. I mean who's gonna charge 20k labor to change a coil only? Disgusting,HONDA Gateway,,,Negative,0.5791296396742487
"I had an issue with the car engine, which they couldn't resolve unfortunately.

Hello Sir, you asked for the date of visit and the car #. So here it is. Please respond so that I can explain. Thanks.
Date of visit 1-August 2022.
Car number: LEA 3261

20 Sep 22
There is no response from Honda gateway on my above issue.",HONDA Gateway,,,Negative,0.5791296396742487
Kam mahnga a par serivice changi dendy ne . A1 PA G,HONDA Gateway,,,Negative,0.5109592678022723
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Good dealer,HONDA Gateway,,,Positive,0.5605095530746993
Nice,HONDA Gateway,,,,
Parts not available,HONDA Gateway,,,Negative,0.5109592678022723
"First off, it is right at the start of Lahore on main GT road, before Tokhar Niaz Baig stop, which makes it accessible. But if you are coming from Askari 11, like I was, it is way too far.

Maintenance Shop:
Service centre has two shops, on ground floor, maintenance, electrical and engine works.

Body and Paint Shop:
It is below the ground floor in basement. Attaching pictures so you can see.

My review of the maintenance shop is that their response/customer service is good, but work is average. I had 120,000 KM inspection done which included Alignment and balancing but their alignment was not upto the mark.
They did not have parts for my car...didn't have a simple Air filter for Civic Reborn. They focused on replacement of parts rather than maintenance and the irony is they didn't have the parts. So as I said, average.

Now the paint shop, the same, response is good. They guy who entertained me(M. Pervaiz) was very helpful and took out time from his break time to see my car. Same story with parts, they didn't have reborn bumper or mudguards. They got China made parts and had them painted. Same foucus on replacement rather than repair.

Overall the People are responsive and supportive.",HONDA Gateway,,,Positive,0.58236251493518
Informative,HONDA Gateway,,,Negative,0.5109592678022723
Good place for Car purchasers,HONDA Gateway,,,Positive,0.5605095530746993
Very bad Service n not customer care,HONDA Gateway,,,Negative,0.6054037653776139
Good service and good staff,HONDA Gateway,,,Positive,0.5839401980210318
Like always a satisfied customer. Salman guy here is really experienced and intelligent,HONDA Gateway,,,Positive,0.5605095530746993
Lovely place ?? ,HONDA Gateway,,,Negative,0.5109592678022723
Professional customer service.,HONDA Gateway,,,Positive,0.558485538257406
"Good service, satisfied Mr.Main Umair sahib is a very cooperative person there.",HONDA Gateway,,,Positive,0.610285073989355
Good service & Guest area,HONDA Gateway,,,Positive,0.5881235813232714
it's good,HONDA Gateway,,,,
Well equipped Honda workshop for cars.,HONDA Gateway,,,Negative,0.5109592678022723
great service area. staff is very helpful.,HONDA Gateway,,,Positive,0.610285073989355
The dealership have un matched space but uncooperative staff,HONDA Gateway,,,Negative,0.5109592678022723
Fast service,HONDA Gateway,,,Positive,0.5881235813232714
Insurance can be claimed there in the basement. Service station is in ground floor.,HONDA Gateway,,,Negative,0.5113101318982131
Quality of service deteriorate over the time,HONDA Gateway,,,Positive,0.5881235813232714
great place,HONDA Gateway,,,Positive,0.5605095530746993
"Professional staff, organized work flow, peace of mind
Update after 2 years - amazing how they continue to uphold the first comment.",HONDA Gateway,,,Positive,0.5895584692427674
Professional team here is good,HONDA Gateway,,,Positive,0.5895584692427674
Good service,HONDA Gateway,,,Positive,0.5881235813232714
"Honda Gateway is grate their workers and every thing
but there service was slow",HONDA Gateway,,,Negative,0.5773647462757812
Good,HONDA Gateway,,,,
"Good service, satisfied. After the  electronic tune up mileage improved from 12 km in the city to 15 km..
Motorway near 18 km. More power and quick pick.
Today 2/4/22
Took a long time to change headlight tube, that too after follow up.
Cars need to be timed in and out, service levels fixed for each job. Review by service manager to arrive at efficency levels.
Store was out of fish bulbs???
Also for car horns, no brackets, they told me they get their parts from bilal gunj, car parts second hand market.
Not what you expect of a Honda car dealer.
Is the engine oil recycled too?",HONDA Gateway,,,Positive,0.6022718718854905
"Very nice and neat premises, staff is cooperating too.
Workshop is neat, supervisors are attentive, whereas technicians though trained, but are a little skippy.
My overall experience of workshop is good and satisfactory.
??Honda Motors company unfairly give lengthy booking dates. Which is against honesty and a mark of shame on Honda.
There are no floor mats in new cars, not even the engine protective plastic sheild. These are very cheap items and should be provided with new car as compliment.
Honda is always copycat in terms of design and innovation as compared to Toyota, which is far batter in design and innovation.
Honda Pakistan is 5 to 7 years behind international market of Honda. Vehicles lack security and sensory features compared to same model in other countries. Whereas prices are higher comparing to Hondas' other Asian markets.
Honda Pakistan is not customer friendly and is not faithful to Pakistan and its citizens. Please check Honda vehicles price and features comparison in Asian countries vs Pakistan.
Governments negligence too facilitates the manipulative manufacturers, rather than the citizens.",HONDA Gateway,,,Positive,0.5321214989757779
? ,HONDA Gateway,,,,
Mr. Awan is a very cooperative person there.,HONDA Gateway,,,Negative,0.5109592678022723
I have reservation about their customer service. The sale persons don't answer your calls and messages . And don't even call back.,HONDA Gateway,,,Negative,0.5113101318982131
Visited on launch of new generation and staff didn't even know few features were not there to my amusement. Otherwise nice folks haven't made a purchase yet so can't comment on how good they are in process.,HONDA Gateway,,,Positive,0.5605095530746993
"Honda is a famous and reputed worldwide Car manufacturers. But, in my opinion, any world fame company when they are doing business in Pakistan, they get polluted. We had booked one Sunny Car against advance payment. Later on showroom again called and asked us to pay certain amount so that early delivery of car be arranged. It was paid, but when we approachec to take the car, they demanded another 2 lakh rupees above the agreed amount. We argued not to pay any amount above the agreed amount. Now they are trying to deliver these cars to others who are ready to pay extra amount too. This is nonsense. This is due to lack of speciific rules and laws to protect Customers. When our rulers are corrupt what can be expected from them.",HONDA Gateway,,,Negative,0.5109592678022723
Great,HONDA Gateway,,,,
Very good services especialy body shop,HONDA Gateway,,,Positive,0.5605095530746993
It was Good by Service,HONDA Gateway,,,Positive,0.5881235813232714
"Services are poor, customer guidance is not too good",HONDA Gateway,,,Negative,0.5088887958765483
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Best,HONDA Gateway,,,,
I Think first and last deal with gateway,HONDA Gateway,,,Negative,0.5109592678022723
"Tune of sales representative was different while purchasing and delivering.
Bought city Aspire but now we think in this price range this car is not recommended.

Anyhow this place provides car overall services in terms of purchasing new cars and maintaining your car.",HONDA Gateway,,,Negative,0.5109592678022723
Good services,HONDA Gateway,,,Positive,0.5605095530746993
staff behavior is good  and cooperative,HONDA Gateway,,,Positive,0.5605095530746993
"Had Engine & CVT Oil changed, with filters.",HONDA Gateway,,,Negative,0.5109592678022723
"Very bad behaviour of staff, less experience, poor service, less staff, do not have good knowledge about honda models, its better book somewhere else",HONDA Gateway,,,Negative,0.5772758792543727
always a choice for honda lovers,HONDA Gateway,,,Negative,0.5109592678022723
Nice setup,HONDA Gateway,,,,
Ok,HONDA Gateway,,,,
Mutant road thoker towards shahpur kanjran mandi,HONDA Gateway,,,Negative,0.5109592678022723
Nothing special,HONDA Gateway,,,Negative,0.5109592678022723
"It is good place to have maintenance of your honda Car.Staff is professional and well trained.
This place should be open on sunday as well so the people who are doing job should be able to manage their car maintenance in their off days",HONDA Gateway,,,Positive,0.5895584692427674
Lovely feedback,HONDA Gateway,,,Negative,0.5109592678022723
SHAME ON HONDA FORT THIRD CLASS SERVICE,HONDA Gateway,,,Negative,0.5113101318982131
It's good place for Honda car owners. Especially Mr. Rameez very nice person. Deals his clints very gently.,HONDA Gateway,,,Positive,0.5605095530746993
"NOT Satisfied with the SERVICE DEPARTMENT; i had my vehicle diagnosed; the technician who started to diagnose the vehicle seemed like he was NOT happy to be part of the service department's team. He either was not experienced or did not think that satisfaction of the customer was important to him. Upon lifting the vehicle, first thing he told me to do is take the car back and have it washed underneath and then bring it back. His superior obviously disagreed with him and recommended to use a cleaner spray to clean the small area which was presenting the problem (a slow leaking oil pipe). From that point onwards till the end of the diagnosis, not only the technician DID NOT use the cleaner spray but also was not able to reach the loose clamp (the culprit of the problem). Throughout the process he did not remove the front wheel which was the right way to be able to reach the clamp easily but was not able to fix a simple clamp. The end of the story is that I had a simple mechanic at a mechanic '""workshop"" who charged me a simple Rs. 500 (yes correct 5 hundred and even that I insisted because he was generous enough to resist charging me anything) to fix that clamp and was able to do this on a simple jack by removing the front wheel. At some parts of the world, the dealerships are known as ""STEALERSHIPS"" for this exact reason. Please step up ur game Honda Gateway and not become a stealership... since your inexperienced technician then proceeded to tell me to have the entire pump replaced until I asked him to get the head mechanic who obviously disagreed with the technician's diagnosis. Even though I was NOT charged by your service department, I still think I have to present an accurate picture on google reviews.",HONDA Gateway,,,Positive,0.5150672280048628
Good place,HONDA Gateway,,,,
"Very busy place. Sale, parts and service facilities for Honda Vehicles is available.",HONDA Gateway,,,Negative,0.5113101318982131
"Best experience. Easy to go and get your honda vehicle inspected and maintained.
Staff is very cooperative.",HONDA Gateway,,,Positive,0.5605095530746993
Good,HONDA Gateway,,,,
Competitively better team.,HONDA Gateway,,,Negative,0.5109592678022723
It's good professional staff & Quality services about your car ???. ,HONDA Gateway,,,Positive,0.6114433542122345
Wonderful showroom and good service provider,HONDA Gateway,,,Positive,0.610285073989355
Nice experience,HONDA Gateway,,,Negative,0.5109592678022723
They didn't even have a meter to check the air.,HONDA Gateway,,,Negative,0.5109592678022723
"Car repairing and service centre for Honda vehicles only. They perform regular service and repair & maintenance.

One should take prior appointment to avoid waiting for the turn.",HONDA Gateway,,,Negative,0.5113101318982131
Excellent ? ,HONDA Gateway,,,Positive,0.5605095530746993
Corporative staff ..had great experience here related to spare parts,HONDA Gateway,,,Positive,0.5605095530746993
Good very good services ? ? ,HONDA Gateway,,,Positive,0.5605095530746993
Very expensive but good quality work,HONDA Gateway,,,Positive,0.5321214989757779
Poor value of money.  Lack in customer service,HONDA Gateway,,,Negative,0.5773647462757812
Good,HONDA Gateway,,,,
Nice,HONDA Gateway,,,,
To expansive,HONDA Gateway,,,Negative,0.5109592678022723
Conventional Pakistani style,HONDA Gateway,,,Negative,0.5109592678022723
Great,HONDA Gateway,,,,
All types of honda vehicles are available here,HONDA Gateway,,,Negative,0.5109592678022723
"They deal their customers on first priority, quite satisfied.",HONDA Gateway,,,Positive,0.5605095530746993
Yes g,HONDA Gateway,,,,
"professional mechanism for all sorts of fault rectification with genuine spare parts , but shocking news is they are charging almost 2400Rs. for just entry and report card filing...",HONDA Gateway,,,Positive,0.5605095530746993
Best Show Room,HONDA Gateway,,,Positive,0.5605095530746993
Nice,HONDA Gateway,,,,
good one,HONDA Gateway,,,,
Hospital people,HONDA Gateway,,,Negative,0.5109592678022723
"The services are being provided upto satisfaction. Staff is cooperative.  However,  pray area at 1st floor of the workshop needs to be managed properly.",HONDA Gateway,,,Negative,0.5109592678022723
Good customer services!!,HONDA Gateway,,,Positive,0.5605095530746993
"A good complex to deal with sale and after sale, maintenance service",HONDA Gateway,,,Positive,0.558485538257406
Good,HONDA Gateway,,,,
Great experience.. it's better then the other honda service centers..,HONDA Gateway,,,Positive,0.558485538257406
Professional and supportive staff,HONDA Gateway,,,Positive,0.5605095530746993
car dealers,HONDA Gateway,,,Negative,0.5109592678022723
Only good for buying parts,HONDA Gateway,,,Positive,0.5605095530746993
Very good,HONDA Gateway,,,,
Great people to visit here ? ,HONDA Gateway,,,Positive,0.5605095530746993
"Quite a small show room, did not have new honda city 1.5 varient",HONDA Gateway,,,Negative,0.5109592678022723
Excellent facility,HONDA Gateway,,,Positive,0.5605095530746993
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Good place but they do not have denting facility.,HONDA Gateway,,,Positive,0.5605095530746993
It was awesome experience. Good work.,HONDA Gateway,,,Positive,0.5895584692427674
City honda is fabulous,HONDA Gateway,,,Negative,0.5109592678022723
Normal,HONDA Gateway,,,,
Good and quickly service.,HONDA Gateway,,,Positive,0.558485538257406
Aspire Hoda City New looks good,HONDA Gateway,,,Positive,0.5605095530746993
"Disappointed , disinformation. No customer care.",HONDA Gateway,,,Negative,0.5791296396742487
Professional Looters. They don't know the sensitivity of the work. They just charge money,HONDA Gateway,,,Positive,0.5605095530746993
Hina hashmi cooperated and assisted efficiently during our visit at Honda.,HONDA Gateway,,,Negative,0.5109592678022723
Today i went for a checkup. My car was not running smooth after i got it tunned from Honda gateway.  They demanded 3500 just to take a look at the car.  That is very unprofessional. Like seriously!!!,HONDA Gateway,,,Negative,0.5109592678022723
Wrong google map location,HONDA Gateway,,,Negative,0.5109592678022723
"I bought my car from Honda City Sales Kalma Chowk and used to get car maintenance from them.
My second visit to Honda Gateway (2/07/2021) for oil change and same irresponsible behavior as before, staff insulting each other and working in uniform shirts. The same work that used to be done in just fifteen minutes takes an hour, just wasting time",HONDA Gateway,,,Negative,0.5109592678022723
Best Honda dealership,HONDA Gateway,,,Positive,0.5605095530746993
Not good. They charge 2.5% on creditcard transactions and in their waiting room no disposable glasses available in this hot summer. But yes they charge like anything,HONDA Gateway,,,Positive,0.5605095530746993
Its good for car but expensive now . Labour charges are really high.,HONDA Gateway,,,Negative,0.5088887958765483
Work is good but charges are very high.,HONDA Gateway,,,Positive,0.5605095530746993
Best service,HONDA Gateway,,,Positive,0.5881235813232714
Quick repairs and claims,HONDA Gateway,,,Negative,0.5109592678022723
Good guidance,HONDA Gateway,,,Positive,0.5605095530746993
"The maintenance staff needs to be active and with professional behaviour
Card payments must not be extra charged",HONDA Gateway,,,Positive,0.5605095530746993
"Nice place but mubarkiyan system disturbs.
Honda civic k matt jo k company saath deti hai.woh nikal lety hain.
Dukh huwa.kafi zid or takraar k baad inho ny hmyn wapis kr diye.",HONDA Gateway,,,Negative,0.5109592678022723
It's a huge showroom of Honda where you can buy your favourite cars.,HONDA Gateway,,,Negative,0.5109592678022723
Service standard is good. Staff is cooperative but the owner needs to be vigilant and should point out the required services.,HONDA Gateway,,,Positive,0.558485538257406
Best vehicle showroom,HONDA Gateway,,,Positive,0.5605095530746993
Worst service ever provided at any Honda dealership. Close it now.  It's a mafia not service provider,HONDA Gateway,,,Negative,0.6018431542373641
3S Dealer..,HONDA Gateway,,,Negative,0.5109592678022723
"Saly choar hn sb , gharion ki qeemat japan se b ziada andar kush h nhi.
Sb pharay jan gy.",HONDA Gateway,,,Negative,0.5109592678022723
Average,HONDA Gateway,,,,
"The services at Honda Gateway are not exceptional, their prices of spare parts are high and the mechanics will do just an average work, playing Pubg at workplace.",HONDA Gateway,,,Negative,0.5109592678022723
Overal experience is ok....,HONDA Gateway,,,Negative,0.5109592678022723
Workshop and waiting area of customers doesn't reflect of Honda brand.,HONDA Gateway,,,Negative,0.5109592678022723
Excellent performance for Booking and Guiding New Honda Cars,HONDA Gateway,,,Positive,0.5605095530746993
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Best Car Booking Showroom Of Honda.,HONDA Gateway,,,Positive,0.5605095530746993
Good helpful staff. Pricey.,HONDA Gateway,,,Positive,0.5895584692427674
Good service,HONDA Gateway,,,Positive,0.5881235813232714
"Good 3 S service
Specially there paint shop
Staff is very cooperation
I m sending cars from last 10 years",HONDA Gateway,,,Positive,0.5881235813232714
Good staff and services. Fully satisfied ??,HONDA Gateway,,,Positive,0.5895584692427674
"Visited their body shop for car repairs. Nice environment, and waiting room is cool for families as well.",HONDA Gateway,,,Negative,0.5109592678022723
Workers are free to whatever they want to do. Honda doesn't take responsibility and only focus on payments.,HONDA Gateway,,,Negative,0.5109592678022723
Staff is very courtious and professional. The body works shop staffs' skills and customer care is one of the best I have experienced in Lahore.,HONDA Gateway,,,Positive,0.5895584692427674
Service area is good.,HONDA Gateway,,,Positive,0.558485538257406
Good service,HONDA Gateway,,,Positive,0.5881235813232714
"Usually they are better
But this time when i went for oil change in my civic, they didn't even look at air filter. 3 days later while checking for water in wipers, i just opened up air filter it was all choked. Not satisfied now",HONDA Gateway,,,Positive,0.5605095530746993
"Quality maintainence, professional team. But you have to be more aggressive to get details for service what is the issue and what is the next.",HONDA Gateway,,,Positive,0.5316693354498528
My car maintained 55000km from there All staff r good but that molvi supervisor who is in charge of making billing such a bad man always in plan how to make extra charges and how to make high Bill zero tolerance.Never go again there next time.,HONDA Gateway,,,Negative,0.5088887958765483
Showroom,HONDA Gateway,,,,
Honda Company Showroom and Service Center located at the best location is the best and authentic for Genuine Parts and Repairing. Excellent and well mannered staff lead by example,HONDA Gateway,,,Positive,0.5839401980210318
"Every employee was very cooperative. Good works nl knowledge.

I want to add one suggestion.
If possible kindly provide only lunch facility to all employees. After eating meal they will prey for you.
You will see further improvement in   your business.",HONDA Gateway,,,Positive,0.5605095530746993
Well equipped  workshop  .Expert Mechanic   and qualified supervisor. It was very nice  visit,HONDA Gateway,,,Negative,0.5109592678022723
"I bought Honda BRV from this showroom. The sales staff  is so discourteous and treated so badly and indifferently that i thought i was buying a cycle probably.

There is no concept of after sales service

If you want to buy aother vehicle, the telephone operator will not even connect you with sales. I dont know what the owners of this outlet have to say about it. Probably too much money has already been made and they may not need any further customer.

Workshop: is nothing unless you get Honda mechanics from factory on ground.

All in all its a pathetic experience.",HONDA Gateway,,,Negative,0.5773647462757812
Good experience. Excellent Service.,HONDA Gateway,,,Positive,0.610285073989355
Zaber Dast,HONDA Gateway,,,,
Cheaters,HONDA Gateway,,,,
Overall good experience with them so far.,HONDA Gateway,,,Positive,0.5605095530746993
Expensive,HONDA Gateway,,,,
??Avoid This place if you are seeking professionals who can listen to your problems thoroughly and also gives attention to the Details. These guys will Welcome you with a Rude attendant and will make you feel like you dropped at the wrong place to rectify your Auto care Solutions. ?? ,HONDA Gateway,,,Negative,0.5791296396742487
This dealership don't think about consumer and they have no any commitments,HONDA Gateway,,,Negative,0.5109592678022723
They lied on every step.,HONDA Gateway,,,Negative,0.5109592678022723
Good,HONDA Gateway,,,,
Nice place for ur honda repairs,HONDA Gateway,,,Negative,0.5109592678022723
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Fast Service? ,HONDA Gateway,,,Positive,0.5881235813232714
Today I visited Honda gateway for oil change and other maintenance and I paid through my credit card but they deducted 2.5 % extra due to card payment method but on the other hand a local oil change store named as Makki Oil store never deduct extra charges even from card payment. Their mechanics are very lazy. Overall a bad experience observed.,HONDA Gateway,,,Negative,0.5791296396742487
showroom to buy executive cars of honda and get after  sales service.,HONDA Gateway,,,Negative,0.5113101318982131
By the way it's always been a good experience visiting them.,HONDA Gateway,,,Positive,0.5605095530746993
Customer First is never their top priority. Avoid.,HONDA Gateway,,,Negative,0.5109592678022723
Entrance is very pathatic. Commitments are never honoured.,HONDA Gateway,,,Negative,0.5109592678022723
Nice customer service,HONDA Gateway,,,Negative,0.5113101318982131
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Very cooperative staff and fast processing for your requests.. in true sense professionals..,HONDA Gateway,,,Positive,0.5605095530746993
"Little bit repairing of bumper and maintenance of AC. Excellent services, fully satisfied and recommended.",HONDA Gateway,,,Positive,0.5895584692427674
"Warranty service is rubbish, I came for a very minor problem, within warranty and they said because there are few drops of water I can not claim it within warranty.",HONDA Gateway,,,Negative,0.5773647462757812
Building in graceful,HONDA Gateway,,,Negative,0.5109592678022723
There servies is very bad...there staff has no idea how to deal with customer.....poor poor poor service....,HONDA Gateway,,,Negative,0.6125361347154737
Honda,HONDA Gateway,,,,
Entrance need to be maintained,HONDA Gateway,,,Negative,0.5109592678022723
We biy The Honda car at this showroom . ??Al Hamdu Lillah ??,HONDA Gateway,,,Negative,0.5109592678022723
Expensive place for tunning.,HONDA Gateway,,,Negative,0.5791296396742487
Good service and well known mechanics,HONDA Gateway,,,Positive,0.5881235813232714
"All types services, repair and maintenance are available for the Honda cars at one place.",HONDA Gateway,,,Negative,0.5109592678022723
Good work,HONDA Gateway,,,,
Not satisfied,HONDA Gateway,,,Positive,0.5605095530746993
"Never Disappointed me ..
Always meeting the Good Standards of workmanship and Personalized Care ..",HONDA Gateway,,,Negative,0.5088887958765483
Multan road thokar bypass,HONDA Gateway,,,Negative,0.5109592678022723
Very good,HONDA Gateway,,,,
Only good for oil change and purchasing original parts their labour costs are very high,HONDA Gateway,,,Positive,0.5605095530746993
They maintain the car very well,HONDA Gateway,,,Negative,0.5109592678022723
"Spacious service area, cooperative staff, quality service. However each time I come here they delay the delivery of my car by at least 1 hour",HONDA Gateway,,,Positive,0.5842531542201976
"There staff is not putting some jobs in the bill and then asking after payment  to pay for extra services, from Technition to wheel alignment guy to Job supervisor every body is involved...I thought I am the only one but when I asked few more people now they are also telling similar stories and they stopped going to this service center.",HONDA Gateway,,,Negative,0.5113101318982131
"One of the better Honda 3S dealerships. Ample bays to work on and the body shop is completely separate in the basement from the rest.
The staff is cooperative and polite.
The only issue is the large number of cars it caters. You have to wait for a long period of time if you go around 11am and especially on days like Friday and Saturday.
Recommended strongly if you live near Multan Road, Faisal, Johar, WAPDA or Valancia Town",HONDA Gateway,,,Negative,0.5791296396742487
Best choice of Honda cars,HONDA Gateway,,,Positive,0.5605095530746993
Very professional services,HONDA Gateway,,,Positive,0.5605095530746993
Good for car maintenance ??,HONDA Gateway,,,Positive,0.5605095530746993
Too crowded no time for diagnosis,HONDA Gateway,,,Negative,0.5109592678022723
Recommend everyone to check their cars from gateway. Staff behaviour was very good,HONDA Gateway,,,Positive,0.5895584692427674
Ok service the staff should work on their behaviour especially,HONDA Gateway,,,Negative,0.5113101318982131
come and visit honda giving Good service.,HONDA Gateway,,,Positive,0.5881235813232714
"They are always very polite, disciplined and cooperative but a little bit costly.",HONDA Gateway,,,Negative,0.5109592678022723
Poor customer service... exorbitant prices...damn u!,HONDA Gateway,,,Negative,0.5773647462757812
A good experience,HONDA Gateway,,,Positive,0.5605095530746993
"One stop shop for your Honda vehicle spares, services and accessories",HONDA Gateway,,,Negative,0.5109592678022723
